user_id,variant,device,day,converted
6333,control,mobile,9,0
2347,control,desktop,10,0
6437,control,desktop,1,0
9643,control,desktop,14,0
17915,treatment,desktop,11,0
22900,treatment,mobile,1,0
1809,control,mobile,2,0
12623,treatment,mobile,10,0
10644,control,mobile,7,0
148,control,mobile,6,0
8023,control,mobile,1,0
4312,control,mobile,11,0
9550,control,mobile,4,0
3468,control,mobile,4,0
10226,control,desktop,13,0
15802,treatment,mobile,8,0
16654,treatment,mobile,14,0
16502,treatment,mobile,9,0
9108,control,desktop,1,0
22086,treatment,desktop,2,1
15964,treatment,desktop,2,0
4159,control,mobile,7,0
4549,control,mobile,7,0
9768,control,desktop,3,1
15197,treatment,mobile,6,0
6932,control,mobile,10,0
10781,control,mobile,8,0
22123,treatment,mobile,7,0
20763,treatment,mobile,7,0
14533,treatment,desktop,3,0
21727,treatment,desktop,1,0
23423,treatment,desktop,13,0
802,control,desktop,2,0
3017,control,desktop,7,0
8583,control,mobile,13,0
16923,treatment,desktop,4,0
19172,treatment,desktop,3,0
14047,treatment,desktop,8,0
20892,treatment,mobile,6,0
15317,treatment,mobile,13,0
11268,control,desktop,9,0
14177,treatment,mobile,6,0
18361,treatment,desktop,11,0
15165,treatment,desktop,11,0
10607,control,desktop,9,0
7643,control,mobile,13,0
8256,control,desktop,10,0
11114,control,mobile,10,0
740,control,mobile,8,0
14721,treatment,mobile,9,0
22432,treatment,mobile,4,0
17243,treatment,mobile,7,0
23206,treatment,mobile,3,0
19313,treatment,mobile,11,0
5348,control,mobile,1,0
23637,treatment,desktop,12,0
9124,control,mobile,14,0
6225,control,mobile,11,0
4294,control,mobile,8,0
11460,control,mobile,10,0
5952,control,desktop,2,0
14649,treatment,desktop,10,0
15610,treatment,mobile,10,0
3539,control,mobile,10,0
16258,treatment,desktop,9,0
23032,treatment,desktop,10,0
5473,control,mobile,4,0
12050,treatment,mobile,5,0
10060,control,mobile,11,0
20397,treatment,mobile,10,0
18369,treatment,desktop,8,0
12140,treatment,mobile,6,0
3952,control,mobile,10,0
7463,control,mobile,6,0
16288,treatment,mobile,7,0
3884,control,desktop,3,0
13770,treatment,desktop,2,0
14258,treatment,mobile,11,0
15687,treatment,desktop,6,0
9622,control,mobile,11,0
3082,control,desktop,14,0
23496,treatment,mobile,4,0
20223,treatment,desktop,11,1
20178,treatment,desktop,10,0
6180,control,mobile,2,0
21193,treatment,desktop,9,0
462,control,mobile,11,0
4105,control,desktop,13,0
12930,treatment,desktop,14,0
1412,control,mobile,4,0
21440,treatment,mobile,2,0
18885,treatment,desktop,10,0
12676,treatment,desktop,13,0
13198,treatment,mobile,8,0
22194,treatment,mobile,12,0
22683,treatment,mobile,5,0
4807,control,mobile,4,0
9440,control,desktop,10,0
21995,treatment,desktop,5,0
13062,treatment,mobile,3,0
9918,control,desktop,13,0
18490,treatment,mobile,13,0
12727,treatment,desktop,6,0
7196,control,desktop,10,0
108,control,desktop,1,0
4285,control,mobile,11,0
1966,control,desktop,9,1
2345,control,desktop,9,0
6592,control,mobile,6,0
6196,control,desktop,10,0
18363,treatment,mobile,12,0
10347,control,mobile,13,0
19757,treatment,mobile,3,0
16069,treatment,mobile,13,0
11181,control,mobile,3,0
5811,control,mobile,3,0
9143,control,mobile,12,0
16280,treatment,mobile,7,0
15489,treatment,mobile,11,0
18054,treatment,desktop,12,0
19424,treatment,desktop,5,0
14428,treatment,desktop,2,0
18790,treatment,mobile,4,0
6046,control,mobile,5,0
14530,treatment,mobile,11,0
5638,control,mobile,6,0
23037,treatment,desktop,9,0
201,control,mobile,2,0
11022,control,desktop,8,0
22978,treatment,mobile,12,0
17501,treatment,mobile,3,0
15776,treatment,desktop,7,0
20092,treatment,desktop,11,1
8848,control,mobile,3,0
20190,treatment,mobile,4,0
12185,treatment,mobile,2,1
11959,control,mobile,14,0
15032,treatment,mobile,2,0
1789,control,mobile,7,0
7640,control,desktop,1,0
15707,treatment,desktop,1,0
4342,control,mobile,10,0
18649,treatment,mobile,9,0
21667,treatment,desktop,7,0
16225,treatment,mobile,8,0
12636,treatment,mobile,1,0
2307,control,desktop,5,0
14190,treatment,mobile,2,0
20197,treatment,mobile,3,0
22782,treatment,mobile,6,0
18944,treatment,mobile,14,1
9051,control,desktop,1,0
2629,control,mobile,7,0
1887,control,desktop,3,0
8090,control,desktop,1,0
23968,treatment,mobile,6,0
14764,treatment,mobile,5,0
23413,treatment,mobile,2,0
4685,control,mobile,8,0
22462,treatment,desktop,6,0
17552,treatment,mobile,4,0
8950,control,desktop,12,0
5948,control,desktop,8,0
13165,treatment,desktop,6,0
18914,treatment,desktop,14,0
2954,control,mobile,11,0
19606,treatment,mobile,14,0
21230,treatment,desktop,10,0
14941,treatment,mobile,6,0
20361,treatment,mobile,7,0
2747,control,mobile,5,0
10434,control,mobile,14,0
1301,control,desktop,14,0
21627,treatment,mobile,3,0
17453,treatment,desktop,2,0
23460,treatment,mobile,3,0
9424,control,desktop,6,0
22452,treatment,mobile,13,0
10061,control,desktop,14,0
11984,control,mobile,14,0
427,control,desktop,10,0
7593,control,mobile,4,0
17436,treatment,mobile,12,0
13336,treatment,desktop,11,0
22128,treatment,desktop,9,0
3784,control,desktop,2,0
21264,treatment,mobile,13,0
12041,treatment,mobile,1,0
12812,treatment,mobile,2,0
7042,control,mobile,6,0
10370,control,desktop,10,0
17686,treatment,mobile,14,0
15281,treatment,mobile,7,0
15273,treatment,mobile,4,0
19243,treatment,mobile,8,0
7449,control,mobile,10,0
12068,treatment,mobile,5,0
1464,control,mobile,10,0
22415,treatment,desktop,7,0
3632,control,mobile,3,0
8879,control,mobile,2,0
6475,control,desktop,12,0
23103,treatment,desktop,4,0
17851,treatment,desktop,4,0
9270,control,mobile,4,0
7199,control,mobile,4,0
6691,control,mobile,9,0
20937,treatment,mobile,13,0
7680,control,mobile,14,0
22385,treatment,mobile,8,0
6617,control,mobile,8,0
6987,control,mobile,2,0
22051,treatment,mobile,11,0
3974,control,mobile,8,0
18318,treatment,mobile,9,0
16620,treatment,desktop,2,0
13161,treatment,desktop,12,0
7016,control,mobile,1,0
15609,treatment,mobile,3,0
745,control,mobile,1,0
532,control,mobile,3,0
20097,treatment,desktop,14,0
13270,treatment,desktop,9,0
20021,treatment,mobile,12,0
8755,control,mobile,12,0
13314,treatment,mobile,6,0
19116,treatment,mobile,9,0
9204,control,desktop,3,0
6937,control,desktop,10,0
19079,treatment,mobile,14,1
17113,treatment,mobile,3,0
8109,control,desktop,14,0
15186,treatment,mobile,4,0
23077,treatment,mobile,14,0
14778,treatment,desktop,1,0
7162,control,mobile,7,0
5623,control,desktop,9,0
5149,control,mobile,14,0
5807,control,mobile,9,0
8289,control,desktop,2,0
23948,treatment,desktop,5,0
16720,treatment,mobile,2,0
20285,treatment,desktop,12,0
22810,treatment,desktop,14,0
4963,control,desktop,9,0
22004,treatment,desktop,7,0
13278,treatment,mobile,12,0
10993,control,desktop,1,0
16766,treatment,mobile,10,0
7484,control,desktop,6,0
7133,control,mobile,13,1
4183,control,mobile,9,0
11652,control,desktop,8,0
5465,control,mobile,3,0
16890,treatment,mobile,7,1
18015,treatment,desktop,14,1
1903,control,desktop,4,0
22716,treatment,mobile,11,0
15332,treatment,desktop,2,1
786,control,mobile,13,0
6313,control,mobile,11,0
15661,treatment,mobile,4,0
4234,control,mobile,13,0
762,control,desktop,7,0
9938,control,mobile,3,0
6205,control,mobile,9,0
14865,treatment,mobile,11,0
19573,treatment,mobile,13,1
2642,control,mobile,1,1
18829,treatment,desktop,7,0
5008,control,mobile,11,0
3121,control,desktop,5,0
20707,treatment,mobile,11,1
10602,control,desktop,11,0
7135,control,mobile,11,0
2341,control,mobile,2,0
21254,treatment,mobile,14,0
22627,treatment,mobile,5,1
6002,control,mobile,6,0
22935,treatment,desktop,11,1
13593,treatment,mobile,14,1
5457,control,mobile,3,0
19937,treatment,desktop,12,0
11059,control,desktop,9,0
11256,control,mobile,2,1
2846,control,desktop,5,0
7025,control,mobile,3,0
10522,control,desktop,2,0
1601,control,mobile,9,0
17334,treatment,mobile,10,1
16967,treatment,mobile,7,0
2531,control,mobile,6,0
4468,control,desktop,10,0
11118,control,desktop,12,0
14884,treatment,desktop,6,0
6498,control,mobile,4,0
11500,control,mobile,4,0
23331,treatment,mobile,5,0
6057,control,mobile,9,0
1866,control,mobile,8,0
22982,treatment,mobile,6,0
15624,treatment,desktop,8,0
3321,control,mobile,4,0
21177,treatment,mobile,9,0
11135,control,mobile,3,0
22799,treatment,mobile,1,0
1645,control,desktop,13,0
5619,control,mobile,4,0
12049,treatment,desktop,1,0
10211,control,desktop,13,0
23683,treatment,mobile,14,0
17740,treatment,mobile,12,0
8330,control,mobile,4,0
10535,control,desktop,10,0
6428,control,mobile,14,1
17861,treatment,desktop,14,0
22225,treatment,desktop,3,0
21687,treatment,mobile,12,0
21704,treatment,mobile,11,0
11824,control,mobile,6,0
17441,treatment,mobile,2,0
10176,control,desktop,13,0
4209,control,mobile,1,0
7246,control,mobile,1,0
9837,control,mobile,6,0
2308,control,desktop,11,0
15357,treatment,mobile,14,0
17361,treatment,desktop,7,0
15841,treatment,mobile,8,1
5237,control,mobile,12,0
14201,treatment,mobile,6,0
17766,treatment,desktop,7,1
10384,control,mobile,10,0
8621,control,mobile,14,0
22709,treatment,mobile,9,0
21726,treatment,desktop,9,0
21222,treatment,mobile,2,0
18131,treatment,mobile,14,0
19557,treatment,desktop,13,0
1754,control,mobile,11,0
7580,control,mobile,2,1
13646,treatment,mobile,1,0
4241,control,mobile,13,0
22247,treatment,mobile,7,0
20885,treatment,desktop,12,0
4831,control,mobile,11,1
23804,treatment,mobile,11,0
5434,control,desktop,12,0
7282,control,desktop,8,1
12967,treatment,mobile,13,0
13258,treatment,mobile,11,0
6082,control,mobile,5,0
8784,control,mobile,1,0
22167,treatment,desktop,3,0
21662,treatment,desktop,8,0
10527,control,mobile,6,0
7975,control,desktop,5,0
23802,treatment,mobile,12,0
6689,control,mobile,10,1
5346,control,mobile,14,0
14107,treatment,desktop,9,0
16058,treatment,desktop,14,0
21972,treatment,mobile,12,0
8231,control,mobile,1,0
54,control,mobile,6,0
9704,control,mobile,3,0
21111,treatment,desktop,8,1
16647,treatment,desktop,6,0
9864,control,desktop,7,1
4662,control,mobile,14,0
11324,control,mobile,6,0
4009,control,mobile,4,0
5120,control,mobile,14,0
10505,control,desktop,14,0
10351,control,mobile,13,0
20209,treatment,mobile,7,0
14647,treatment,desktop,11,0
4093,control,desktop,7,0
5930,control,mobile,9,0
7860,control,mobile,8,0
4053,control,desktop,9,0
7867,control,desktop,10,0
9271,control,mobile,6,0
14082,treatment,desktop,11,0
7200,control,mobile,10,0
21240,treatment,desktop,13,0
8190,control,desktop,14,0
12244,treatment,mobile,10,0
16710,treatment,mobile,7,1
10068,control,mobile,12,0
11689,control,mobile,14,0
3497,control,desktop,2,0
20551,treatment,desktop,12,0
22089,treatment,mobile,14,0
9088,control,mobile,10,0
5804,control,mobile,3,0
1671,control,desktop,12,0
16902,treatment,desktop,1,0
8323,control,desktop,2,0
3833,control,desktop,1,0
15006,treatment,desktop,3,0
5954,control,desktop,5,0
20896,treatment,desktop,7,0
2565,control,mobile,9,0
4625,control,mobile,1,0
9724,control,mobile,6,0
13150,treatment,mobile,8,0
372,control,mobile,8,0
23973,treatment,mobile,14,0
16354,treatment,mobile,11,0
19717,treatment,mobile,12,0
3694,control,mobile,5,0
14219,treatment,mobile,4,0
17547,treatment,mobile,12,0
22998,treatment,mobile,2,0
2043,control,desktop,4,0
21842,treatment,mobile,10,0
15342,treatment,mobile,12,1
1444,control,mobile,5,0
19782,treatment,desktop,6,0
10874,control,mobile,2,0
539,control,desktop,9,0
21197,treatment,mobile,14,0
4753,control,desktop,5,0
3045,control,mobile,13,0
15086,treatment,mobile,13,0
216,control,mobile,13,0
19603,treatment,mobile,6,0
14611,treatment,mobile,11,0
6432,control,desktop,10,0
23753,treatment,desktop,3,0
22113,treatment,desktop,14,1
20409,treatment,mobile,6,0
16388,treatment,mobile,5,0
4411,control,desktop,8,0
4056,control,mobile,8,0
22019,treatment,desktop,1,0
22446,treatment,desktop,4,0
20662,treatment,mobile,5,1
5819,control,mobile,3,0
18984,treatment,desktop,11,0
19036,treatment,desktop,9,0
20437,treatment,desktop,14,0
3249,control,desktop,3,0
18935,treatment,mobile,7,0
2042,control,mobile,9,0
8758,control,mobile,5,0
12371,treatment,mobile,1,0
12599,treatment,mobile,14,0
9418,control,mobile,8,0
6949,control,mobile,14,0
5532,control,mobile,8,0
1731,control,mobile,3,1
10373,control,mobile,6,0
2202,control,mobile,8,1
12718,treatment,mobile,1,0
10168,control,mobile,3,0
10603,control,mobile,12,0
22486,treatment,mobile,10,0
14522,treatment,mobile,9,0
13072,treatment,mobile,5,0
1647,control,mobile,12,0
18476,treatment,desktop,5,0
2442,control,mobile,9,0
5533,control,mobile,1,0
12822,treatment,mobile,13,0
20125,treatment,mobile,13,0
14908,treatment,mobile,3,0
13635,treatment,mobile,10,0
9221,control,desktop,10,0
5041,control,mobile,14,0
20682,treatment,desktop,3,0
376,control,desktop,2,0
13016,treatment,desktop,3,0
12760,treatment,mobile,3,0
5338,control,desktop,3,0
11069,control,mobile,10,0
12732,treatment,mobile,14,0
20976,treatment,mobile,4,1
7236,control,mobile,14,0
299,control,desktop,3,0
13859,treatment,desktop,4,0
22316,treatment,mobile,2,0
1506,control,mobile,11,0
3332,control,mobile,10,0
705,control,mobile,7,0
16522,treatment,desktop,3,0
8890,control,desktop,12,0
12698,treatment,desktop,3,0
11541,control,desktop,8,0
17448,treatment,desktop,5,0
20637,treatment,mobile,5,0
18799,treatment,mobile,8,0
11606,control,desktop,11,0
14158,treatment,desktop,13,0
20429,treatment,desktop,1,0
857,control,desktop,13,0
19065,treatment,desktop,12,0
14266,treatment,mobile,10,0
8431,control,mobile,10,1
7911,control,mobile,12,0
6899,control,mobile,4,0
17673,treatment,desktop,2,0
8803,control,mobile,1,0
1911,control,desktop,11,0
561,control,desktop,9,0
13425,treatment,mobile,10,0
18615,treatment,mobile,9,0
7798,control,mobile,6,0
16593,treatment,mobile,1,0
13378,treatment,mobile,2,0
11836,control,mobile,4,0
7811,control,desktop,5,0
5643,control,mobile,5,0
6500,control,mobile,1,0
12843,treatment,desktop,9,0
8664,control,mobile,13,0
4157,control,mobile,7,0
3595,control,mobile,7,0
12259,treatment,mobile,5,0
10839,control,desktop,2,0
9037,control,mobile,13,0
7062,control,desktop,5,1
891,control,mobile,10,0
5824,control,mobile,5,0
7759,control,mobile,12,0
2159,control,desktop,6,0
12642,treatment,desktop,4,0
6894,control,mobile,10,0
3252,control,mobile,4,1
13308,treatment,mobile,2,1
12450,treatment,mobile,9,0
17067,treatment,desktop,11,0
18565,treatment,mobile,14,0
5799,control,mobile,12,0
5945,control,mobile,13,0
2390,control,mobile,1,0
1094,control,mobile,1,0
20786,treatment,desktop,6,0
8342,control,mobile,8,0
19794,treatment,mobile,12,0
15017,treatment,mobile,8,0
8016,control,desktop,6,0
17906,treatment,desktop,9,0
20878,treatment,desktop,11,0
13224,treatment,mobile,13,0
10108,control,desktop,6,0
20456,treatment,mobile,14,0
23523,treatment,desktop,13,0
11326,control,desktop,13,0
18682,treatment,mobile,1,0
18463,treatment,mobile,13,0
18238,treatment,mobile,5,1
12536,treatment,desktop,12,0
21171,treatment,desktop,14,0
3080,control,desktop,14,0
17080,treatment,desktop,9,0
12203,treatment,mobile,6,0
21886,treatment,desktop,3,0
22283,treatment,desktop,12,0
3746,control,mobile,7,0
13384,treatment,mobile,13,1
11963,control,desktop,13,0
20051,treatment,mobile,7,0
16391,treatment,desktop,2,0
11037,control,mobile,3,0
19517,treatment,desktop,4,0
6350,control,desktop,3,0
16985,treatment,mobile,12,0
12155,treatment,mobile,3,0
8831,control,desktop,12,0
11029,control,mobile,12,0
2905,control,mobile,8,1
21979,treatment,mobile,1,0
11889,control,mobile,3,0
6510,control,desktop,2,0
7830,control,desktop,10,0
943,control,mobile,13,0
21985,treatment,mobile,10,0
21441,treatment,mobile,9,0
21452,treatment,desktop,8,0
5186,control,desktop,11,0
11506,control,mobile,11,0
3897,control,desktop,10,0
3898,control,desktop,4,0
22373,treatment,mobile,14,0
11447,control,mobile,9,0
23152,treatment,mobile,1,0
12696,treatment,desktop,7,0
11998,control,mobile,4,0
23704,treatment,mobile,14,0
18402,treatment,mobile,10,1
10907,control,desktop,5,0
8331,control,desktop,14,0
11286,control,mobile,2,0
14829,treatment,mobile,12,0
1642,control,desktop,3,0
5194,control,mobile,7,0
17006,treatment,desktop,5,0
4425,control,mobile,5,0
14401,treatment,mobile,5,0
16616,treatment,desktop,6,0
6831,control,mobile,3,0
10549,control,desktop,4,0
8907,control,mobile,3,0
8656,control,mobile,13,0
16530,treatment,desktop,3,0
20435,treatment,desktop,13,1
15872,treatment,mobile,6,1
9590,control,mobile,12,0
6236,control,desktop,14,0
3292,control,mobile,4,0
306,control,desktop,13,0
19138,treatment,mobile,13,0
625,control,mobile,8,0
11815,control,mobile,9,0
23747,treatment,desktop,10,0
13570,treatment,desktop,14,0
16313,treatment,mobile,3,1
23760,treatment,desktop,6,0
20346,treatment,mobile,7,0
14323,treatment,desktop,10,0
12821,treatment,mobile,5,0
22370,treatment,mobile,1,0
17638,treatment,desktop,14,0
16327,treatment,mobile,13,0
10643,control,mobile,9,0
21991,treatment,mobile,12,0
18843,treatment,desktop,2,0
12521,treatment,mobile,14,0
11834,control,desktop,8,0
3365,control,desktop,2,0
15540,treatment,desktop,6,0
1156,control,mobile,5,0
208,control,desktop,2,0
8024,control,desktop,3,0
1341,control,mobile,10,0
10573,control,desktop,3,0
11825,control,mobile,3,0
10202,control,mobile,6,0
16566,treatment,mobile,7,0
20699,treatment,desktop,7,0
21372,treatment,desktop,2,0
771,control,mobile,14,0
17075,treatment,mobile,14,0
3482,control,mobile,6,1
5085,control,desktop,11,0
15251,treatment,desktop,7,0
15224,treatment,mobile,9,0
19168,treatment,desktop,1,1
840,control,desktop,2,0
8482,control,mobile,12,0
7175,control,mobile,6,0
7792,control,desktop,9,0
9979,control,desktop,14,0
10350,control,mobile,7,0
3925,control,desktop,12,0
19675,treatment,mobile,6,0
9617,control,mobile,11,0
21910,treatment,desktop,9,0
23840,treatment,mobile,4,0
11823,control,desktop,12,0
15001,treatment,desktop,11,0
16095,treatment,mobile,6,0
1680,control,desktop,10,0
23065,treatment,desktop,3,0
1245,control,mobile,13,0
5284,control,desktop,13,0
18968,treatment,mobile,10,0
20956,treatment,mobile,11,0
10137,control,mobile,10,0
6388,control,desktop,4,0
4613,control,mobile,1,0
9982,control,mobile,8,0
23247,treatment,mobile,6,0
9052,control,mobile,1,0
7224,control,mobile,11,0
12181,treatment,desktop,4,0
21471,treatment,desktop,2,0
19515,treatment,desktop,2,0
5383,control,mobile,2,0
6550,control,mobile,5,0
19081,treatment,mobile,7,0
23205,treatment,mobile,11,0
15131,treatment,mobile,7,1
22620,treatment,desktop,4,0
22611,treatment,mobile,13,0
22064,treatment,mobile,10,0
19649,treatment,desktop,10,0
7353,control,mobile,1,0
12761,treatment,mobile,3,0
7635,control,desktop,9,0
20889,treatment,desktop,7,0
4240,control,desktop,10,0
8851,control,mobile,3,0
8791,control,mobile,13,0
11347,control,mobile,8,0
16310,treatment,mobile,9,0
2970,control,desktop,7,0
45,control,mobile,12,0
15064,treatment,mobile,11,0
6713,control,desktop,11,0
4815,control,desktop,7,0
2451,control,mobile,13,0
22061,treatment,desktop,12,0
21109,treatment,mobile,6,0
14702,treatment,desktop,2,0
22567,treatment,desktop,6,0
8628,control,mobile,5,0
7809,control,mobile,1,0
5446,control,desktop,2,0
12748,treatment,mobile,1,1
4567,control,mobile,12,0
6742,control,mobile,13,0
12712,treatment,mobile,9,0
11885,control,mobile,13,0
17320,treatment,mobile,14,0
2870,control,mobile,9,0
5005,control,mobile,5,0
14343,treatment,mobile,3,0
21074,treatment,mobile,5,0
14237,treatment,mobile,13,0
3456,control,mobile,9,0
693,control,mobile,11,0
186,control,mobile,2,0
6325,control,desktop,14,0
18231,treatment,desktop,6,0
8618,control,mobile,13,0
12322,treatment,mobile,6,0
1171,control,mobile,6,0
18099,treatment,mobile,7,0
23096,treatment,desktop,3,0
7297,control,desktop,7,0
4370,control,desktop,10,1
4799,control,desktop,14,0
14383,treatment,desktop,11,0
1538,control,desktop,5,0
2652,control,desktop,8,1
656,control,mobile,10,0
4087,control,mobile,9,0
5152,control,mobile,5,0
14920,treatment,mobile,6,0
19290,treatment,desktop,3,0
20839,treatment,desktop,2,0
7877,control,mobile,14,0
15749,treatment,desktop,13,0
18174,treatment,mobile,6,0
12215,treatment,desktop,2,0
3875,control,mobile,7,0
18492,treatment,mobile,10,0
11053,control,desktop,7,0
3446,control,mobile,1,0
9429,control,mobile,11,0
9686,control,mobile,11,0
4502,control,desktop,3,0
1633,control,desktop,4,0
18064,treatment,mobile,13,0
12344,treatment,desktop,13,0
11219,control,mobile,7,0
19859,treatment,desktop,6,0
7893,control,desktop,10,0
22246,treatment,mobile,3,0
21178,treatment,mobile,3,0
2668,control,mobile,14,0
8000,control,desktop,8,0
412,control,desktop,14,0
19727,treatment,mobile,7,0
3579,control,mobile,13,0
20817,treatment,desktop,12,0
23049,treatment,mobile,14,0
14482,treatment,mobile,14,0
5301,control,mobile,3,0
7134,control,mobile,11,0
18721,treatment,mobile,1,0
23803,treatment,desktop,4,0
17577,treatment,desktop,14,0
11548,control,mobile,13,0
22007,treatment,mobile,12,0
6775,control,desktop,4,0
17898,treatment,mobile,9,0
12743,treatment,desktop,14,0
8981,control,mobile,5,0
21364,treatment,mobile,2,0
23140,treatment,mobile,5,0
2778,control,mobile,1,0
18153,treatment,mobile,4,1
650,control,mobile,11,0
6967,control,mobile,4,0
18135,treatment,mobile,6,1
5380,control,mobile,9,0
8646,control,mobile,12,1
22387,treatment,desktop,6,0
12576,treatment,mobile,12,0
13706,treatment,mobile,13,0
2109,control,desktop,3,0
1561,control,desktop,7,0
19415,treatment,mobile,4,0
20698,treatment,mobile,4,0
14958,treatment,mobile,5,1
8164,control,desktop,13,0
17393,treatment,desktop,13,0
22361,treatment,mobile,12,1
17522,treatment,mobile,14,0
5805,control,desktop,5,0
11737,control,desktop,2,0
6173,control,desktop,8,0
5315,control,mobile,4,0
3563,control,mobile,8,0
3618,control,desktop,1,0
10187,control,mobile,8,0
16405,treatment,desktop,11,0
19430,treatment,desktop,3,0
10046,control,desktop,4,0
2255,control,desktop,4,0
12529,treatment,mobile,7,0
7621,control,mobile,1,0
23784,treatment,mobile,7,0
20555,treatment,mobile,5,0
1098,control,mobile,1,0
846,control,desktop,13,0
1770,control,desktop,7,1
4092,control,desktop,6,0
13506,treatment,mobile,1,1
13702,treatment,mobile,6,0
17591,treatment,mobile,7,0
1803,control,mobile,4,0
10672,control,mobile,11,0
6093,control,desktop,5,0
11002,control,mobile,3,0
4206,control,mobile,11,0
14587,treatment,mobile,10,1
15334,treatment,desktop,9,0
7272,control,desktop,10,0
12719,treatment,desktop,8,0
16687,treatment,mobile,12,0
20596,treatment,desktop,10,0
17979,treatment,desktop,1,0
8591,control,mobile,14,0
5445,control,mobile,8,0
1,control,mobile,8,0
13809,treatment,mobile,7,0
16332,treatment,mobile,6,0
9467,control,desktop,13,0
2418,control,mobile,11,0
12304,treatment,mobile,11,0
5528,control,mobile,10,0
14943,treatment,mobile,7,0
811,control,mobile,6,0
6766,control,mobile,6,0
3235,control,desktop,1,0
19020,treatment,mobile,12,0
18712,treatment,mobile,11,0
14822,treatment,desktop,7,0
1112,control,mobile,3,0
1248,control,desktop,9,0
1105,control,mobile,6,0
20915,treatment,desktop,10,0
4472,control,desktop,1,0
368,control,mobile,7,0
5160,control,mobile,7,0
16762,treatment,desktop,12,0
1889,control,desktop,12,0
8176,control,mobile,12,0
3020,control,mobile,8,0
13943,treatment,mobile,5,0
17132,treatment,mobile,13,0
17107,treatment,mobile,1,0
2322,control,mobile,2,0
11695,control,desktop,8,0
22106,treatment,desktop,12,0
696,control,desktop,9,0
3680,control,mobile,1,0
16772,treatment,desktop,11,0
7828,control,mobile,3,1
571,control,mobile,6,0
16453,treatment,desktop,9,0
10059,control,desktop,5,0
19140,treatment,mobile,8,0
9149,control,desktop,8,0
6768,control,mobile,8,0
10894,control,desktop,7,0
2572,control,mobile,14,1
18105,treatment,mobile,7,0
5415,control,mobile,9,0
23758,treatment,desktop,2,0
9170,control,desktop,14,0
13334,treatment,mobile,7,0
16786,treatment,desktop,2,0
10083,control,mobile,7,0
6582,control,mobile,9,0
3681,control,desktop,14,0
11535,control,desktop,2,0
12172,treatment,mobile,12,0
13649,treatment,desktop,6,0
23951,treatment,desktop,12,0
8091,control,mobile,14,0
19414,treatment,mobile,11,0
22563,treatment,mobile,6,0
2226,control,desktop,13,0
20184,treatment,mobile,9,0
23799,treatment,desktop,1,0
7291,control,desktop,7,0
12558,treatment,desktop,11,0
12045,treatment,mobile,10,0
3134,control,desktop,3,0
17131,treatment,desktop,3,0
10713,control,mobile,11,0
