request_id,arrival_s,route,verified_user,cache_hit,retries,abuse_score,flagged,latency_ms
37,16.8755,embed,False,False,1,0.0913,False,174.9
38,17.174,chat,False,False,1,0.2288,False,117.44
39,17.7858,chat,True,False,1,0.3548,False,159.41
40,17.9502,chat,True,True,1,0.2152,False,149.41
41,18.3108,chat,True,False,1,0.2554,False,171.73
42,19.5998,chat,True,False,1,0.1549,False,243.51
43,20.4393,embed,True,True,2,0.0378,False,141.97
44,20.9361,embed,True,False,1,0.3358,False,123.07
45,21.326,chat,True,False,1,0.0148,False,152.42
46,22.1171,embed,False,False,1,0.1262,False,184.3
47,22.1254,chat,True,False,1,0.0936,False,95.76
48,22.2542,chat,True,True,1,0.0271,False,210.85
49,22.8241,chat,False,True,1,0.2729,False,144.34
50,22.9192,embed,True,False,2,0.0112,False,139.17
51,23.0163,chat,True,False,1,0.0491,False,171.88
52,23.1125,embed,True,False,1,0.1066,False,153.58
53,23.3775,rerank,False,False,1,0.2264,False,182.31
54,23.6051,embed,False,True,1,0.3996,False,184.04
55,24.8967,embed,True,True,1,0.1013,False,216.02
56,25.1034,chat,False,True,1,0.1567,False,154.8
57,25.1138,chat,True,False,1,0.0152,False,208.15
58,25.8657,chat,True,False,1,0.081,False,170.09
59,27.0417,chat,False,False,1,0.4178,False,189.65
60,27.2954,chat,True,False,1,0.0262,False,167.62
61,27.4765,embed,True,False,1,0.1379,False,193.03
62,27.5721,chat,False,False,1,0.5526,False,149.97
63,28.5356,chat,True,False,1,0.437,False,157.73
64,30.0494,chat,True,True,1,0.1415,False,185.41
65,30.4101,chat,True,False,2,0.0833,False,182.32
66,30.596,chat,True,False,1,0.1918,False,169.46
67,30.6674,chat,True,False,1,0.0164,False,211.24
68,31.2925,chat,True,False,2,0.0216,False,131.94
69,31.4786,embed,True,True,1,0.0607,False,311.31
70,31.8539,chat,True,False,1,0.1017,False,140.5
71,32.5574,chat,True,True,1,0.1303,False,201.27
72,32.671,chat,True,True,2,0.0936,False,181.78
73,33.7401,chat,True,False,1,0.039,False,170.01
74,33.7827,chat,False,False,1,0.1148,False,185.6
75,34.0258,chat,True,True,1,0.0273,False,167.45
76,34.1389,chat,False,False,1,0.095,False,196.96
77,34.4002,embed,True,False,2,0.1542,False,177.33
78,35.1788,chat,True,False,2,0.1445,False,190.75
79,35.9184,chat,True,False,1,0.0779,False,190.38
80,36.1471,rerank,True,True,1,0.2178,False,194.32
81,36.5147,chat,True,True,1,0.2355,False,165.59
82,36.6162,chat,False,False,1,0.1722,False,152.44
83,37.5119,chat,False,False,1,0.0889,False,193.64
84,38.5966,embed,True,False,1,0.0165,False,174.37
85,39.1113,embed,True,True,1,0.2278,False,206.45
86,39.7096,chat,True,False,1,0.0091,False,208.35
87,39.9835,rerank,True,False,1,0.0942,False,247.73
88,39.9854,chat,False,True,2,0.0191,False,168.48
89,40.3346,chat,True,False,1,0.2988,False,209.44
90,40.5398,embed,True,False,1,0.1126,False,137.57
91,41.2577,embed,False,False,1,0.1358,False,186.74
92,41.4399,chat,True,False,1,0.1231,False,171.45
93,41.5126,embed,True,False,1,0.2354,False,195.71
94,41.987,embed,True,False,2,0.0778,False,206.48
95,42.676,rerank,True,False,2,0.1851,False,162.46
96,43.0198,rerank,True,True,1,0.1875,False,204.79
97,43.2717,chat,True,False,1,0.1343,False,173.07
98,43.4279,chat,True,False,1,0.0518,False,202.11
99,43.6394,embed,False,False,2,0.0065,False,138.02
100,43.832,chat,True,False,1,0.0787,False,180.64
101,45.3782,chat,True,False,1,0.2168,False,168.38
102,45.4885,chat,True,False,1,0.1971,False,170.84
103,45.6185,chat,True,False,2,0.1754,False,185.99
104,47.5689,rerank,False,False,2,0.4348,False,201.43
105,47.6627,chat,False,False,1,0.2406,False,199.9
106,48.378,embed,True,False,1,0.1417,False,176.49
107,48.4207,chat,False,False,2,0.1747,False,197.38
108,52.5381,chat,False,True,1,0.2393,False,156.2
109,53.4848,chat,False,True,1,0.031,False,189.53
110,54.32,embed,False,False,2,0.1136,False,199.03
111,54.3828,chat,True,True,1,0.0424,False,240.02
112,54.4892,chat,True,False,1,0.3417,False,205.94
113,54.6302,rerank,False,False,2,0.1853,False,169.51
114,54.7637,chat,False,True,1,0.1605,False,131.54
115,54.8314,chat,False,False,1,0.0422,False,202.94
116,55.5145,rerank,False,False,1,0.0774,False,221.27
117,55.6221,chat,False,False,1,0.2498,False,174.51
118,56.6542,embed,True,False,1,0.2482,False,200.9
119,56.8774,embed,False,False,1,0.0971,False,231.07
120,56.9254,chat,False,True,1,0.0877,False,146.77
121,56.9857,embed,True,False,1,0.1315,False,168.99
122,57.0362,chat,False,True,1,0.5125,False,235.39
123,57.4785,chat,True,False,1,0.2124,False,185.38
124,58.062,chat,True,False,1,0.3823,False,164.11
125,58.331,chat,True,True,1,0.1453,False,173.12
126,58.4507,embed,True,False,1,0.0559,False,247.64
127,58.7323,chat,True,False,1,0.1146,False,202.55
128,59.7778,chat,True,False,2,0.1245,False,196.09
129,60.4454,chat,True,False,1,0.0877,False,200.87
130,60.6518,chat,False,False,1,0.273,False,214.32
131,60.6689,embed,True,False,1,0.3692,False,158.3
132,61.1675,chat,True,False,1,0.0855,False,181.64
133,61.2168,chat,True,False,1,0.1964,False,195.5
134,62.6996,embed,False,True,1,0.2305,False,210.3
135,63.2447,chat,True,True,1,0.241,False,204.95
136,64.7469,chat,True,True,1,0.4973,False,193.38
137,65.2552,chat,True,True,1,0.2439,False,189.64
138,65.4456,chat,False,False,2,0.2453,False,198.89
139,66.0491,embed,True,False,1,0.1272,False,213.22
140,66.956,embed,True,False,1,0.0587,False,138.42
141,67.0843,chat,False,False,1,0.179,False,186.48
142,67.1277,chat,False,True,1,0.0253,False,214.09
143,67.3124,embed,True,False,2,0.0381,False,140.67
144,67.9994,rerank,True,False,2,0.2336,False,203.77
145,68.4011,embed,True,False,1,0.0706,False,186.52
146,68.6317,embed,False,False,1,0.2459,False,226.2
147,69.7882,chat,True,False,1,0.3896,False,155.15
148,71.4095,chat,True,False,1,0.2909,False,224.64
149,71.5398,chat,True,False,1,0.1519,False,207.24
150,72.0285,embed,True,True,1,0.0428,False,202.95
151,72.342,chat,True,False,1,0.0382,False,151.54
152,72.6284,chat,True,True,1,0.2575,False,135.67
153,75.2669,chat,False,True,2,0.3445,False,161.87
154,75.4023,rerank,True,False,2,0.0611,False,177.86
155,75.8652,rerank,True,False,2,0.0796,False,203.28
156,76.7071,chat,False,False,1,0.0953,False,201.66
157,77.3261,embed,True,True,1,0.0094,False,239.5
158,77.3747,chat,False,False,1,0.2203,False,206.27
159,78.2671,chat,True,False,1,0.0961,False,179.43
160,78.2746,chat,True,False,2,0.2446,False,181.67
161,78.2972,chat,True,False,2,0.0873,False,122.95
162,78.4096,chat,True,False,3,0.2155,False,174.16
163,78.4316,chat,True,False,2,0.0663,False,129.15
164,79.0585,embed,False,True,2,0.1239,False,220.69
165,79.274,chat,True,False,1,0.1316,False,188.34
166,79.5276,chat,False,False,1,0.3033,False,183.82
167,79.9136,chat,True,False,2,0.0744,False,202.22
168,79.9205,embed,True,False,1,0.2187,False,183.37
169,80.0628,embed,True,False,1,0.1054,False,152.6
170,80.1593,chat,True,True,1,0.1326,False,201.08
171,80.3347,chat,False,True,1,0.0612,False,206.56
172,80.3465,chat,False,False,1,0.2051,False,128.41
173,80.7947,chat,True,False,1,0.2262,False,206.11
174,81.1723,chat,True,True,1,0.1824,False,161.84
175,81.2582,chat,True,False,1,0.012,False,108.39
176,82.7828,chat,True,False,1,0.0811,False,182.72
177,82.8802,rerank,True,True,1,0.1711,False,150.28
178,82.9002,chat,True,False,2,0.0176,False,161.3
179,83.5043,embed,True,False,1,0.1691,False,165.29
180,84.0484,chat,True,False,1,0.0752,False,194.03
181,84.1844,chat,True,True,1,0.2657,False,151.34
182,84.2529,chat,True,False,1,0.0804,False,208.66
183,84.5525,chat,True,False,1,0.3187,False,243.99
184,84.6027,rerank,True,True,1,0.1076,False,214.58
185,84.7129,chat,True,True,1,0.1533,False,157.35
186,85.4071,chat,False,True,1,0.2171,False,206.21
187,85.6059,chat,True,True,2,0.4054,False,174.49
188,86.0996,chat,False,True,1,0.4221,False,171.32
189,86.2396,chat,False,False,1,0.0436,False,229.59
190,86.5934,rerank,True,False,1,0.1998,False,160.53
191,87.5851,chat,True,False,1,0.0881,False,168.95
192,88.1045,embed,True,True,1,0.1083,False,232.6
193,88.2351,chat,True,False,1,0.0908,False,210.0
194,88.8789,chat,False,False,1,0.0602,False,147.48
195,88.906,embed,True,False,1,0.0926,False,194.22
196,89.7614,rerank,False,False,1,0.0879,False,217.95
197,90.3778,chat,True,False,2,0.0792,False,196.9
198,90.6325,chat,True,True,1,0.2519,False,153.11
199,90.6587,embed,False,False,1,0.0438,False,204.81
200,90.879,rerank,True,False,1,0.2795,False,138.0
201,91.1703,embed,False,False,1,0.0631,False,162.8
202,91.1723,chat,True,True,1,0.0304,False,193.82
203,91.4305,chat,True,True,1,0.0329,False,215.94
204,91.4349,embed,True,False,1,0.1656,False,125.16
205,91.5066,chat,True,False,1,0.1761,False,189.37
206,91.7814,embed,True,False,1,0.2571,False,270.11
207,92.1453,embed,True,True,1,0.3962,False,178.27
208,92.7681,embed,True,False,1,0.0835,False,164.56
209,93.2758,chat,True,False,1,0.0275,False,191.15
210,95.5317,chat,False,False,1,0.4517,False,214.55
211,95.9357,embed,True,False,1,0.146,False,208.39
212,95.9474,chat,True,False,1,0.2139,False,133.65
213,96.0224,embed,True,False,3,0.0787,False,194.03
214,96.4806,chat,False,True,2,0.4326,False,177.39
215,96.7217,chat,True,False,2,0.2267,False,179.32
216,97.3147,embed,True,False,1,0.2122,False,151.79
217,97.4326,chat,True,False,2,0.1343,False,181.22
218,97.5628,chat,False,False,3,0.1171,False,198.81
219,98.7544,chat,False,True,1,0.3486,False,144.17
220,101.1543,embed,True,False,1,0.0802,False,177.27
221,101.4936,embed,False,True,1,0.1331,False,164.17
222,102.4233,embed,True,False,1,0.1363,False,201.06
223,102.648,embed,False,False,2,0.2429,False,207.85
224,102.8426,chat,True,False,1,0.2433,False,195.95
225,102.8673,chat,False,False,1,0.1623,False,221.95
226,103.6506,chat,False,False,2,0.0331,False,259.19
227,103.6926,chat,False,False,1,0.1045,False,186.74
228,104.0881,chat,True,False,1,0.1389,False,138.58
229,105.1439,chat,True,False,1,0.1736,False,162.06
230,106.1,chat,True,False,1,0.2018,False,101.49
231,107.78,rerank,True,True,2,0.0537,False,201.64
232,107.9262,embed,True,False,1,0.0411,False,180.09
233,108.9038,embed,True,False,1,0.1676,False,197.28
234,109.3617,embed,True,False,1,0.3603,False,131.86
235,109.8445,embed,True,False,1,0.2004,False,144.09
236,110.3445,embed,True,True,1,0.2937,False,186.55
237,110.4011,chat,True,False,1,0.2405,False,157.98
238,110.8952,chat,True,True,1,0.1953,False,224.19
239,110.8992,embed,True,False,1,0.2088,False,163.14
240,111.0755,chat,True,False,1,0.3726,False,158.67
241,111.3155,chat,False,False,1,0.0353,False,145.14
242,111.7376,chat,True,False,1,0.0946,False,215.73
243,112.1901,rerank,True,False,1,0.131,False,143.56
244,112.2578,chat,True,False,1,0.1083,False,145.59
245,112.7562,embed,True,False,1,0.0913,False,185.53
246,113.5114,chat,True,False,2,0.1348,False,144.43
247,113.8351,chat,False,False,1,0.1169,False,189.08
248,114.5818,chat,True,False,1,0.2445,False,260.99
249,115.4661,embed,True,False,2,0.0144,False,182.28
250,115.8221,chat,True,False,1,0.026,False,211.98
251,115.886,embed,True,True,1,0.4212,False,135.37
252,116.0672,chat,False,False,1,0.1792,False,147.61
253,116.2812,chat,True,False,1,0.1592,False,116.91
254,116.5352,rerank,True,False,1,0.1627,False,209.24
255,116.9114,rerank,True,True,1,0.1475,False,223.24
256,117.0272,embed,True,False,1,0.2055,False,177.76
257,117.6949,chat,True,False,1,0.304,False,166.15
258,118.1107,chat,False,False,1,0.1641,False,198.7
259,118.8027,chat,True,False,1,0.2157,False,178.6
260,119.6356,chat,True,True,1,0.1062,False,166.05
261,119.9692,chat,True,False,1,0.2491,False,178.99
262,120.0128,chat,True,False,1,0.1287,False,181.83
263,120.7856,chat,True,False,1,0.127,False,203.36
264,121.4463,chat,False,False,1,0.0967,False,158.53
265,122.1921,embed,False,True,1,0.3455,False,199.25
266,122.5455,chat,True,True,1,0.1351,False,163.53
267,123.3742,embed,True,False,1,0.0118,False,138.23
268,123.4462,chat,False,False,1,0.2027,False,217.98
269,123.4926,rerank,True,False,2,0.3139,False,170.69
270,125.6064,embed,True,False,1,0.1446,False,142.95
271,126.2769,chat,False,False,2,0.2576,False,180.12
272,127.1839,chat,True,False,1,0.1981,False,150.42
273,128.0416,chat,True,False,1,0.1229,False,168.73
274,128.0588,rerank,False,True,1,0.0159,False,174.54
275,128.127,chat,False,False,1,0.0189,False,150.18
276,128.1549,chat,True,False,1,0.202,False,152.2
277,128.2878,chat,False,True,1,0.0597,False,200.22
278,128.4204,chat,True,False,1,0.132,False,197.71
279,128.5703,chat,False,False,1,0.1633,False,208.43
280,129.1933,chat,True,False,1,0.3448,False,166.44
281,129.2857,chat,True,False,1,0.0744,False,189.05
282,129.3376,chat,False,False,2,0.1686,False,179.87
283,129.8449,embed,False,True,1,0.3348,False,157.72
284,130.8844,chat,True,False,2,0.0833,False,182.96
285,131.5221,rerank,True,False,1,0.0083,False,197.56
286,132.0368,embed,False,False,1,0.4765,False,177.14
287,132.5392,embed,False,True,1,0.0526,False,137.33
288,132.6053,chat,False,False,1,0.1423,False,181.56
289,133.1013,rerank,False,False,1,0.1526,False,264.48
290,133.3353,chat,True,True,1,0.0853,False,400.5
291,133.5329,chat,True,False,1,0.028,False,242.46
292,134.081,chat,True,False,1,0.0015,False,160.17
293,134.1903,chat,True,True,1,0.1577,False,171.53
294,134.5849,embed,True,False,1,0.4517,False,183.33
295,134.6424,chat,False,True,1,0.3403,False,205.29
296,135.2925,rerank,True,False,1,0.0932,False,177.87
297,135.7126,chat,False,False,1,0.0244,False,202.93
298,135.7436,rerank,False,False,1,0.1087,False,168.08
299,135.9968,chat,True,False,1,0.0234,False,339.03
300,136.0036,chat,True,False,1,0.0293,False,171.35
301,136.9496,embed,True,True,1,0.1953,False,158.08
302,137.1107,chat,True,True,1,0.0631,False,208.07
303,137.2621,chat,False,True,1,0.042,False,149.8
304,137.6369,chat,True,False,1,0.3204,False,214.7
305,137.9373,chat,True,False,1,0.0123,False,112.76
306,138.2795,rerank,False,False,1,0.1585,False,217.49
307,138.6596,chat,False,True,2,0.381,False,208.08
308,139.2142,rerank,True,False,1,0.1464,False,150.69
309,139.2777,rerank,True,False,1,0.0467,False,182.86
310,139.828,chat,True,False,1,0.0444,False,159.97
311,140.644,embed,False,False,1,0.0296,False,224.93
312,141.9813,embed,True,False,1,0.2423,False,201.4
313,142.4125,rerank,False,False,1,0.3653,False,154.44
314,142.8918,chat,False,False,2,0.2409,False,164.22
315,142.8983,chat,False,False,1,0.073,False,164.21
316,143.1147,embed,True,False,1,0.365,False,188.01
317,143.8875,chat,False,False,1,0.1629,False,170.26
318,144.1769,embed,True,False,1,0.1622,False,140.77
319,144.9051,embed,True,False,1,0.1511,False,137.45
320,146.1174,chat,True,True,1,0.1833,False,166.47
321,148.1555,embed,True,True,1,0.2895,False,161.05
322,148.6856,embed,False,False,1,0.0035,False,200.63
323,148.8451,embed,True,False,1,0.2918,False,161.75
324,149.0806,embed,True,False,1,0.1451,False,144.05
325,149.4177,chat,False,True,1,0.232,False,181.74
326,149.5442,embed,True,False,1,0.176,False,182.24
327,150.3212,chat,True,False,1,0.2838,False,141.55
328,150.4461,chat,True,False,1,0.099,False,241.97
329,150.6138,embed,True,True,1,0.0632,False,189.66
330,151.3725,chat,True,False,1,0.1134,False,160.77
331,151.9184,embed,True,False,1,0.0922,False,221.68
332,152.8737,embed,True,True,1,0.0434,False,219.65
333,153.0379,embed,True,True,1,0.4282,False,186.38
334,153.5309,chat,True,False,1,0.1989,False,192.87
335,154.1373,chat,False,False,1,0.1677,False,207.93
336,154.1772,chat,True,False,1,0.1833,False,175.18
337,154.9701,chat,True,False,1,0.1816,False,181.35
338,155.0144,chat,True,False,1,0.1841,False,204.27
339,155.1155,embed,False,False,1,0.2622,False,207.36
340,155.7466,embed,False,False,1,0.0604,False,181.83
341,156.0681,chat,False,False,1,0.0226,False,184.92
342,156.2016,embed,True,True,1,0.0575,False,159.04
343,156.7515,embed,False,False,1,0.055,False,194.59
344,156.9302,chat,True,False,1,0.0496,False,190.46
345,157.3681,embed,True,False,1,0.0296,False,209.48
346,158.7742,chat,False,False,1,0.2122,False,213.87
347,159.021,rerank,False,False,1,0.2434,False,203.79
348,159.0888,embed,True,True,1,0.0471,False,139.97
349,159.7575,embed,True,False,1,0.1316,False,697.48
350,159.8626,chat,True,False,1,0.0686,False,210.19
351,159.9452,chat,True,True,1,0.17,False,151.7
352,159.998,embed,True,False,1,0.1744,False,175.35
353,160.3009,chat,True,False,1,0.009,False,195.92
354,160.432,chat,True,False,1,0.1791,False,171.09
355,160.4672,chat,False,False,1,0.1297,False,180.11
356,161.0851,embed,True,True,1,0.1639,False,212.34
357,161.2857,chat,True,False,1,0.1149,False,130.26
358,161.3091,embed,False,True,2,0.3927,False,134.04
359,161.5493,rerank,True,False,1,0.0409,False,191.83
360,161.6511,chat,True,False,1,0.1729,False,172.98
361,162.2464,chat,True,True,2,0.3131,False,133.99
362,162.672,embed,False,True,1,0.1517,False,158.47
363,162.9655,chat,False,False,1,0.0872,False,187.51
364,162.9982,embed,True,False,1,0.069,False,158.42
365,163.036,chat,True,False,1,0.3251,False,142.82
366,163.1362,chat,False,False,1,0.0729,False,157.85
367,164.2928,embed,True,False,1,0.1807,False,215.89
368,165.0053,rerank,True,False,1,0.1867,False,179.63
369,165.0087,embed,True,False,2,0.328,False,206.03
370,165.4684,chat,True,False,1,0.3744,False,145.59
371,166.2261,chat,False,True,1,0.386,False,201.7
372,166.2314,embed,True,False,1,0.1714,False,167.52
373,166.3747,chat,True,False,2,0.323,False,173.37
374,166.5635,embed,True,False,2,0.0848,False,216.76
375,166.5876,embed,True,False,2,0.0499,False,178.01
376,166.7986,rerank,False,True,1,0.0567,False,174.33
377,166.8232,embed,False,False,1,0.5915,True,185.5
378,167.6833,embed,True,False,1,0.2694,False,211.1
379,168.3948,chat,True,False,1,0.0331,False,216.59
380,168.6002,chat,True,True,1,0.1695,False,222.1
381,168.6322,rerank,False,False,1,0.0685,False,235.03
382,169.2506,embed,True,False,2,0.1508,False,165.11
383,169.5117,chat,True,True,1,0.0797,False,203.94
384,169.9858,embed,True,False,1,0.1626,False,174.01
385,170.3664,chat,False,False,1,0.0586,False,271.53
386,171.2145,chat,True,False,1,0.0583,False,173.12
387,171.2837,chat,False,False,1,0.0252,False,201.62
388,171.3641,embed,True,False,2,0.1203,False,136.57
389,171.4215,chat,True,False,1,0.2461,False,137.8
390,171.5426,rerank,True,False,1,0.0724,False,193.15
391,171.6711,chat,True,False,1,0.293,False,186.14
392,172.1449,rerank,True,True,1,0.1177,False,184.18
393,172.1618,chat,True,False,1,0.2205,False,141.27
394,172.18,chat,True,False,1,0.198,False,181.98
395,172.2243,chat,True,False,1,0.1658,False,204.57
396,172.4604,embed,True,False,1,0.2328,False,276.13
397,172.7122,chat,True,False,1,0.0934,False,165.74
398,172.8752,embed,False,False,1,0.2231,False,166.09
399,173.2726,chat,True,False,1,0.0913,False,167.75
400,175.0335,embed,True,False,1,0.1146,False,190.02
401,175.6972,chat,False,False,1,0.5257,False,198.87
402,175.9495,chat,False,True,1,0.1044,False,189.86
403,177.5017,embed,False,False,1,0.1783,False,213.95
404,177.7487,embed,True,False,2,0.2881,False,207.4
405,177.9943,embed,True,False,1,0.1067,False,214.0
406,178.3248,chat,False,False,1,0.0698,False,183.46
407,178.498,chat,False,True,1,0.223,False,167.09
408,178.9963,embed,True,True,1,0.0707,False,181.76
409,179.1302,embed,True,True,1,0.1982,False,205.53
410,179.573,chat,True,True,1,0.1364,False,164.64
411,180.8289,rerank,True,False,1,0.08,False,151.69
412,180.9373,chat,True,True,1,0.191,False,251.15
413,181.9185,chat,False,True,1,0.1781,False,205.99
414,182.1598,chat,True,False,1,0.2678,False,221.78
415,183.2717,chat,True,False,1,0.1601,False,149.05
416,183.2928,embed,True,False,1,0.2478,False,228.57
417,183.5835,chat,True,False,1,0.1687,False,202.0
418,183.6167,chat,True,False,1,0.0564,False,187.15
419,183.672,chat,False,False,1,0.2975,False,209.47
420,184.3471,rerank,True,True,2,0.1486,False,172.34
421,184.6357,chat,True,True,1,0.3201,False,218.74
422,184.7436,chat,True,False,1,0.0641,False,201.58
423,185.0262,chat,False,True,1,0.1045,False,168.5
424,185.4162,chat,False,True,1,0.3084,False,210.21
425,185.6169,rerank,True,False,1,0.1978,False,176.56
426,186.4964,chat,False,False,1,0.1386,False,154.61
427,186.6022,chat,False,False,1,0.1169,False,189.84
428,186.8098,embed,False,False,1,0.0746,False,164.29
429,187.2007,embed,True,False,1,0.3686,False,143.0
430,187.3471,embed,False,True,1,0.0763,False,198.12
431,187.3656,chat,False,True,1,0.0704,False,155.04
432,187.6894,chat,True,True,2,0.0231,False,193.5
433,187.9401,chat,True,True,1,0.2211,False,138.6
434,189.1293,embed,False,False,1,0.0683,False,189.8
435,189.3401,chat,False,False,1,0.2136,False,232.91
436,189.7016,embed,True,False,1,0.1338,False,232.42
437,190.4481,chat,False,False,1,0.3183,False,184.22
438,190.5752,rerank,True,True,1,0.2252,False,194.59
439,190.8177,rerank,True,False,1,0.1592,False,169.17
440,191.3198,chat,True,False,1,0.1933,False,200.29
441,191.3611,chat,True,False,1,0.0629,False,199.35
442,191.4437,embed,True,False,1,0.0987,False,183.61
443,191.8722,embed,True,True,1,0.0204,False,188.68
444,192.2583,chat,True,True,1,0.3768,False,170.97
445,192.9074,embed,True,False,1,0.0299,False,208.59
446,193.2652,embed,True,False,1,0.2292,False,195.11
447,193.6218,chat,False,False,1,0.2515,False,169.4
448,194.6745,chat,True,True,1,0.3669,False,225.06
449,194.7718,chat,False,False,1,0.2641,False,144.14
450,194.9313,embed,True,False,1,0.2875,False,222.07
451,195.4174,chat,True,False,1,0.0228,False,186.28
452,196.0552,chat,False,False,1,0.0934,False,160.04
453,196.1058,chat,False,False,2,0.0513,False,178.07
454,196.6275,chat,False,False,1,0.0935,False,180.29
455,197.3459,chat,False,False,1,0.0675,False,175.13
456,197.7283,chat,False,False,1,0.2094,False,182.72
457,198.7515,chat,False,False,1,0.0357,False,190.07
458,199.1764,rerank,True,False,2,0.2365,False,182.66
459,199.2726,chat,False,True,1,0.0966,False,179.25
460,199.8596,chat,True,False,1,0.098,False,142.07
461,200.083,chat,True,False,2,0.1336,False,215.77
462,200.9391,chat,False,False,1,0.2325,False,170.51
463,201.0701,embed,True,False,1,0.2105,False,163.46
464,201.2682,chat,True,False,3,0.0638,False,195.49
465,202.7778,rerank,True,True,1,0.0322,False,253.17
466,202.8563,rerank,False,False,1,0.3317,False,181.47
467,204.033,embed,False,False,3,0.1996,False,188.42
468,204.3274,chat,True,False,1,0.1469,False,217.43
469,204.7066,chat,False,False,1,0.2497,False,204.59
470,204.8013,embed,True,False,1,0.2044,False,198.19
471,204.9789,chat,False,False,1,0.1219,False,235.26
472,205.7642,chat,True,False,3,0.2048,False,212.88
473,206.0775,embed,True,False,1,0.0988,False,163.74
474,206.2629,embed,False,False,2,0.2809,False,164.2
475,206.2657,chat,False,True,1,0.0663,False,172.9
476,207.1029,chat,True,False,1,0.1024,False,182.97
477,207.4784,chat,True,True,1,0.0294,False,206.92
478,207.6906,chat,True,False,2,0.2702,False,192.87
479,207.9589,rerank,True,False,1,0.1227,False,184.67
480,208.2263,embed,False,False,1,0.0483,False,180.83
481,208.9327,chat,True,False,1,0.2379,False,162.45
482,209.0795,chat,True,False,1,0.1377,False,165.73
483,209.6385,chat,True,False,1,0.289,False,251.28
484,209.7335,chat,False,False,1,0.0802,False,178.58
485,209.8372,embed,True,False,1,0.2732,False,142.82
486,209.9865,chat,True,True,1,0.117,False,171.97
487,211.0623,chat,True,False,1,0.3886,False,136.54
488,211.6073,chat,False,True,1,0.0312,False,172.73
489,211.9837,chat,True,True,2,0.1765,False,152.86
490,212.1902,chat,True,False,2,0.1783,False,194.44
491,212.6531,chat,False,False,1,0.1525,False,174.83
492,212.7116,embed,True,True,1,0.2414,False,211.48
493,213.0385,chat,True,False,1,0.0341,False,226.25
494,213.3675,chat,True,False,1,0.1304,False,146.82
495,213.3727,embed,True,False,2,0.0742,False,189.7
496,213.3846,chat,True,False,2,0.1065,False,204.83
497,213.6454,chat,False,True,1,0.033,False,215.34
498,214.0145,embed,False,True,1,0.1211,False,193.58
499,215.014,chat,True,False,2,0.1778,False,203.43
500,215.6737,chat,True,False,1,0.14,False,149.63
501,215.7212,chat,True,False,1,0.0867,False,196.22
502,216.0376,chat,False,False,1,0.1379,False,202.08
503,216.0835,chat,True,False,1,0.1357,False,188.26
504,216.1804,embed,False,True,1,0.1698,False,179.36
505,216.3915,embed,True,False,2,0.1291,False,197.72
506,216.5066,embed,False,False,1,0.0324,False,183.68
507,216.6533,rerank,True,True,1,0.0364,False,211.05
508,216.7215,chat,True,False,1,0.2898,False,167.92
509,216.8779,chat,True,False,1,0.0597,False,182.93
510,217.2594,chat,False,False,1,0.6135,False,148.68
511,217.4605,chat,False,False,1,0.3062,False,163.75
512,217.8555,chat,True,False,1,0.0639,False,135.32
513,218.0574,chat,False,False,1,0.0304,False,355.63
514,218.4363,chat,True,False,1,0.1157,False,193.28
515,218.4441,embed,True,True,3,0.0046,False,193.84
516,218.7416,embed,False,False,1,0.2747,False,181.19
