reading_id,vibration_x,vibration_y,acoustic_db,current_amp,humidity_pct,dust_index,temp_c,pressure_kpa,machine
24,-5.3723,-5.0167,-1.0631,-0.9127,-0.4322,-0.3629,30.64,257.85,B
25,-8.6602,-7.7722,-0.7081,-0.6734,-0.0224,0.6659,31.58,241.1,B
26,-0.5588,-1.0182,-3.3663,-4.1952,1.416,0.449,34.61,274.46,C
27,-7.5545,-7.0533,-1.1838,-0.2287,-0.7606,-0.8763,35.05,241.55,B
28,-3.5875,-3.0015,-3.2226,-4.0126,-1.0739,-1.304,35.13,251.31,B
29,-3.3903,-4.2313,-1.0624,-1.1044,0.3243,-0.1904,38.3,278.79,B
30,0.2578,1.5654,3.4311,3.371,-1.1811,0.0408,45.07,329.21,C
31,-0.6351,0.2217,0.3742,-0.8146,-0.0127,-0.3086,42.2,293.76,B
32,2.3645,2.992,4.1626,4.3763,1.2887,1.4362,49.37,371.24,A
33,1.0886,1.265,-1.4011,-1.6241,2.2023,1.9682,46.46,322.5,C
34,-0.7883,-0.8896,-3.947,-3.2102,0.2464,-0.7249,41.52,252.45,A
35,-7.0878,-7.5778,-4.8267,-5.2044,2.6517,2.089,36.29,268.73,A
36,0.5419,0.5415,-0.2086,-0.398,0.3689,0.4923,41.02,326.92,A
37,-0.1919,-0.0337,-3.8044,-4.6238,-1.553,-1.0742,38.11,296.47,B
38,-2.7864,-2.8362,-0.0794,1.0274,0.6743,2.9594,42.1,286.3,D
39,1.6148,1.6035,3.9539,3.6482,-1.7026,-0.9501,47.31,358.21,B
40,-4.8392,-6.0651,-3.3677,-2.5429,-1.1051,-1.3603,34.78,257.48,B
41,2.846,1.7583,-1.8253,-1.8552,0.8099,0.8407,44.32,313.79,C
42,-12.6031,-12.367,-2.2463,-0.9099,-0.4473,-1.7942,26.48,196.23,D
43,-3.7258,-2.7597,-1.4152,-0.7571,0.3288,-0.8055,37.41,268.99,B
44,9.2356,10.1067,2.1965,1.298,2.5275,2.9144,52.02,408.64,C
45,-5.543,-4.8769,-2.0939,-0.8724,-0.3751,-1.4564,35.93,263.92,D
46,-7.3319,-6.7362,0.5225,-0.4456,-0.6211,-1.072,33.45,252.79,D
47,2.38,2.2117,2.3422,2.8811,2.2176,1.5589,47.93,327.41,B
48,-8.7833,-8.0822,4.3246,3.3547,0.6737,-0.2877,38.12,311.81,D
49,7.5611,7.1817,2.551,1.4081,3.4137,3.1899,54.08,356.65,D
50,6.4853,6.3172,-5.1911,-3.4719,-1.3281,-0.3536,45.2,308.23,C
51,1.5135,2.4478,1.8912,2.2273,1.3245,-0.1496,47.59,333.39,B
52,2.2613,2.4125,1.5522,0.464,-1.1964,0.4581,43.55,345.84,A
53,5.854,6.2059,4.6393,2.5521,0.7926,1.2402,49.23,401.82,A
54,6.3427,5.1445,-2.462,-1.7868,0.9162,1.2057,44.35,314.84,B
55,1.4666,1.0089,-0.7065,-0.1251,-0.221,-0.2976,45.32,297.44,A
56,-7.1761,-6.1407,-2.6569,-2.299,-1.3941,-2.5579,32.15,260.87,A
57,2.7115,4.0216,-1.3735,-1.4223,-2.8558,-2.525,40.97,304.76,D
58,4.4237,4.1073,0.1712,0.0657,3.3805,2.282,49.82,334.14,C
59,-0.4939,-1.548,3.8474,4.5957,1.2311,1.8256,46.82,353.68,A
60,5.6613,5.5921,2.8508,3.1759,1.6533,2.293,50.13,402.01,C
61,-6.4113,-7.329,-1.7542,0.4044,0.6873,-0.5453,35.97,268.24,A
62,4.2643,4.573,0.9077,1.5487,1.386,1.7596,47.44,368.48,C
63,5.659,5.9027,1.7135,2.0189,2.5919,3.8656,54.54,387.55,D
64,-1.9127,-1.9418,-2.2127,-2.0967,1.1589,1.5011,40.0,295.99,B
65,-0.3185,-0.7334,4.0686,3.3749,1.1213,1.9877,49.0,365.6,C
66,7.1011,6.4862,2.2587,1.9058,3.0504,2.876,51.43,367.39,D
67,5.4391,6.8877,-1.0729,0.0425,-1.3807,-0.7816,44.31,352.33,C
68,-1.8386,-0.3073,1.6294,1.4569,1.0751,1.2457,42.17,331.06,B
69,-2.1202,-2.0925,-0.5435,-0.7061,-2.4129,-1.5022,33.82,293.08,D
70,3.3944,2.9023,-1.2376,-0.4221,1.2385,1.8268,47.34,349.38,B
71,-0.0807,0.7186,2.6245,1.3283,0.3215,-0.3352,43.17,328.48,B
72,-3.9283,-4.8612,0.5515,0.5454,1.9994,0.3389,39.29,256.65,D
73,-1.5947,-2.1263,1.0829,-0.0607,-2.7092,-1.3314,38.15,269.91,D
74,-3.3577,-2.4223,-3.0013,-1.5746,-0.0901,-0.6447,37.15,280.34,C
75,4.769,4.4716,-1.0852,-1.788,-0.1258,-0.5349,44.63,325.77,C
76,1.6588,2.1339,-2.9773,-2.7232,-0.6442,-0.4011,41.25,287.88,C
77,1.7158,1.996,1.3152,1.837,1.3231,-1.5244,45.73,359.12,B
78,-5.3477,-4.3545,-1.6992,-2.0609,0.4652,-0.4007,36.48,265.56,B
79,-4.8624,-5.2599,0.0048,-1.0902,-1.9116,-2.3079,33.83,265.4,C
80,-8.7605,-8.6925,-3.8029,-3.1886,0.9882,0.3045,28.9,220.44,D
81,1.7485,1.535,5.3598,4.1863,-0.5065,-0.173,47.96,381.18,D
82,-4.996,-4.6229,-1.6568,-1.5178,0.6358,-0.1294,36.71,278.85,B
83,6.2693,5.2039,-3.5789,-1.7013,1.2018,0.8852,46.61,306.91,A
84,-2.7563,-2.7242,-2.9375,-2.1099,0.1475,-0.3805,36.88,218.15,B
85,-7.3235,-8.5815,-2.5066,-0.4712,-0.4929,0.0124,33.72,236.72,D
86,-3.1849,-3.6828,-3.3654,-4.1164,-1.2015,-1.0452,35.23,251.94,A
87,0.3746,0.7661,0.9475,-0.8152,-0.7182,-0.6315,42.39,307.06,B
88,3.0267,2.8326,1.085,0.8278,-0.5701,0.0529,45.99,345.36,A
89,3.5903,1.6728,1.5588,2.7301,2.2477,3.2148,50.14,342.26,C
90,-1.3843,0.7206,-0.0579,-1.1672,0.2553,0.6783,39.98,305.06,A
91,10.9859,10.9804,-0.6455,-0.5266,-1.6228,-1.1794,47.59,355.2,A
92,2.0484,2.3766,-0.4086,0.9575,-0.9772,-0.5295,45.14,333.97,C
93,-0.5679,-1.1997,-0.0249,-0.5409,0.5276,0.3677,38.41,290.82,A
94,4.5719,3.9822,-1.5774,-1.9312,-1.2088,0.179,45.96,331.91,A
95,1.6351,2.5809,0.1803,-1.3346,-2.4998,-1.4769,41.22,313.42,B
96,0.3509,0.4216,4.6772,3.9087,-0.7429,-0.395,49.16,392.93,D
97,0.9833,1.7657,1.701,2.4986,1.9563,1.5071,48.08,376.74,A
98,5.6133,5.106,-3.8014,-4.253,-1.6835,-0.2769,41.81,302.68,C
99,3.925,3.7273,3.0505,2.0878,-0.5888,0.2141,47.41,389.14,C
100,6.7406,7.4143,0.5392,-0.223,1.9677,1.0484,52.58,327.07,B
101,0.3453,0.1514,4.6842,4.2371,1.3194,2.6198,47.5,384.48,A
102,-0.9457,0.1031,0.237,-0.5538,-0.5734,-1.1806,40.03,287.77,A
103,0.5865,-0.0235,-1.4418,-2.3114,0.1167,-0.8909,42.69,318.63,B
104,5.8666,6.2551,-1.6615,-1.7664,-0.7389,-0.0989,44.25,347.46,B
105,1.8439,1.655,4.6831,4.9845,0.9729,0.9783,49.15,366.59,D
106,-4.7218,-4.3481,-0.1918,-0.5418,1.0157,0.1896,38.04,302.15,C
107,14.4544,13.5922,5.7557,4.748,-2.0306,1.555,62.03,444.82,A
108,-0.6262,-2.1049,-0.2694,-0.0069,0.6405,1.3589,38.82,317.99,B
109,2.3497,1.3767,2.2292,0.9841,0.2286,0.2638,44.31,330.32,C
110,0.2527,1.3022,-2.4205,-1.5331,-1.513,0.0538,36.73,272.87,A
111,2.5725,1.4037,-2.3475,-2.6057,2.5243,0.422,40.64,297.26,D
112,-0.535,-0.0757,2.081,1.5074,-1.0386,-1.059,42.06,326.73,B
113,-9.1943,-8.6771,-2.6485,-2.3259,-0.3494,-0.2211,32.14,228.81,D
114,0.5835,2.139,-0.0945,-0.9479,-0.3286,-0.4247,44.1,311.36,A
115,-1.8068,-3.2357,-1.6205,-0.3856,-1.3012,-1.3847,38.18,272.1,B
116,-3.2575,-3.1367,-4.3024,-2.5384,-0.6388,-2.1758,37.51,287.9,C
117,-6.2465,-5.4896,-5.6848,-4.2676,-1.1679,-1.3843,30.5,232.98,D
118,2.7548,3.316,2.3206,2.5459,2.6864,2.0001,48.58,331.71,C
119,6.7391,5.3275,4.8001,3.2443,-0.9895,-1.7089,51.52,388.91,D
120,-5.1955,-4.2155,4.9286,5.2055,1.8475,2.2637,48.31,357.56,D
121,7.1445,7.1902,1.871,2.3973,-0.2329,-0.3066,48.93,352.08,C
122,0.8587,1.3183,-3.6859,-3.8699,-0.5756,-1.6887,39.75,271.37,A
123,-0.5501,-1.5552,-2.6902,-1.0423,-1.3443,-1.7079,36.42,273.81,D
124,-4.1365,-4.0398,-3.8873,-4.026,-1.6132,-1.7955,33.27,210.93,A
125,-3.7726,-4.4444,0.855,0.2212,-3.0982,-2.6342,33.92,269.06,A
126,3.2984,2.8039,1.5119,1.6026,1.646,2.3118,46.23,361.93,A
127,-2.694,-2.9261,2.578,1.3007,-2.1632,-1.3525,45.07,302.98,C
128,6.1932,5.5557,-1.2311,-1.2896,-1.8524,-1.8721,38.34,349.3,B
129,0.1011,0.4807,2.4151,2.1919,-0.9758,-1.3545,46.58,309.35,C
130,3.4026,2.4713,3.7601,4.8556,1.5969,0.5839,49.06,363.0,B
131,-7.7222,-7.464,0.1567,0.7198,0.6541,-0.6342,34.49,279.12,A
132,9.7964,10.2481,2.6303,0.6641,2.7473,2.738,57.43,425.02,D
133,6.5623,5.7307,4.1407,3.1153,-0.3907,-0.1872,52.92,406.0,D
134,-5.0699,-6.4419,1.6117,1.3005,0.824,0.127,37.43,314.11,A
135,-4.45,-4.1418,-1.2908,-0.0406,1.0666,0.1457,36.16,277.5,A
136,7.0687,7.8735,-0.5755,-0.621,0.0914,0.4471,48.34,368.77,C
137,3.7976,2.1993,3.0501,3.4712,-0.8842,-0.3881,46.67,350.54,C
138,1.6332,2.0791,-4.7788,-2.8209,-2.4828,-1.3919,38.25,256.84,C
139,0.9356,1.7467,-2.6854,-2.1051,1.77,1.7163,42.27,300.4,A
140,-0.9549,-0.533,-1.8887,-1.5131,-1.5473,-2.679,37.27,288.33,A
141,-0.0106,-0.726,-0.7446,-0.2002,-0.4171,-0.5624,40.86,320.43,D
142,1.608,0.8369,4.3905,2.9654,1.8076,2.3478,49.33,356.41,C
143,11.2074,9.8908,6.0956,4.5846,3.106,3.3569,57.93,431.08,A
144,-1.6105,-0.8593,-0.6663,-1.4607,-0.6814,-0.6061,40.19,303.72,D
145,-0.2988,-0.0858,-0.2767,0.8648,-0.7697,-1.0765,39.4,303.46,B
146,1.068,0.0389,3.1303,2.8873,0.4235,1.212,47.24,361.74,D
147,-5.7108,-3.8312,-2.4524,-1.355,0.1004,-0.0734,35.59,274.24,C
148,1.2049,1.3608,2.9903,2.6366,1.2353,0.8823,45.67,347.12,C
149,-0.6514,-0.2243,6.1463,4.3733,0.3545,1.2193,45.6,357.72,B
150,-5.5919,-3.3915,-4.6248,-2.5006,0.2643,-0.025,35.35,252.99,A
151,9.4039,7.6882,-1.5833,-1.2357,0.9232,1.6594,50.61,341.82,D
152,10.8732,9.5769,4.0921,4.4787,3.0906,2.6237,57.27,449.92,D
153,-1.4922,-1.2325,-3.6408,-2.7527,-1.347,-0.3703,34.56,275.83,C
154,1.81,2.8206,3.9214,4.9484,0.452,2.4854,48.17,377.03,D
155,-2.4296,-2.1118,-3.7908,-2.9533,0.5223,0.1725,36.0,285.03,A
156,-4.577,-4.8775,-0.0823,0.9675,3.0196,3.2492,38.19,304.54,D
157,-7.9743,-8.233,0.825,0.189,0.5057,0.3374,38.8,269.1,D
158,-2.0769,-1.397,1.3733,1.5225,-2.4615,-0.7505,37.67,289.6,D
159,2.2872,2.0645,1.0674,1.2416,-1.1256,-0.5196,41.94,331.25,D
160,-5.303,-5.4429,0.9293,1.2221,-1.7488,-1.5516,38.05,271.58,D
161,2.0872,1.3789,0.0148,1.1141,0.7238,2.1665,44.77,328.9,C
162,8.3638,7.3015,-2.2793,-1.924,-0.3273,-0.6224,48.0,327.18,B
163,7.3023,6.001,1.5822,1.0588,-0.0583,0.7718,52.05,392.23,B
164,13.9139,13.6629,4.0095,3.3193,-0.4177,2.172,59.31,403.66,B
165,-3.4569,-2.2281,-0.2806,0.7943,-0.5904,-0.9429,39.63,265.72,C
166,-14.3827,-14.1798,-5.6229,-4.2108,1.1689,-0.8421,26.21,183.68,C
167,-5.6363,-4.3645,3.7327,3.647,0.3605,-1.1336,43.11,330.24,D
168,-6.2636,-5.8025,-3.1382,-2.8057,-1.3467,-1.486,32.35,239.59,D
169,5.4999,4.4103,-2.5169,-3.688,-1.0014,-0.0016,42.04,304.23,C
170,-0.3257,-0.2162,0.9505,0.6377,-0.7887,0.7025,42.18,289.56,C
171,3.6285,4.8269,-1.4163,-0.3189,0.2068,0.5399,44.28,331.91,A
172,8.9233,7.4542,1.9773,1.0355,0.3147,0.0863,48.83,384.03,A
173,-0.1973,-0.4705,-2.0255,-1.9845,-0.6232,-0.4388,41.58,259.32,A
174,2.4595,2.6117,3.7006,3.5184,0.1779,0.528,47.03,357.62,D
175,4.5088,4.3528,0.8979,1.0242,-1.8692,-0.1943,47.01,332.56,A
176,2.4087,2.6749,-2.0487,-1.6775,0.6955,-1.3293,44.19,304.92,A
177,-2.068,-3.3406,3.1373,3.0739,-1.2524,-0.4983,44.1,304.61,D
178,10.9062,11.0645,4.1759,3.6968,0.3105,1.8269,54.21,419.43,C
179,-2.3509,-3.1991,-4.693,-3.6607,0.9694,-0.1426,35.52,261.56,B
180,-0.5615,-0.4614,-0.1022,-0.5847,-1.456,0.2315,40.71,318.71,A
181,-0.3604,-0.7604,-2.2013,-1.9775,-1.0633,-1.5396,38.42,283.45,A
182,-0.3546,-0.6076,-1.1369,-1.1649,0.5053,0.1996,40.74,320.94,B
183,8.9104,7.8059,1.7069,2.5639,2.1979,1.6516,56.32,403.67,A
184,-4.0005,-4.802,-5.412,-3.45,-2.8372,-2.9741,34.06,228.44,C
185,-4.1981,-2.631,0.0729,1.1356,-1.2614,-1.6349,38.71,280.85,B
186,1.6901,1.5667,2.3489,1.601,-2.4645,-2.8035,42.43,329.37,D
187,11.4129,12.6025,1.7009,0.5377,-0.3873,0.6957,54.15,364.84,D
188,1.6299,2.3976,-2.1272,-1.2459,0.4846,-0.5147,43.4,294.42,D
189,-5.0614,-4.9117,-1.6117,0.628,2.6858,2.6588,38.41,273.85,D
190,4.8411,4.5261,3.3808,2.3942,1.1027,2.5483,49.61,376.63,C
191,-3.5621,-4.5631,-0.6975,-1.6995,0.0515,-0.8236,39.08,274.71,C
192,1.4191,1.7024,-1.8119,-1.1236,-1.6899,-2.5288,38.52,244.06,D
193,6.2944,6.4849,2.2741,1.2466,1.8431,-0.4605,48.67,364.96,C
194,8.4075,7.1015,-0.7096,-0.7259,0.7462,-0.5622,47.39,362.6,C
195,-4.1919,-4.9534,-4.0747,-2.5281,-1.4083,-0.2113,30.6,235.92,D
196,3.2877,4.0017,-0.5638,-1.3139,-0.0465,-0.0618,45.08,328.01,C
197,0.6875,1.057,4.9416,5.7371,-0.1731,0.5076,47.96,350.9,A
198,-2.7655,-0.5571,-2.5189,-2.7429,0.1408,0.3385,39.63,265.79,A
199,9.3558,7.8287,0.6964,1.3436,-1.3683,-0.4062,50.13,351.34,C
200,-7.6673,-7.2683,0.4491,1.4127,1.4959,1.3275,36.18,257.4,D
201,1.121,1.5121,-0.4962,-1.0932,0.3368,0.7848,43.55,308.31,C
202,-1.4626,-1.1502,1.9812,2.5768,1.8996,2.0645,44.44,329.87,B
203,8.7781,7.8628,2.2505,0.8571,-0.6216,-0.7517,49.33,384.28,D
204,2.1882,3.365,-1.926,-1.9359,-0.135,0.316,45.62,306.13,C
205,0.9018,0.3635,2.1948,1.3702,1.9489,1.6383,47.56,361.85,B
206,0.8336,1.9547,1.3981,2.1315,0.0756,-1.4962,44.46,328.4,D
207,0.0712,-0.2109,-1.3198,-1.0811,1.4649,0.1588,42.67,314.9,D
208,1.1698,1.2627,1.3275,0.5224,0.806,-0.0286,44.24,310.2,A
209,-11.3809,-10.4275,-3.605,-4.4365,-2.5164,-3.1365,29.15,183.49,A
210,0.3246,0.8877,3.2955,1.7647,0.2243,0.6765,43.76,347.94,C
211,5.7063,5.8981,4.8822,4.0155,1.6442,1.6927,54.42,392.63,A
212,-8.5221,-9.5377,-0.6629,0.2713,-2.0984,-3.0223,31.76,240.65,B
213,-1.4806,-0.5622,-1.8856,-2.1695,-0.0593,-1.4854,39.56,263.24,D
214,6.2653,6.0413,0.3869,0.8711,0.4994,-0.6184,48.18,362.28,B
215,-6.0608,-5.8697,-1.9225,-0.3225,0.4724,-0.0939,33.09,259.56,D
216,-8.2073,-6.2514,-0.2658,1.0871,1.9982,0.2712,36.43,312.12,C
217,-1.0974,-0.0651,1.6676,1.8326,1.3882,1.6368,45.33,343.28,B
218,1.932,1.0831,3.8022,3.8944,0.4832,0.7013,48.24,367.21,A
219,-0.09,-0.3997,-1.4343,-1.8152,1.5699,2.5429,40.1,313.54,C
220,5.6712,5.3591,1.9273,1.7503,-1.8001,-0.9506,47.12,340.0,B
221,-0.9991,-0.7559,1.6117,0.7313,0.2187,0.5137,43.42,319.11,D
222,-0.5792,-1.2815,3.9497,4.0282,1.2564,1.7698,45.64,389.3,B
223,5.6096,6.4901,4.4285,3.3258,1.2064,0.3251,50.07,409.28,A
224,-3.2517,-2.4159,-0.6465,-1.9406,0.1699,-0.2198,37.08,257.59,A
225,3.6643,4.3455,1.8043,1.1021,0.3572,1.9,46.76,346.15,A
226,-8.8358,-8.7059,1.8378,0.9932,-2.6986,-3.2492,33.87,243.72,A
227,-0.5274,0.487,2.0565,0.8073,-0.2525,-1.0117,46.65,337.46,B
228,-2.7553,-2.0743,1.7904,1.9409,-0.5276,-0.1734,41.3,291.3,C
229,0.5851,1.0919,-2.9493,-1.9245,0.4015,2.1918,44.85,315.8,B
230,1.0564,1.8418,-2.7908,-1.2676,0.7609,0.7652,44.86,309.37,A
231,1.1458,1.9879,1.5507,1.4366,1.9589,0.465,42.42,324.35,D
232,-7.8147,-7.922,0.0286,0.7118,0.1893,0.3252,35.9,252.18,B
233,-4.8606,-4.3326,-2.3798,-2.1423,0.1163,0.2266,37.76,255.28,A
234,-2.267,-2.2298,-4.7354,-4.6177,-0.3535,-2.0712,36.85,242.7,C
235,0.7365,0.7168,1.575,1.9766,2.6466,3.879,46.2,360.08,C
236,-5.5387,-6.7281,2.0751,1.7867,-0.7752,-0.2018,38.02,290.6,D
237,5.5204,5.799,1.9074,0.4489,-0.5932,0.5758,51.22,334.28,B
238,3.0631,-0.3355,-0.1156,-0.5142,1.1057,1.1209,43.02,293.12,A
239,-4.7184,-5.1332,-5.1837,-3.9364,-0.2794,-0.4381,31.27,231.61,C
240,-5.6017,-5.3267,-2.2864,-3.0268,-1.188,-2.0031,30.72,252.88,D
241,-2.7622,-1.2038,2.4113,2.1488,1.3814,1.359,42.25,359.89,D
242,-1.3822,-2.6105,3.8596,3.4197,0.4653,1.6577,46.9,335.68,C
243,14.1169,12.1509,-2.3544,-2.3876,-0.1917,0.0264,51.86,355.43,A
244,4.1273,4.3567,0.7196,0.2889,-0.8463,0.2368,41.51,341.34,A
245,-2.995,-3.4657,-0.526,-0.3641,-0.7391,-1.7785,41.84,291.32,A
246,-8.6896,-8.1432,2.6007,2.5284,0.4888,-0.2953,36.54,304.93,D
247,6.1581,4.21,2.7449,3.8812,0.6496,1.3738,54.01,368.98,D
248,-0.9109,-0.9101,3.2965,1.6636,1.1893,1.0017,45.4,329.45,A
249,-3.4829,-2.5373,-1.2054,-2.101,0.0474,-0.6322,34.84,263.27,D
250,0.9223,1.082,-2.3438,-3.2076,0.9904,0.4291,42.38,294.98,A
251,1.7134,1.8704,4.5066,3.0209,3.5435,1.8977,49.31,356.23,B
252,-4.8978,-3.9453,-2.8339,-0.4915,-1.2005,-1.677,36.3,245.64,B
253,-2.4444,-2.7215,-1.7127,-1.9143,3.3827,3.6466,38.19,275.25,C
254,-5.1746,-5.0931,-9.6772,-9.1777,-2.5789,-2.8078,23.52,200.16,A
255,-0.1814,-0.2634,4.3797,5.3469,1.2333,1.6239,46.73,334.49,B
256,-1.7081,-2.2615,-4.5458,-3.7558,0.384,-0.0137,38.5,230.32,D
257,-8.2853,-7.764,-6.4919,-6.0925,-2.1369,-2.9598,29.91,183.68,A
258,-0.9021,-0.3376,-2.2121,-2.2742,1.1552,0.0576,37.77,282.36,A
259,-9.4264,-10.43,-8.0174,-7.1262,0.2163,-0.8419,22.17,169.19,B
260,-4.8337,-4.6537,-2.3448,-2.4004,-0.0193,-0.3337,34.92,265.24,A
261,-1.0316,-1.5449,2.2324,1.8537,1.4162,-0.6433,41.89,307.28,A
262,-1.2149,0.1645,-0.9559,-2.0278,-0.0483,1.2588,43.02,286.98,B
263,-0.7513,-0.4449,-2.0868,-1.4941,0.5343,1.5024,37.78,306.36,B
264,2.5374,2.0881,-2.6988,-2.1639,-1.0143,-1.0882,37.24,285.3,C
265,3.6044,2.5508,0.5384,1.0657,1.7655,2.5178,48.22,341.38,C
266,-0.2313,0.5801,4.0936,2.5874,-3.1592,-2.6615,43.75,345.9,D
267,-3.9589,-5.1326,-4.581,-3.2706,-2.2633,-1.6638,35.9,240.39,A
268,3.1596,2.4778,3.3378,2.2879,2.1274,1.1513,48.2,356.59,D
269,-0.4019,-0.9655,-1.0487,-0.5822,0.0457,1.1217,40.25,295.59,A
270,2.181,1.5598,4.8433,4.8492,3.0655,1.7867,47.27,356.76,D
271,-0.1247,-0.4843,-2.9528,-2.4358,0.9273,1.2133,40.16,281.4,C
272,4.9376,3.9287,0.8166,1.1788,-0.1389,0.514,47.88,345.94,B
273,-3.6769,-2.8209,-1.6407,-2.2583,-2.4851,-2.4579,33.49,261.53,D
274,0.874,2.398,-2.0124,-0.7338,-0.2875,-0.6979,37.32,293.92,D
275,4.2484,3.2199,-0.0802,-0.5844,0.8551,0.3689,47.69,333.66,D
276,-1.3262,-1.0879,4.2628,2.5566,2.5475,1.5399,48.08,349.99,D
277,3.3724,1.6144,-0.0829,-0.1846,-0.134,-1.2533,41.79,312.81,A
278,5.8695,6.3645,7.5773,7.7077,0.9584,1.5311,55.53,429.12,A
279,5.6554,5.9444,1.5328,-1.1234,-3.013,-2.255,47.26,346.64,D
280,2.6949,2.5628,2.2209,3.0363,-0.4878,0.7433,48.16,378.81,D
281,-0.863,-0.2553,0.324,-0.4822,-1.64,-1.2981,39.96,328.99,A
282,-2.24,-1.0159,-3.3346,-2.577,-0.1376,0.459,36.76,289.0,B
283,-0.1429,-0.6113,-0.5767,-1.0396,-0.9286,-0.7553,42.58,306.86,A
284,4.6199,4.2565,1.8158,1.4375,-0.2788,-0.2235,46.45,374.34,D
285,1.4038,0.8599,-0.2324,-0.5822,-2.4498,-2.1829,41.58,293.12,A
286,7.8265,6.3459,7.0384,5.9005,1.8683,2.5751,59.55,454.44,D
287,2.3131,2.923,2.0348,2.6506,-0.4547,-0.8871,46.84,333.06,C
288,-5.6405,-4.887,2.0113,1.6721,-2.3104,-1.483,35.12,267.71,C
289,-4.2596,-3.8479,-1.0311,-0.5259,-1.5653,-0.7172,34.89,265.1,B
290,2.0613,2.0696,0.4474,0.8787,0.3876,0.6068,44.34,320.9,C
291,-0.7772,-0.8927,1.4647,2.5024,-0.4811,-1.1674,40.97,312.74,B
292,6.6842,5.8984,1.4547,0.936,-2.2447,-0.7607,47.49,335.7,D
293,0.7486,1.2382,-3.8766,-2.0798,-0.7568,-0.2622,43.14,276.62,C
294,5.3072,5.3837,-1.4128,0.1138,-1.8676,0.0807,43.29,299.68,D
295,2.0753,1.1749,2.1228,2.466,1.8941,1.239,44.88,358.03,C
296,-1.345,-1.9435,-2.6626,-2.6221,-1.7921,-1.164,36.1,280.25,B
297,-2.2571,-2.5907,1.4362,1.9615,-0.1464,-0.6629,40.18,310.33,A
298,-6.4145,-7.8683,-7.3522,-6.7751,-1.7911,-1.8748,26.91,211.95,C
299,-3.5906,-3.7462,-2.7531,-3.3869,-2.3284,-1.6702,34.78,257.85,D
300,5.4313,5.522,0.4695,-0.186,-1.1741,-0.0693,47.34,330.2,C
301,-2.6817,-3.4472,2.5892,3.0804,2.2262,1.4608,43.73,329.92,D
302,-0.7687,0.9235,0.7081,0.5353,-1.5744,-0.3489,41.67,325.99,A
303,-6.0158,-4.7577,-1.9605,0.6057,-1.6757,-1.0826,35.19,262.33,D
304,-5.3481,-5.151,0.5935,0.015,0.8995,1.1352,36.39,290.22,A
305,-4.4495,-4.2464,-0.6488,-0.2326,0.0945,-0.6921,39.48,249.11,A
306,-1.5501,1.3423,2.1048,1.8417,-1.329,-0.3268,45.54,306.58,C
307,-0.9131,-0.9953,0.7984,-0.6296,-2.9123,-2.6937,40.89,291.02,B
308,-1.2036,-2.1097,0.9691,0.8554,-1.7041,-1.4179,41.2,305.39,D
309,-2.7761,-2.8067,1.9661,1.6988,0.5543,-0.2117,40.35,323.57,C
310,-0.9717,-1.1901,-3.0942,-3.626,-0.9677,0.298,35.61,269.12,C
311,7.9457,8.9057,2.9949,2.2006,0.2608,1.2084,53.73,383.67,A
312,-6.7263,-7.1045,-3.176,-3.6848,-2.7714,-2.3631,28.91,235.76,D
