row_id,true_class,logit_0,logit_1,logit_2,logit_3,logit_4
41,3,5.479783,6.25168,4.590961,8.357063,5.178766
42,3,5.628058,4.869648,5.446092,6.539821,3.297392
43,0,15.606124,9.278387,12.524504,11.804473,12.26146
44,3,5.958362,4.782429,6.686075,7.755024,4.423583
45,0,10.453418,6.967061,5.648315,7.737589,6.727889
46,2,6.333628,5.555718,9.149011,7.590425,8.502032
47,2,5.933847,5.922741,8.573363,4.985591,8.679861
48,1,5.341175,11.537766,8.111506,7.992133,6.955333
49,0,10.67955,5.583165,6.33709,6.3602,4.790669
50,3,4.549718,2.794873,3.789278,7.000236,5.367548
51,0,11.748142,4.643185,2.750746,4.513454,3.330456
52,1,2.575684,3.876886,2.012224,2.669569,1.582081
53,2,7.492046,7.633018,6.401884,8.468118,8.561927
54,1,3.875784,5.294656,4.34723,2.690788,2.547369
55,0,6.09344,4.27351,0.252724,4.519477,3.956159
56,0,1.190211,1.101937,0.307661,0.164625,-0.00508
57,1,9.888419,14.172498,11.186258,8.301817,10.451397
58,1,8.540832,13.096436,7.624906,7.63281,6.580823
59,1,4.962725,6.811659,6.626979,6.248414,6.843586
60,0,8.958792,6.807933,3.356486,6.432544,4.578437
61,0,6.728633,5.096952,3.607982,3.683007,4.403143
62,2,7.840702,8.414561,13.955343,6.951264,8.645759
63,2,1.751481,2.027792,4.305891,2.752583,3.050284
64,2,7.552984,7.69206,11.312424,6.647776,7.038439
65,1,5.852365,6.903888,6.810551,7.174292,5.566443
66,0,6.360562,5.620694,3.660601,6.916558,5.828059
67,4,5.88584,4.387562,4.563627,5.025056,9.490303
68,2,7.616018,10.499826,11.70699,10.097067,10.890852
69,1,9.980193,11.333809,11.208059,9.614966,9.46848
70,1,2.151938,6.092388,4.742781,4.344228,2.598113
71,0,3.931746,2.241791,-0.007568,3.074946,3.078117
72,0,3.981015,-0.114284,1.957699,0.948315,2.258425
73,0,12.357265,4.901519,7.974825,8.290537,7.172779
74,0,6.636313,6.048534,4.283069,4.936588,4.9116
75,3,6.525727,4.871499,3.852658,7.52353,7.625272
76,4,0.941993,0.740794,1.11814,-0.325808,4.612963
77,0,11.884192,8.122648,6.353129,7.541177,8.559732
78,4,2.477486,4.917089,3.509168,3.874706,8.097111
79,0,10.337827,6.954572,6.415952,4.066186,4.493131
80,2,11.726464,8.192004,9.123272,8.027194,9.580985
81,0,5.523319,3.395588,5.257827,4.555798,3.088806
82,4,3.885758,3.629886,3.401475,4.084502,7.456844
83,2,7.615122,8.077568,8.990165,9.004662,8.131376
84,2,3.119062,3.292797,6.369262,3.914297,2.81527
85,3,11.615896,11.60011,11.265244,13.125911,10.070976
86,0,6.132209,5.401713,3.407877,5.148665,3.765788
87,0,4.053684,5.902669,2.706912,3.634948,13.340741
88,2,6.539704,6.349869,11.434323,5.754708,4.997933
89,2,6.484651,5.037809,6.944164,7.272446,4.886493
90,4,8.970178,7.586156,10.152353,9.104091,9.879745
91,0,7.688188,1.409258,1.477825,1.707774,2.303587
92,0,7.248247,5.163785,5.898745,5.571023,6.700181
93,0,9.614409,6.113842,8.08815,7.770702,5.232309
94,1,7.540045,10.583444,6.943806,7.229687,6.718533
95,0,5.528934,2.440157,4.053843,1.030808,5.051967
96,2,2.638213,3.469871,5.91961,4.903098,3.542652
97,1,4.519925,8.458371,4.338959,2.693366,4.336518
98,0,13.47216,10.875783,10.944139,10.659459,11.247561
99,1,6.006312,8.826235,5.53437,6.100485,4.902023
100,1,4.882303,6.987699,5.038616,5.257538,7.24405
101,0,7.737096,7.920292,6.707616,7.236716,5.929221
102,0,8.519738,6.121265,5.014145,4.844193,7.098321
103,1,3.771035,14.957002,3.726568,4.994089,4.076522
104,1,5.349639,6.720859,5.668822,5.310017,5.360032
105,0,11.155888,10.083232,8.175713,7.148755,7.799051
106,0,9.211789,5.495822,4.910867,4.832923,5.109328
107,0,7.780014,3.423125,2.609842,4.919121,1.757159
108,3,6.210696,11.999068,6.255386,6.637644,5.99128
109,0,10.090938,9.07549,8.268919,8.396021,6.866361
110,1,8.585359,8.572503,8.782543,8.645835,8.69281
111,4,10.012286,8.432123,8.928548,7.917058,9.78501
112,0,8.356455,6.129841,4.71171,4.635718,7.271937
113,0,11.418301,4.835316,6.966272,7.194819,7.904013
114,3,7.938861,4.535304,5.779266,10.568474,6.813243
115,0,9.467922,6.964866,5.362384,6.327601,8.175348
116,4,9.025414,8.866884,8.449424,9.729516,12.595164
117,2,8.192016,5.541846,7.233366,4.763807,5.376799
118,2,6.242762,7.18518,6.048029,8.100714,7.072806
119,1,4.51567,11.34119,5.052941,5.784658,6.751956
120,0,10.642855,11.593754,11.128032,7.978233,8.929852
121,0,8.945486,8.240405,7.023908,9.987749,8.007259
122,0,15.595281,8.689012,8.275115,7.986939,8.385902
123,0,7.054349,3.627384,2.472912,2.729816,5.064878
124,0,12.820141,8.887988,8.735704,8.173621,8.241167
125,0,13.371368,8.804417,9.433836,10.194211,10.481481
126,1,5.835747,4.876665,5.48034,3.725594,6.788264
127,2,3.996541,4.296321,3.588793,5.761395,4.328589
128,0,9.629653,7.1966,6.859722,5.595905,7.252241
129,0,4.6023,2.862445,4.384655,2.606736,2.345393
130,0,14.467697,6.37281,6.738527,6.2835,4.115739
131,0,2.748411,3.625513,7.679681,3.617456,2.512689
132,1,6.604178,5.856281,12.548116,6.727328,7.401152
133,1,6.168285,8.393765,5.915576,3.563907,5.529294
134,2,-1.668096,-1.280356,5.040692,-1.506041,-0.392176
135,1,5.541508,11.876883,5.444638,4.518941,6.256956
136,0,9.996892,6.411102,5.945338,6.403824,6.779433
137,4,10.338359,9.50325,10.255585,10.36293,11.354152
138,2,4.957085,4.344508,9.624308,7.880598,6.292923
139,1,4.19099,2.697018,3.938343,4.526243,3.361046
140,0,12.405699,10.311559,8.816998,8.733815,10.077125
141,3,4.418416,4.305989,5.390166,11.625165,4.962935
142,1,8.35502,7.904696,8.80759,7.60995,7.858266
143,2,9.517134,8.491399,11.614009,9.272332,9.633078
144,1,3.876701,5.124202,3.257734,1.691555,4.852657
145,3,10.750512,10.059086,10.246293,13.317656,8.90559
146,3,2.995705,3.552867,2.746333,12.348015,5.782512
147,0,10.353269,5.704109,6.820089,5.116124,5.066437
148,4,4.136248,3.539072,2.625652,4.158589,7.054749
149,0,7.886545,1.962395,4.155531,3.340931,3.716169
150,2,4.910518,4.267138,6.478592,5.57001,4.529037
151,3,7.075787,8.121624,7.594022,10.239453,6.961318
152,1,8.839048,11.232195,9.930692,8.513234,9.809762
153,0,6.98369,6.620671,3.273435,4.234908,4.82684
154,0,8.522406,5.722172,5.610959,4.773186,5.584116
155,2,4.647228,4.424326,6.212927,4.622308,3.890366
156,2,5.314112,4.718235,8.87077,5.957975,5.137303
157,0,9.587993,9.237934,5.860986,9.120362,8.404427
158,3,7.324114,7.940336,8.179139,14.672007,9.496076
159,1,7.749186,7.990422,5.666822,6.225274,10.798817
160,1,9.236828,12.367564,9.308364,7.493612,7.468235
161,3,3.520963,5.421045,4.89259,4.51831,3.834195
162,0,5.773337,0.296776,2.140283,1.794797,0.443798
163,1,4.883108,6.466108,2.828412,2.934491,5.131174
164,3,2.762579,4.708018,5.731733,10.706614,2.777936
165,4,6.318732,3.197184,4.842279,2.3621,10.222528
166,0,2.314358,-0.054086,-0.352122,1.514389,5.391892
167,2,7.369601,6.43804,8.645991,6.101712,7.626526
168,3,6.588317,5.3037,4.793651,13.805283,5.877911
169,1,5.894786,7.4002,4.075386,5.495477,5.199411
170,0,5.972369,-0.019077,1.727384,4.696492,0.525762
171,2,4.59121,9.205158,9.051818,7.931767,7.523646
172,0,6.737479,6.804067,5.476377,5.264462,5.330128
173,0,5.724819,5.484238,5.616092,6.128003,6.291215
174,0,6.493218,4.982464,5.41771,4.65102,5.843478
175,0,3.661066,0.412549,1.947064,3.419537,2.553458
176,0,11.674509,6.528146,6.518825,6.947096,6.088751
177,0,4.681646,1.15533,2.869217,3.838428,2.557588
178,2,5.496512,4.876759,8.435279,4.246587,4.024911
179,2,7.690539,8.125933,10.855322,7.347462,5.459943
180,0,8.567353,0.398244,1.961101,2.778236,3.851498
181,2,7.532883,7.924545,9.903819,6.224535,5.188362
182,2,7.730686,8.767874,7.140032,8.389051,7.459146
183,4,3.257246,2.452464,3.836671,2.69656,7.386046
184,3,1.655721,3.700869,1.052647,6.386968,4.700714
185,3,4.324046,5.616388,5.167784,6.172633,4.777499
186,0,8.772775,6.529445,6.483131,6.027278,6.945839
187,4,8.040082,7.097057,6.279249,8.032672,9.272387
188,2,8.47719,8.514462,10.197398,10.050913,8.949843
189,0,6.642286,5.843378,7.088767,6.612918,7.427592
190,1,4.439906,7.870147,3.702383,4.875935,3.689781
191,0,3.641,2.853454,0.380141,2.540679,2.209681
192,4,8.689651,8.809003,8.690382,9.0456,13.426768
193,0,15.237911,6.181822,6.435114,7.655475,6.467193
194,0,10.363862,7.374297,5.786835,5.328209,4.221906
195,2,3.482084,4.329611,6.575693,4.675626,4.159506
196,3,5.787083,3.750299,4.660989,8.209018,5.424949
197,1,5.585757,11.835331,8.301755,7.070095,6.990709
198,0,8.456932,5.023438,4.349903,4.264951,5.818167
199,1,4.709474,4.856786,6.459302,4.168152,5.188198
200,0,11.896071,8.952237,8.255948,8.252378,8.206904
201,1,2.508294,7.300943,3.300345,2.783502,1.814277
202,2,2.505972,2.429323,7.944025,4.110187,5.177246
203,0,11.418994,7.010754,8.271679,9.438853,9.192627
204,1,3.921562,5.548569,6.014376,5.138112,5.77555
205,0,9.664027,4.885989,6.158277,6.260372,3.997908
206,1,7.318542,9.890491,5.521386,4.868822,4.576422
207,2,5.608432,3.963079,11.752722,6.376285,6.013849
208,1,3.462221,11.142861,5.244737,3.833473,3.446717
209,0,15.525447,9.073065,9.46269,8.813906,8.564791
210,1,4.229979,4.9598,4.230276,4.374674,3.93883
211,0,10.781906,6.671932,6.9114,7.51212,6.617696
212,2,-1.368041,-3.35717,2.100574,-3.947468,-2.131986
213,1,5.388535,8.905466,8.852511,7.308562,5.702814
214,1,3.4642,8.04606,5.108427,2.659116,4.336217
215,0,13.173927,9.655455,8.927191,9.589803,6.854415
216,0,10.17198,7.723862,7.815601,7.437776,5.687119
217,1,8.971096,13.176204,6.808738,7.789745,8.156963
218,0,7.757338,4.111837,5.238181,6.03945,5.393096
219,0,8.427625,8.033899,5.667285,5.619805,7.362025
220,0,6.242648,5.766616,4.670039,5.208302,6.213945
221,0,12.725205,9.038486,11.502852,9.993584,10.063032
222,2,4.274516,1.112245,4.16834,2.724194,2.658684
223,3,3.845895,3.216346,2.632063,6.073313,5.066737
224,3,1.305175,2.846739,2.096806,6.600889,1.645693
225,0,7.856865,5.798539,5.83609,7.440913,4.914613
226,3,8.874881,8.816399,7.648976,9.575737,7.86642
227,1,10.058812,12.436093,10.11785,10.797747,11.635662
228,0,13.333936,4.882076,7.652226,4.790962,3.943376
229,0,12.410912,8.944668,10.352596,11.087521,8.69091
230,2,9.409245,10.590577,13.686485,8.62212,8.505409
231,0,8.258407,7.264352,5.890773,5.688337,6.876001
232,2,6.312946,5.60088,11.563272,8.088077,6.5174
233,0,15.5315,7.348525,6.80921,6.979475,7.078201
234,0,9.947092,4.741789,6.687832,6.183372,6.959202
235,4,4.095175,4.852566,4.482471,5.676384,7.636568
236,3,1.804232,1.466675,0.684201,8.936571,3.73851
237,0,11.547843,11.55341,12.097386,11.840516,12.97009
238,1,0.528551,0.328247,-0.147338,1.474619,1.088631
239,3,5.247838,5.49307,10.632795,5.127377,3.800115
240,0,7.04695,5.240536,3.654744,5.020626,5.426746
241,1,2.375773,6.063225,1.92615,2.19638,3.59714
242,0,8.294519,4.392533,6.601859,3.901625,5.636039
243,4,7.186774,6.385648,6.514226,7.334265,12.242738
244,4,12.689395,10.283605,11.034272,12.016215,11.876015
245,0,19.23372,9.314061,9.84851,9.731107,7.950929
246,3,7.426408,5.66082,6.167911,14.448054,5.269732
247,2,0.717644,-0.385788,6.934892,-0.360047,0.363265
248,1,6.512733,7.857873,6.539894,6.071468,8.727206
249,4,7.955148,7.102804,10.532707,9.407611,15.750955
250,0,12.935419,8.33944,6.589377,9.794918,8.706545
251,2,4.597679,5.373113,8.818883,6.177641,3.40798
252,0,10.641469,5.321141,4.672495,6.146701,4.829462
253,2,6.572185,5.884628,9.946446,7.383856,7.694521
254,0,4.606263,3.416565,1.508054,2.066745,3.687707
255,0,8.583266,7.506282,8.124134,8.113061,7.477826
256,1,8.313883,11.440789,10.258488,7.924178,6.954786
257,0,5.173813,3.670942,2.084926,3.08315,3.158598
258,1,12.09969,13.380716,11.189912,10.823968,9.483069
259,1,3.456431,7.099746,4.33734,4.455096,5.604451
260,1,6.952924,11.67439,7.301416,7.891071,9.833721
261,1,6.266141,8.699082,5.850376,6.68504,7.887981
262,0,9.888697,4.403559,6.736092,4.856048,5.505231
263,1,8.727639,9.844895,10.232873,8.408343,7.943478
264,2,6.194136,5.557372,12.19329,5.380288,7.897203
265,2,5.311899,3.111452,8.023948,3.155652,4.822444
266,2,6.018792,5.503384,10.774184,4.975465,4.111229
267,1,0.519231,3.312045,1.440842,0.360476,1.401108
268,3,4.228515,7.990912,6.583797,7.394497,7.638238
269,3,6.167463,7.67508,8.821257,13.414117,7.269924
270,2,7.450799,6.971052,15.873889,7.352939,8.90314
271,0,6.801339,3.137174,3.448191,3.800923,2.911405
272,0,10.6564,6.606857,4.743967,5.019431,5.953721
273,1,5.67614,7.132576,6.777905,7.740684,4.712587
274,1,3.92165,7.227897,6.167408,3.987212,5.647058
275,1,5.08498,7.027516,5.100966,6.24933,6.460404
276,1,9.281794,10.838267,8.721955,11.096006,8.420192
277,0,5.418927,2.24042,0.889916,0.702976,3.404693
278,0,4.742222,3.801542,4.235878,3.238095,4.399566
279,1,5.601762,10.20541,8.455714,6.572588,7.350407
280,2,6.246396,4.759505,8.412844,5.423538,5.864819
281,1,6.60436,9.73079,5.897394,3.244299,6.980683
282,0,11.841192,8.158002,10.150896,8.793679,8.345283
283,2,2.825239,2.185807,6.502964,4.837555,4.231455
284,3,5.78388,7.529625,7.53841,8.890482,5.374196
285,1,3.474715,8.407362,4.496483,4.259981,7.062514
286,1,8.546601,7.085553,6.187977,4.46197,6.529316
287,1,2.40499,6.197758,2.423996,3.511735,2.496893
288,0,9.480334,3.872533,7.814332,6.160632,6.221028
289,0,9.296539,5.959779,5.466671,7.417918,6.829709
290,4,3.568357,4.897724,4.499026,5.216142,5.370177
291,3,4.471631,4.842409,2.550066,6.377641,2.779959
292,1,11.234265,10.222582,10.008853,8.911989,10.557234
293,2,5.032556,5.443186,7.961369,5.622542,6.065131
294,0,11.609493,7.246025,7.274412,9.148718,7.818801
295,0,9.609425,6.381766,7.072377,7.474084,8.657929
296,0,11.011564,6.452664,6.726419,7.911684,7.841844
297,2,5.484768,6.525148,10.682073,6.692004,7.317281
298,0,5.303473,4.878756,3.421717,2.745568,3.837411
299,0,7.552441,6.27568,4.987411,4.418424,6.093025
300,1,0.722693,7.94716,0.658988,1.691986,1.262652
301,1,1.669576,7.189446,2.343394,2.980108,2.841864
302,0,5.635342,2.534009,3.561736,2.84675,3.698492
303,1,9.597647,14.104573,10.506607,12.648615,9.867041
304,1,8.390125,11.115887,10.93748,8.654305,8.688322
305,2,6.137478,4.124782,8.244461,4.217448,3.216198
306,0,7.83286,6.528982,4.943646,4.540958,4.499944
307,1,3.529511,9.870764,5.739058,3.816903,4.448957
308,0,5.845817,3.544793,1.297625,2.69206,1.519089
309,1,7.554076,7.813732,5.504961,6.848741,7.825468
310,1,4.180064,7.073186,2.800984,5.447576,6.198837
311,2,5.666599,3.578442,9.653016,4.763621,4.095702
312,0,3.557954,-0.807273,0.275939,1.716534,-0.208555
313,0,5.327116,5.731746,6.128961,5.898442,6.551541
314,2,8.461875,9.487792,10.623423,9.689261,9.104804
315,0,5.00558,3.333321,3.633242,4.161542,4.182672
316,0,9.754036,6.462204,6.414186,7.710861,7.601999
317,2,4.944566,2.76531,5.121125,5.488846,4.858929
318,0,8.312787,7.515129,6.188799,5.52541,7.454836
319,1,6.594794,8.195847,7.381456,5.169135,5.620101
320,0,13.162171,9.624131,7.408469,7.990917,7.773852
321,4,10.429763,10.53869,9.67705,9.437007,15.976297
322,1,9.454489,10.491207,5.7168,7.198542,8.352055
323,2,8.725967,6.363783,8.307279,8.243305,8.327316
324,1,5.130833,6.728605,4.880786,8.484481,8.452758
325,2,9.171943,7.787797,10.099774,7.120259,9.124996
326,2,7.614085,5.137554,8.120591,7.189913,6.623919
327,1,5.345465,10.223848,6.344786,7.166367,6.150277
328,1,8.129901,9.731006,9.953207,10.025115,8.725224
329,2,4.842376,2.88252,6.402938,2.900315,5.673255
330,0,5.872505,4.494819,6.528506,4.887778,5.848815
331,1,2.138007,6.472421,1.499627,1.495633,3.131469
332,3,4.298296,2.474109,3.218921,5.722264,4.418905
333,3,7.569682,6.688077,6.603385,8.393381,6.5127
334,0,13.276915,10.302625,8.916501,9.176592,10.395245
335,0,11.637169,8.099453,12.156915,8.83689,8.42735
336,0,11.163902,10.490127,8.625101,9.439919,8.795106
337,0,5.157853,5.336486,11.355996,6.592828,5.017438
338,3,13.797599,13.36005,11.270087,15.390956,10.511923
339,3,6.023497,5.910083,5.571603,7.268875,5.218269
340,1,3.714364,7.226613,5.593532,5.448702,4.160065
341,2,5.255016,7.824341,7.751759,5.73634,4.433904
342,3,2.90944,2.420049,2.009153,9.965081,2.16186
343,1,7.156215,8.847392,5.819478,6.228401,8.064913
344,2,11.265313,10.099659,13.401406,11.841088,9.704466
345,0,11.005313,7.522906,7.607129,7.507586,5.875048
346,3,0.515234,-0.652414,-1.112828,5.437935,1.041635
347,0,13.947938,10.381355,11.149574,11.129658,10.115403
348,2,7.846718,6.516682,12.966397,7.834544,7.350566
349,0,10.637083,5.548574,5.51977,4.387401,4.895797
350,1,5.600975,11.356461,3.956011,5.236246,6.953144
351,0,11.289231,8.134293,7.243973,5.636497,7.64923
352,2,6.899027,8.96972,9.232332,7.688506,8.724277
353,1,6.173428,9.645693,5.363818,6.830618,5.715494
354,1,5.183738,6.839993,3.180342,4.147372,5.417362
355,1,1.499975,4.643131,0.981908,1.375956,1.304785
356,2,4.34816,7.243277,8.135535,7.596864,13.586565
357,0,16.279748,6.173422,6.237475,5.323884,5.02857
358,1,3.053769,3.85417,3.018136,6.169141,4.159895
359,1,5.26092,8.961235,5.329025,5.137021,5.142701
360,0,11.225521,6.176194,7.048706,6.439314,5.775734
361,1,7.059941,8.367123,8.459563,5.703242,5.103015
362,3,10.369067,10.923178,11.843372,13.557293,9.864312
363,0,4.412607,1.919513,0.825103,0.456408,-1.104446
364,0,10.119039,5.429882,6.020063,5.15951,4.761868
365,0,11.490328,6.81113,5.728412,6.72337,6.671971
366,2,5.953113,5.795759,9.136225,6.066029,6.718075
367,2,3.73538,4.609415,7.535954,4.697176,4.362039
368,2,7.172205,5.910704,6.790565,5.556973,5.467071
369,0,6.253758,6.293569,6.130278,7.164406,5.70625
370,4,4.543694,3.337474,3.752964,2.476868,6.61081
371,0,9.982422,1.912106,5.432441,4.940842,5.82752
372,0,13.090413,10.034639,10.069967,9.995644,11.268853
373,0,10.871952,5.622113,6.619806,5.329386,5.888566
374,1,11.052361,12.867168,9.842264,8.938077,10.859413
375,1,6.372123,5.401954,4.959502,5.140004,6.120936
376,0,7.507176,4.701761,5.287295,4.087216,6.352605
377,0,13.834116,8.727793,8.02283,8.01767,9.117868
378,0,10.50609,5.727237,8.797958,9.103044,7.660794
379,0,8.123954,4.928704,4.474509,4.935755,6.043236
380,0,21.153741,10.852156,11.211579,9.581037,10.335468
381,1,4.936792,7.159681,3.213005,4.935694,3.291022
382,1,2.384442,5.028213,2.361736,1.934099,1.545436
383,2,2.82,2.7139,2.193605,1.371848,1.089645
384,3,4.722454,6.472184,4.242672,7.910263,5.74627
385,0,11.196764,11.01842,8.349052,7.816297,9.519676
386,0,6.940976,5.911035,4.402969,3.806021,4.158051
387,1,3.267107,9.129391,6.02323,6.014842,5.156834
388,1,6.552034,8.284554,5.503416,7.381798,6.188148
389,0,8.358114,3.162525,5.600387,3.622491,6.240357
390,0,9.731081,10.372907,10.284317,7.132989,10.746405
391,3,7.693449,7.88435,5.082156,8.653215,5.606704
392,0,8.748092,13.322298,9.66628,8.89391,9.523384
393,0,15.482937,11.014726,10.142046,10.977182,11.331214
394,0,5.66854,9.128887,8.369587,4.963406,5.265568
395,1,9.037046,12.385749,11.969913,8.44325,8.313714
396,0,5.504363,6.314398,10.199946,5.104857,5.823297
397,3,4.762724,4.86881,3.888448,7.367213,5.337742
398,0,4.651508,3.632211,1.469237,3.76093,3.388824
399,3,3.674588,4.189435,5.001832,6.538213,4.713346
400,0,3.716029,0.182019,3.081172,1.415462,0.776308
401,0,6.508132,5.191383,4.845913,5.433293,8.020878
402,0,6.717911,4.683946,6.299244,3.061677,6.092793
403,1,6.007602,10.253003,8.276866,8.278088,7.217114
404,1,4.109454,9.034755,5.536879,4.442563,3.127475
405,0,7.528778,5.024146,5.941901,6.308945,3.907277
406,1,6.8738,9.195057,7.035854,5.837903,6.732401
407,2,10.383644,9.710514,16.945589,9.572663,9.819421
408,0,8.122471,5.057361,4.67926,3.065583,5.578103
409,0,5.75534,4.932346,5.976419,4.850099,5.145919
410,0,7.046249,4.084099,3.967021,2.005028,5.408913
411,2,4.882554,5.32145,14.902679,5.002281,4.323545
412,0,5.370337,5.539589,3.962343,5.273891,2.286251
413,0,7.013564,5.175297,4.519705,6.131203,5.090291
414,0,12.189799,9.576963,6.110215,8.379912,7.637543
415,0,3.153565,2.091304,4.980347,2.257386,5.693953
416,0,9.364652,6.671031,6.665582,5.119045,4.923468
417,0,8.329017,6.36287,5.681935,7.237434,5.830336
418,0,11.509287,13.416139,12.543597,12.641065,10.870995
419,1,6.755766,12.119882,6.016591,7.505425,5.97884
420,0,4.658971,2.991994,3.669731,5.078852,4.157943
421,2,7.098129,8.599946,10.439921,7.590962,7.755188
422,1,2.642817,8.565654,4.800347,3.146863,2.969834
423,0,9.225147,4.44793,5.204982,4.927321,4.617283
424,4,5.091114,5.556982,3.53469,4.367857,7.942834
425,0,4.553566,5.272233,6.83797,4.478401,4.603722
426,3,11.361927,11.519092,9.770328,14.650306,9.591264
427,1,4.85623,6.693224,3.922045,4.876027,4.745272
428,1,8.64188,10.921674,8.628702,8.775873,9.904392
429,0,8.21195,7.613694,10.544731,9.334636,12.884129
430,2,6.103106,6.077403,9.545184,6.821708,4.730939
431,0,12.7735,9.268956,8.735373,9.251181,10.639605
432,3,2.18324,2.150278,2.07831,10.865933,1.603125
433,3,8.642337,7.976498,7.990504,12.357844,9.055336
434,2,5.754373,8.226125,19.279115,8.432774,5.840571
435,1,6.006399,9.191894,6.649582,7.63801,5.123634
436,3,2.249989,3.557486,4.988542,3.101711,4.093124
437,0,4.088737,1.806023,0.289796,0.64797,0.859585
438,1,5.650159,11.293078,6.779518,8.808076,7.088659
439,0,7.429343,5.4237,6.943065,7.810817,8.556978
440,0,7.08321,5.893132,5.613712,5.161306,5.435221
441,2,7.244812,5.921658,8.818974,7.830587,6.694826
442,2,4.586712,3.499127,9.226653,5.726714,4.723241
443,0,7.327692,2.66452,3.358397,5.365835,4.760111
444,1,4.304267,5.799591,4.332692,4.13501,5.111463
445,0,9.764183,6.620112,5.899196,5.129294,7.032286
446,0,15.476137,8.797905,7.601237,10.458683,9.501054
447,1,2.13759,1.869887,3.135535,1.679719,-0.203568
448,0,5.389762,3.600781,3.734627,3.54672,3.514254
449,0,7.073051,2.956878,2.353048,3.600375,3.206074
450,1,9.2519,12.90994,10.058708,8.519707,8.280758
451,0,10.553941,5.620515,7.022135,5.657616,6.124276
452,0,8.223184,8.155688,8.398279,8.906189,9.067612
453,0,8.700166,5.980178,7.262113,4.880803,6.012938
454,4,7.270105,5.531683,5.491823,8.075028,12.735983
455,2,5.738793,6.95308,2.688032,2.934522,6.289728
456,0,12.100263,10.892231,9.239225,8.625296,11.31223
457,1,6.325349,8.324202,6.057455,11.852063,7.542905
458,3,9.291109,7.448192,7.986152,9.704505,7.243261
459,0,8.160172,3.851937,5.141949,5.348412,5.589566
460,0,0.340506,-1.524912,-0.226015,-0.546388,-1.087496
461,0,12.459801,3.984059,2.971137,4.936426,2.765754
462,0,11.440004,2.029677,0.748712,4.264056,3.202831
463,2,9.027213,8.730851,12.393477,8.34351,7.091861
464,0,8.407243,3.132346,6.256314,4.856776,6.405474
465,1,8.298074,12.655056,7.743704,7.679286,8.387668
466,0,14.074665,8.374925,8.007103,9.003592,7.513677
467,0,5.189748,5.468874,5.265724,4.784721,5.608801
468,0,9.416211,8.230994,8.177974,7.868353,7.002462
469,2,10.661739,9.43334,14.94877,10.019107,9.509585
470,2,7.958538,9.800689,12.31504,7.155951,8.085885
471,0,8.429349,4.517918,5.136347,5.959485,4.979237
472,2,6.487781,7.242967,8.55743,7.674516,6.076211
473,1,6.039977,10.527551,5.603911,7.048887,6.144076
474,0,9.673879,2.355652,5.201606,4.110075,5.289324
475,2,2.558427,3.278391,5.523389,4.517157,5.228779
476,1,6.161514,10.32529,8.154224,6.460416,7.647192
477,0,7.185057,4.752904,6.932911,5.563258,6.618273
478,3,6.733953,7.012654,5.73164,13.144468,8.530717
