session_id,session_seconds,pages_viewed,spend,screen_brightness,device,returning
54,68.3,2,0.0,67.7,mobile,False
55,94.3,1,0.0,78.8,desktop,False
56,55.2,2,10.93,18.6,desktop,False
57,269.9,6,0.0,84.5,mobile,True
58,10.9,1,0.0,19.7,desktop,False
59,38.3,337,0.0,31.6,mobile,True
60,140.3,5,9.15,12.6,desktop,False
61,72.4,3,0.0,32.7,mobile,False
62,121.6,4,0.0,64.0,mobile,True
63,98.4,1,0.0,91.0,desktop,False
64,133.8,5,0.0,54.7,desktop,False
65,267.9,6,21.55,72.3,mobile,True
66,35.9,1,0.0,38.1,tablet,False
67,46.1,1,0.0,96.7,desktop,False
68,39.5,1,0.0,58.2,desktop,False
69,11.9,2,0.0,92.8,desktop,False
70,33.6,1,0.0,47.5,mobile,False
71,91.7,2,7.95,57.8,mobile,True
72,71.3,2,0.0,50.4,mobile,False
73,19.5,3,0.0,39.4,tablet,False
74,159.7,4,16.19,88.5,mobile,True
75,227.0,4,0.0,97.1,desktop,False
76,92.5,4,15.52,34.2,mobile,False
77,19.2,1,0.0,2.2,mobile,False
78,282.1,7,16.28,83.4,mobile,False
79,23.8,2,13.38,92.3,tablet,False
80,121.7,3,0.0,31.0,desktop,True
81,57.2,2,0.0,1.5,mobile,False
82,60.0,1,0.0,53.4,mobile,False
83,28.2,1,12.95,89.8,desktop,False
84,54.1,2,0.0,47.8,mobile,False
85,45.2,1,0.0,29.0,mobile,False
86,98.3,2,0.0,81.1,mobile,False
87,165.6,1,25.06,64.3,mobile,False
88,102.4,3,0.0,60.8,mobile,True
89,504.4,9,0.0,63.3,mobile,False
90,40.2,2,16.18,42.4,desktop,True
91,85.3,3,29.04,66.9,desktop,False
92,100.7,3,24.93,19.6,mobile,True
93,87.7,5,0.0,41.6,desktop,True
94,145.1,4,17.39,51.8,desktop,False
95,433.5,11,0.0,18.6,mobile,True
96,139.1,3,0.0,58.6,mobile,True
97,133.6,3,0.0,55.5,desktop,False
98,35.1,2,0.0,40.5,mobile,True
99,610.8,14,0.0,38.5,desktop,True
100,105.8,1,15.45,28.9,mobile,False
101,19.1,1,0.0,79.2,tablet,True
102,115.8,5,0.0,30.8,mobile,False
103,27.1,3,0.0,24.2,mobile,True
104,15.8,1,0.0,13.4,mobile,False
105,1973.3,44,0.0,98.0,mobile,True
106,117.1,3,0.0,85.7,mobile,True
107,64.5,3,9.14,6.8,mobile,False
108,117.3,5,0.0,75.1,mobile,True
109,118.3,1,0.0,41.5,desktop,False
110,22.5,1,0.0,17.9,mobile,True
111,48.6,4,0.0,50.9,mobile,True
112,56.4,2,0.0,28.0,desktop,False
113,125.1,2,0.0,24.9,desktop,True
114,211.5,4,0.0,97.1,desktop,True
115,136.0,1,0.0,93.5,desktop,True
116,560.9,10,0.0,84.7,desktop,False
117,17.1,1,0.0,11.0,desktop,True
118,35.4,1,0.0,85.8,desktop,False
119,51.7,1,0.0,59.3,desktop,True
120,101.9,1,7.71,3.3,mobile,False
121,186.8,4,0.0,68.3,tablet,False
122,43.3,2,0.0,95.7,tablet,True
123,162.0,7,0.0,43.1,desktop,False
124,7.9,1,0.0,13.3,mobile,False
125,121.9,3,3.44,60.2,desktop,True
126,110.1,1,8.77,63.9,desktop,True
127,46.0,1,0.0,91.7,mobile,True
128,82.4,2,12.3,85.9,mobile,False
129,110.6,4,0.0,38.7,desktop,False
130,625.7,13,78.12,9.1,desktop,True
131,119.2,1,13.56,91.9,desktop,False
132,243.4,6,19.08,10.7,desktop,False
133,43.2,1,4.85,33.5,mobile,True
134,67.4,1,0.0,91.8,mobile,False
135,71.4,2,0.0,59.3,mobile,False
136,22.6,2,4.35,2.4,tablet,False
137,259.8,9,0.0,76.6,desktop,False
138,47.0,1,0.0,54.8,mobile,False
139,160.2,5,0.0,52.4,desktop,False
140,210.2,6,0.0,80.4,mobile,True
141,149.3,1,0.0,58.9,mobile,True
142,18.3,1,0.0,0.1,desktop,True
143,1005.5,21,115.07,77.2,mobile,True
144,74.2,2,12.34,43.2,mobile,False
145,371.1,7,0.0,95.0,mobile,False
146,143.8,6,0.0,62.7,mobile,False
147,577.0,13,67.79,72.2,mobile,False
148,390.7,8,37.34,75.8,mobile,False
149,7.9,1,0.0,55.2,tablet,True
150,96.0,1,0.0,87.5,desktop,False
151,127.4,1,0.0,95.2,mobile,False
152,193.6,3,0.0,97.4,mobile,True
153,143.3,4,4.7,5.9,desktop,True
154,176.9,4,26.75,47.5,tablet,False
155,167.7,2,26.9,34.8,mobile,False
156,41.2,1,0.0,94.1,tablet,False
157,323.0,9,0.0,68.4,tablet,False
158,234.0,8,16.06,47.9,tablet,True
159,118.3,2,0.0,34.6,mobile,True
160,286.8,6,0.0,22.3,desktop,True
161,25.1,1,6.13,63.3,desktop,False
162,255.6,4,0.0,61.4,mobile,False
163,149.6,2,12.2,45.3,mobile,False
164,70.4,1,0.0,55.3,mobile,False
165,82.9,2,0.0,98.4,desktop,True
166,26.3,2,0.0,73.7,desktop,False
167,78.7,3,0.0,22.8,mobile,False
168,25.8,3,0.0,78.9,desktop,False
169,190.2,3,12.12,79.5,mobile,False
170,56.6,3,0.0,59.9,desktop,True
171,8.5,1,0.0,24.8,mobile,False
172,250.3,9,31.98,35.8,desktop,False
173,56.6,1,0.0,1.6,mobile,True
174,841.4,19,0.0,80.3,mobile,False
175,76.0,1,0.0,80.3,desktop,True
176,542.0,14,0.0,35.2,desktop,False
177,218.0,5,0.0,78.9,mobile,False
178,308.0,8,0.0,82.8,mobile,True
179,187.9,5,0.0,1.3,desktop,False
180,299.0,7,0.0,30.3,mobile,True
181,27.4,1,0.0,1.7,desktop,True
182,112.2,4,0.0,62.7,mobile,False
183,131.9,3,0.0,73.0,desktop,False
184,227.5,4,32.47,92.1,desktop,False
185,124.4,4,12.16,24.2,mobile,False
186,274.5,5,0.0,75.1,mobile,False
187,311.5,5,0.0,3.4,desktop,False
188,89.8,4,0.0,44.5,mobile,False
189,1832.6,41,208.97,54.7,mobile,False
190,76.2,3,0.0,97.9,mobile,False
191,37.0,1,9.04,71.4,desktop,False
192,312.7,4,0.0,24.7,desktop,False
193,80.9,1,0.0,17.3,mobile,False
194,427.5,9,0.0,41.5,tablet,True
195,259.8,7,0.0,68.7,desktop,False
196,330.6,7,44.88,22.1,mobile,False
197,125.2,1,0.0,27.3,desktop,True
198,509.7,11,52.93,47.8,desktop,False
199,345.7,6,0.0,14.1,mobile,False
200,52.1,1,0.0,73.3,desktop,False
201,28.8,1,0.0,95.6,desktop,False
202,71.9,2,0.0,68.6,mobile,True
203,177.4,5,0.0,82.0,tablet,True
204,270.1,5,41.28,1.3,mobile,False
205,69.0,2,0.0,7.5,desktop,False
206,116.7,1,0.0,62.7,tablet,False
207,21.8,1,0.0,72.8,desktop,True
208,218.9,4,0.0,2.3,mobile,False
209,51.4,1,0.0,95.1,desktop,False
210,278.2,5,0.0,29.7,desktop,False
211,111.4,569,0.0,60.6,desktop,False
212,212.4,6,0.0,0.0,mobile,False
213,92.6,2,28.89,63.8,mobile,False
214,35.8,1,0.0,2.7,mobile,False
215,117.4,2,0.0,16.9,mobile,False
216,251.1,4,0.0,37.1,mobile,True
217,76.1,2,0.0,32.4,mobile,False
218,129.9,3,0.0,98.8,mobile,False
219,17.5,1,0.0,36.4,mobile,True
220,65.9,1,0.0,0.4,mobile,True
221,46.2,1,0.0,29.1,desktop,False
222,131.8,3,0.0,38.2,desktop,False
223,246.6,8,0.0,35.6,mobile,False
224,32.7,2,0.0,10.6,mobile,True
225,75.9,4,0.0,65.7,mobile,True
226,181.0,6,0.0,44.9,mobile,False
227,15.2,1,0.0,5.4,mobile,False
228,113.5,1,0.0,4.2,mobile,True
229,145.4,1,0.0,97.2,mobile,True
230,227.7,8,32.74,67.9,mobile,False
231,61.0,4,0.0,33.7,mobile,True
232,35.5,1,26.44,84.9,mobile,False
233,62.5,2,0.0,40.3,mobile,True
234,286.6,4,0.0,88.3,mobile,True
235,43.4,1,0.0,97.5,mobile,True
236,127.8,4,0.0,70.9,desktop,False
237,18.1,1,0.0,11.7,mobile,False
238,15.6,1,9.46,40.3,tablet,True
239,55.2,1,1.58,96.3,mobile,False
240,267.5,4,51.04,30.8,mobile,False
241,133.6,1,0.0,47.2,mobile,False
242,642.4,14,0.0,55.5,tablet,False
243,65.0,1,0.0,48.3,mobile,True
244,43.3,1,23.76,37.4,mobile,False
245,79.6,2,15.63,96.5,tablet,False
246,150.9,4,15.25,94.6,tablet,False
247,312.2,7,26.72,95.6,tablet,False
248,19.8,1,0.0,18.0,mobile,True
249,506.1,9,0.0,77.3,mobile,True
250,68.0,3,0.0,4.6,tablet,True
251,26.6,1,0.0,65.4,desktop,False
252,150.3,4,10.35,70.8,mobile,False
253,19.3,1,15.5,49.8,mobile,False
254,137.0,2,0.0,31.0,tablet,False
255,118.2,3,0.0,85.9,desktop,False
256,62.3,1,0.0,91.3,desktop,False
257,20.7,1,0.0,31.7,desktop,True
258,102.9,3,0.0,44.8,mobile,True
259,136.9,3,0.0,58.8,desktop,False
260,96.1,2,0.0,66.2,mobile,True
261,47.8,1,0.0,98.8,mobile,True
262,154.5,6,0.0,23.8,mobile,False
263,131.1,5,0.0,89.6,mobile,True
264,99.1,3,4.72,25.9,mobile,True
265,175.3,5,0.0,2.5,desktop,False
266,157.9,5,6.07,43.7,desktop,False
267,528.6,11,0.0,33.7,mobile,False
268,105.3,1,18.85,38.2,mobile,True
269,76.7,1,0.0,30.7,tablet,False
270,103.9,1,0.0,93.5,mobile,False
271,943.6,23,0.0,30.2,mobile,True
272,29.9,3,0.0,66.9,mobile,False
273,30.8,1,0.0,37.5,desktop,False
274,159.7,5,0.0,83.4,mobile,True
275,94.7,5,0.0,65.9,mobile,True
276,59.4,2,0.0,9.2,desktop,True
277,92.4,3,0.0,54.7,desktop,True
278,75.2,4,7.42,78.3,mobile,False
279,113.9,4,0.0,77.4,desktop,False
280,239.2,5,13.86,98.8,desktop,True
281,46.3,3,0.0,38.7,mobile,False
282,113.2,1,0.0,53.5,mobile,True
283,161.2,4,0.0,2.0,mobile,False
284,77.9,1,0.0,72.9,mobile,True
285,25.0,2,0.0,32.3,mobile,False
286,106.1,2,0.0,91.0,tablet,False
287,870.4,20,0.0,27.4,mobile,True
288,31.1,1,1.94,14.1,desktop,False
289,133.8,2,0.0,53.4,mobile,False
290,159.6,3,0.0,16.3,desktop,False
291,212.7,6,23.23,53.0,mobile,True
292,350.9,7,0.0,40.4,mobile,True
293,13.6,1,0.0,25.0,desktop,True
294,33.1,2,5.5,79.0,desktop,False
295,207.0,5,0.0,27.2,mobile,False
296,251.5,7,0.0,65.9,mobile,True
297,61.5,1,0.0,92.7,desktop,False
298,425.2,9,0.0,71.6,mobile,True
299,49.3,1,0.0,72.6,mobile,True
300,166.4,5,0.0,14.8,desktop,True
301,87.2,1,0.0,22.5,mobile,False
302,441.0,11,60.78,72.6,mobile,False
303,289.5,6,0.0,27.5,desktop,True
304,83.0,5,0.0,22.8,desktop,False
305,128.7,1,0.0,89.4,mobile,True
306,60.3,1,0.0,91.7,desktop,True
307,101.4,3,17.73,18.3,mobile,False
308,56.5,3,0.0,49.2,mobile,False
309,141.3,3,23.22,79.8,desktop,False
310,380.3,8,61.21,87.2,mobile,False
311,29.8,1,0.0,21.9,mobile,True
312,51.5,1,0.0,50.3,mobile,False
313,131.9,3,0.0,30.1,mobile,False
314,652.5,15,0.0,65.9,mobile,False
315,68.0,1,0.0,4.9,desktop,False
316,38.6,1,0.0,1.4,desktop,False
317,146.4,3,0.0,81.6,mobile,True
318,131.5,2,23.02,53.7,mobile,False
319,1463.8,31,0.0,56.9,mobile,True
320,379.3,8,48.5,58.4,mobile,True
321,24.7,1,0.0,86.0,mobile,False
322,82.3,1,0.0,83.1,mobile,False
323,81.1,1,0.0,82.2,mobile,True
324,208.5,7,12.92,2.3,desktop,True
325,132.1,1,14.67,0.8,desktop,False
326,181.4,7,0.0,71.7,desktop,False
327,96.0,4,10.19,99.7,mobile,True
328,135.5,1,7.06,45.4,mobile,False
329,28.4,1,0.0,33.8,desktop,True
330,74.3,1,0.0,29.2,desktop,False
331,165.3,7,0.0,26.6,mobile,True
332,27.8,2,0.0,59.4,mobile,True
333,251.4,6,0.0,10.3,desktop,True
334,91.9,3,0.0,31.0,mobile,True
335,219.7,3,29.34,80.2,mobile,False
336,43.3,1,0.0,57.3,mobile,True
337,15.3,2,0.0,63.7,mobile,True
338,63.8,2,0.0,82.2,mobile,False
339,159.5,5,25.46,30.8,mobile,False
340,146.2,4,0.0,67.1,mobile,False
341,56.4,1,0.0,63.8,mobile,True
342,67.5,1,0.0,66.8,desktop,False
343,61.3,1,0.0,39.2,mobile,True
344,97.1,3,0.0,20.2,tablet,False
345,49.6,1,0.0,77.5,desktop,False
346,65.3,1,0.0,89.1,mobile,False
347,27.9,1,5.57,13.2,mobile,False
348,62.1,2,7.51,11.3,desktop,False
349,32.1,1,0.0,97.2,mobile,False
350,26.9,1,0.0,20.0,mobile,False
351,128.9,3,0.0,2.7,desktop,True
352,197.0,2,0.0,97.5,desktop,True
353,191.5,5,0.0,74.3,desktop,False
354,230.2,6,30.59,86.3,desktop,True
355,302.3,5,0.0,20.9,tablet,True
356,296.1,5,0.0,73.7,mobile,False
357,16.3,1,0.0,91.4,mobile,False
358,33.7,1,7.36,73.2,desktop,False
359,1354.5,30,0.0,69.2,desktop,True
360,307.2,8,0.0,73.9,mobile,False
361,423.6,10,0.0,81.9,tablet,True
362,90.8,1,0.0,19.6,mobile,False
363,66.8,4,0.0,3.1,tablet,True
364,125.8,1,3.91,65.5,desktop,True
365,19.4,1,6.73,73.2,mobile,False
366,60.3,1,0.0,12.8,mobile,True
367,83.3,2,10.29,34.2,mobile,False
368,58.5,2,0.0,47.9,mobile,True
369,29.7,1,0.0,88.2,mobile,False
370,49.5,1,20.96,29.3,mobile,True
371,26.4,1,0.0,54.4,desktop,False
372,35.8,1,0.0,42.7,mobile,True
373,44.0,1,0.0,47.8,mobile,False
374,179.7,3,0.0,89.6,mobile,True
375,12.4,1,0.0,43.5,desktop,True
376,192.6,3,0.0,30.5,desktop,True
377,134.5,4,0.0,32.4,mobile,True
378,383.9,9,0.0,8.7,mobile,False
379,59.5,1,0.0,11.9,mobile,False
380,306.0,4,0.0,16.5,mobile,False
381,28.4,1,0.0,79.6,desktop,False
382,349.9,7,42.38,21.7,mobile,False
383,31.0,2,0.0,88.6,mobile,True
384,24.7,1,11.32,11.5,mobile,False
385,111.1,1,0.0,67.7,mobile,False
386,239.6,6,0.0,97.0,desktop,True
387,18.3,1,4.72,84.6,mobile,True
388,164.3,4,20.17,42.8,mobile,False
389,570.0,9,0.0,92.1,mobile,False
390,95.2,1,0.0,16.3,mobile,False
391,21.6,3,0.0,66.5,mobile,False
392,282.1,3,0.0,11.7,desktop,True
393,123.2,1,9.9,32.8,mobile,True
394,818.5,20,0.0,45.6,mobile,False
395,71.5,1,22.06,52.7,desktop,True
396,526.1,12,0.0,47.1,desktop,True
397,344.4,7,0.0,13.1,mobile,False
398,282.9,5,0.0,56.5,mobile,False
399,68.3,3,0.0,38.9,tablet,True
400,27.9,1,0.0,85.9,mobile,False
401,297.0,6,43.04,26.5,mobile,False
402,146.5,2,0.0,78.9,mobile,True
403,35.3,1,0.0,43.6,desktop,True
404,77.4,2,0.0,64.3,mobile,False
405,305.4,7,0.0,87.4,desktop,False
406,474.0,12,69.79,19.6,mobile,False
407,39.6,2,0.0,16.7,desktop,False
408,89.5,1,0.0,46.3,tablet,True
409,159.5,3,0.0,69.5,desktop,False
410,423.3,10,46.62,83.4,mobile,False
411,53.2,1,0.0,83.9,mobile,True
412,163.6,4,0.0,87.0,desktop,False
413,20.5,1,0.0,37.1,desktop,False
414,24.9,1,0.0,19.0,desktop,False
415,141.2,2,33.76,95.2,mobile,False
416,26.0,2,0.0,80.6,mobile,True
417,440.5,10,55.43,12.8,mobile,False
418,89.1,3,0.0,59.0,mobile,False
419,61.8,2,14.36,9.0,mobile,False
420,13.2,1,0.0,36.9,mobile,True
421,80.0,3,30.93,62.5,mobile,True
422,138.1,3,27.31,68.9,desktop,False
423,117.1,3,0.0,83.7,mobile,True
424,124.3,1,17.03,77.9,desktop,False
425,288.2,6,0.0,84.0,mobile,True
426,254.0,7,32.27,77.1,mobile,False
427,668.4,14,0.0,33.3,mobile,True
428,310.0,8,43.55,70.4,mobile,False
429,406.2,10,0.0,78.1,desktop,True
430,73.8,3,0.0,83.7,desktop,False
431,100.1,2,18.67,7.3,desktop,True
432,66.5,1,0.0,10.5,mobile,False
433,101.0,2,0.0,47.5,mobile,True
434,113.8,3,0.0,13.6,mobile,False
435,40.6,2,0.0,17.2,mobile,False
436,102.4,2,0.0,19.8,mobile,False
437,301.7,3,0.0,56.4,mobile,False
438,181.5,5,0.0,68.6,tablet,False
439,43.7,1,0.0,84.2,desktop,False
440,75.4,1,5.96,66.9,desktop,False
441,99.7,2,0.25,47.9,mobile,False
442,127.6,4,19.72,85.0,desktop,True
443,372.9,11,51.35,39.6,tablet,False
444,84.0,5,0.0,48.3,mobile,False
445,74.1,1,0.0,32.8,desktop,True
446,1079.7,25,107.01,32.2,desktop,False
447,72.1,1,0.0,66.0,desktop,False
448,50.5,1,0.0,54.1,desktop,False
449,27.1,1,0.0,69.9,tablet,False
450,242.2,5,24.14,37.5,desktop,True
451,641.1,15,0.0,26.1,desktop,False
452,22.2,1,0.0,36.6,mobile,True
453,151.6,4,22.45,48.9,desktop,False
454,550.4,777,0.0,47.2,desktop,True
455,246.9,7,0.0,89.4,mobile,False
456,315.7,7,0.0,27.4,tablet,True
457,82.6,1,11.72,26.3,mobile,False
458,30.4,1,4.51,87.1,desktop,False
459,59.9,2,0.0,35.1,mobile,True
460,134.4,1,0.0,39.6,mobile,False
461,539.5,10,0.0,39.4,mobile,False
462,123.3,5,0.0,58.7,mobile,True
463,71.2,1,0.0,30.4,desktop,True
464,23.8,1,0.0,49.6,mobile,True
465,327.7,7,0.0,70.0,desktop,True
466,37.6,1,4.24,12.0,mobile,False
467,163.4,2,20.63,15.3,mobile,True
468,1482.5,34,0.0,3.9,mobile,False
469,19.0,1,0.0,78.1,mobile,False
470,189.7,4,0.0,90.1,desktop,True
471,161.6,2,32.36,42.9,mobile,False
472,71.6,2,0.0,11.6,desktop,True
473,194.9,6,0.0,33.8,mobile,True
474,26.6,1,0.0,63.0,mobile,False
475,137.2,2,0.0,43.4,desktop,False
476,127.9,4,0.0,72.4,tablet,True
477,65.2,2,0.0,83.8,mobile,False
478,33.6,1,0.0,50.2,mobile,True
479,253.5,6,0.0,97.6,mobile,False
480,25.2,1,0.0,29.9,desktop,False
481,130.2,5,0.0,10.5,desktop,False
482,104.9,3,0.0,53.0,desktop,True
483,244.1,5,0.0,98.0,desktop,True
484,496.8,11,0.0,99.6,desktop,True
485,20.4,2,0.0,41.0,mobile,False
486,68.6,2,0.0,64.0,mobile,False
487,371.0,10,0.0,91.3,mobile,True
488,125.5,4,0.0,92.2,mobile,True
489,87.9,3,12.34,35.0,mobile,False
490,1486.2,33,158.15,48.9,mobile,True
491,126.7,5,20.36,39.8,mobile,False
492,92.5,2,0.0,87.8,mobile,False
493,52.3,1,0.0,55.1,desktop,True
494,186.4,5,14.76,68.0,desktop,False
495,56.8,1,0.0,97.7,mobile,False
496,6.5,1,0.0,80.9,mobile,True
497,40.8,1,13.13,74.6,mobile,False
498,403.4,9,0.0,76.1,mobile,False
499,31.6,1,2.83,1.0,mobile,False
500,694.0,15,0.0,12.3,mobile,True
501,67.8,2,0.0,65.3,mobile,False
502,29.5,1,0.0,45.8,mobile,False
503,57.6,4,0.0,20.3,mobile,False
504,111.6,1,4.02,31.9,desktop,True
505,329.9,6,0.0,87.5,desktop,False
506,19.0,1,0.0,32.1,mobile,False
507,54.6,1,0.0,85.8,mobile,True
508,94.5,5,18.48,46.5,mobile,True
509,132.7,5,0.0,3.2,desktop,False
510,65.4,1,7.96,89.7,desktop,False
511,271.4,5,0.0,73.6,desktop,False
512,45.8,1,0.0,7.5,mobile,False
513,83.6,1,13.29,1.6,tablet,True
514,571.5,13,53.81,65.9,desktop,True
515,83.4,3,0.0,59.8,mobile,True
516,48.9,2,20.26,83.5,desktop,False
517,102.7,2,17.53,64.3,mobile,True
518,35.8,1,17.12,75.5,mobile,True
519,118.1,1,0.0,47.2,mobile,False
520,142.1,2,0.0,46.7,mobile,False
521,346.9,8,0.0,57.8,desktop,True
522,63.4,1,9.52,57.6,desktop,True
523,225.2,3,0.0,29.7,tablet,False
524,112.5,2,18.7,46.3,mobile,False
525,26.9,2,0.0,92.8,mobile,True
526,180.4,4,0.0,0.5,mobile,False
527,41.0,1,0.0,83.9,mobile,False
528,90.4,3,10.78,14.3,desktop,True
529,51.2,2,0.0,83.8,desktop,True
530,398.2,9,48.4,23.8,mobile,False
531,37.9,1,0.0,17.8,mobile,False
532,741.4,18,96.33,32.1,mobile,True
533,265.0,6,20.99,24.8,mobile,False
534,119.6,3,0.0,28.3,mobile,True
535,56.7,1,10.02,54.4,mobile,True
536,18.3,1,0.0,41.2,mobile,False
537,290.2,7,0.0,76.0,tablet,False
538,99.9,2,0.0,14.2,mobile,False
539,98.0,3,0.0,31.7,desktop,False
540,37.1,1,0.0,17.3,desktop,True
541,92.8,2,16.55,59.2,mobile,False
542,38.0,1,0.0,53.2,mobile,True
543,79.2,1,0.0,14.0,desktop,True
544,89.5,2,0.0,86.9,desktop,True
545,68.5,1,19.17,67.6,tablet,False
546,180.1,2,0.0,38.2,desktop,False
547,495.5,8,0.0,1.5,desktop,False
548,167.2,2,0.0,36.0,desktop,True
549,194.8,2,0.0,95.8,mobile,False
550,45.3,2,0.0,0.7,desktop,True
551,32.9,1,0.0,91.0,mobile,False
552,28.6,2,0.0,75.3,desktop,False
553,51.6,301,0.0,82.9,desktop,True
554,146.5,2,0.0,50.9,tablet,True
555,35.1,2,0.0,49.5,mobile,True
556,132.3,5,0.0,43.8,mobile,False
557,195.1,6,0.0,35.5,desktop,False
558,8.3,1,0.0,11.2,desktop,False
559,1176.8,25,0.0,61.8,mobile,False
560,59.8,3,26.76,46.2,desktop,True
561,63.6,2,5.81,34.8,desktop,False
562,147.4,4,0.0,38.6,mobile,False
563,51.3,3,0.0,63.5,mobile,False
564,118.5,1,0.0,29.9,desktop,False
565,33.0,1,0.0,62.6,mobile,True
566,110.9,3,0.0,61.1,mobile,True
567,813.2,15,0.0,1.2,mobile,False
568,238.0,8,0.0,51.7,mobile,False
569,208.8,5,0.0,19.7,tablet,True
570,192.5,4,0.0,45.5,desktop,True
571,47.7,1,0.0,61.1,desktop,False
572,73.2,1,0.0,12.4,mobile,True
573,92.2,3,0.0,99.3,mobile,True
574,129.8,1,13.57,72.0,desktop,True
575,42.2,1,0.0,65.2,mobile,False
576,31.2,3,0.0,12.4,desktop,False
577,359.1,9,0.0,4.4,desktop,False
578,88.4,1,5.25,55.4,tablet,True
579,186.6,3,20.21,51.8,mobile,True
580,520.3,12,0.0,67.6,desktop,False
581,30.3,1,0.0,42.2,desktop,True
582,114.1,1,0.0,93.7,mobile,False
583,45.2,3,0.0,13.2,desktop,False
584,29.0,1,16.79,74.8,mobile,False
585,108.8,3,0.0,31.1,desktop,False
586,228.5,5,33.75,38.4,mobile,True
587,52.1,1,0.0,5.7,tablet,True
588,72.0,1,0.0,62.2,desktop,True
589,124.5,1,0.0,25.1,desktop,False
590,703.8,15,0.0,74.7,desktop,True
591,32.0,1,0.0,37.7,desktop,False
592,86.6,1,14.2,94.3,mobile,False
593,27.7,1,0.0,8.0,tablet,True
594,211.2,5,0.0,30.5,mobile,True
595,509.9,12,0.0,93.2,desktop,True
596,78.1,3,5.73,42.5,mobile,True
597,29.5,1,0.0,9.6,mobile,True
598,18.6,3,14.2,56.1,mobile,False
599,179.8,4,0.0,76.7,mobile,True
600,617.9,14,77.69,78.7,mobile,False
601,134.1,2,0.0,79.9,desktop,False
602,66.8,3,24.04,87.0,desktop,False
603,185.4,2,31.3,89.4,desktop,False
604,70.3,3,0.0,14.5,desktop,False
605,261.9,9,27.83,49.0,desktop,True
606,276.3,7,32.67,27.9,mobile,False
607,498.8,10,0.0,77.6,mobile,False
608,116.6,1,7.77,17.0,mobile,True
609,42.3,1,0.0,66.4,mobile,True
610,182.6,5,0.0,30.9,desktop,True
611,35.0,1,0.0,4.4,mobile,True
612,117.1,2,0.0,77.1,mobile,False
613,113.8,5,0.0,91.4,desktop,True
614,318.6,7,0.0,1.4,tablet,False
615,219.4,4,23.97,36.3,desktop,False
616,121.7,3,8.6,98.2,mobile,False
617,191.3,1,29.21,99.8,mobile,False
618,77.1,3,0.0,48.6,mobile,False
619,102.6,2,12.49,93.9,desktop,False
620,52.6,1,0.0,26.5,mobile,False
621,302.5,7,29.76,29.9,mobile,True
622,130.9,1,0.0,86.6,tablet,False
623,110.3,4,0.0,42.9,mobile,True
624,111.1,4,0.0,40.8,desktop,True
625,14.7,1,7.21,17.7,desktop,False
626,45.2,1,10.26,48.9,mobile,False
627,29.7,1,0.0,78.6,desktop,False
628,102.7,1,29.45,57.3,mobile,True
629,258.9,3,29.81,23.0,mobile,False
630,130.1,1,11.47,37.0,mobile,True
631,285.7,6,0.0,48.9,mobile,True
632,364.6,7,0.0,47.5,mobile,True
