user_id,week,state
379,0,trial
380,0,trial
381,0,trial
382,0,trial
383,0,trial
384,0,trial
385,0,trial
386,0,trial
387,0,trial
388,0,trial
389,0,trial
390,0,trial
391,0,trial
392,0,trial
393,0,trial
394,0,trial
395,0,trial
396,0,trial
397,0,trial
398,0,trial
399,0,trial
400,0,trial
401,0,trial
402,0,trial
403,0,trial
404,0,trial
405,0,trial
406,0,trial
407,0,trial
408,0,trial
409,0,trial
410,0,trial
411,0,trial
412,0,trial
413,0,trial
414,0,trial
415,0,trial
416,0,trial
417,0,trial
418,0,trial
419,0,trial
420,0,trial
421,0,trial
422,0,trial
423,0,trial
424,0,trial
425,0,trial
426,0,trial
427,0,trial
428,0,trial
429,0,trial
430,0,trial
431,0,trial
432,0,trial
433,0,trial
434,0,trial
435,0,trial
436,0,trial
437,0,trial
438,0,trial
439,0,trial
440,0,trial
441,0,trial
442,0,trial
443,0,trial
444,0,trial
445,0,trial
446,0,trial
447,0,trial
448,0,trial
449,0,trial
450,0,trial
451,0,trial
452,0,trial
453,0,trial
454,0,trial
455,0,trial
456,0,trial
457,0,trial
458,0,trial
459,0,trial
460,0,trial
461,0,trial
462,0,trial
463,0,trial
464,0,trial
465,0,trial
466,0,trial
467,0,trial
468,0,trial
469,0,trial
470,0,trial
471,0,trial
472,0,trial
473,0,trial
474,0,trial
475,0,trial
476,0,trial
477,0,trial
478,0,trial
479,0,trial
480,0,trial
481,0,trial
482,0,trial
483,0,trial
484,0,trial
485,0,trial
486,0,trial
487,0,trial
488,0,trial
489,0,trial
490,0,trial
491,0,trial
492,0,trial
493,0,trial
494,0,trial
495,0,trial
496,0,trial
497,0,trial
498,0,trial
499,0,trial
500,0,trial
501,0,trial
502,0,trial
503,0,trial
504,0,trial
505,0,trial
506,0,trial
507,0,trial
508,0,trial
509,0,trial
510,0,trial
511,0,trial
512,0,trial
513,0,trial
514,0,trial
515,0,trial
516,0,trial
517,0,trial
518,0,trial
519,0,trial
520,0,trial
521,0,trial
522,0,trial
523,0,trial
524,0,trial
525,0,trial
526,0,trial
527,0,trial
528,0,trial
529,0,trial
530,0,trial
531,0,trial
532,0,trial
533,0,trial
534,0,trial
535,0,trial
536,0,trial
537,0,trial
538,0,trial
539,0,trial
540,0,trial
541,0,trial
542,0,trial
543,0,trial
544,0,trial
545,0,trial
546,0,trial
547,0,trial
548,0,trial
549,0,trial
550,0,trial
551,0,trial
552,0,trial
553,0,trial
554,0,trial
555,0,trial
556,0,trial
557,0,trial
558,0,trial
559,0,trial
560,0,trial
561,0,trial
562,0,trial
563,0,trial
564,0,trial
565,0,trial
566,0,trial
567,0,trial
568,0,trial
569,0,trial
570,0,trial
571,0,trial
572,0,trial
573,0,trial
574,0,trial
575,0,trial
576,0,trial
577,0,trial
578,0,trial
579,0,trial
580,0,trial
581,0,trial
582,0,trial
583,0,trial
584,0,trial
585,0,trial
586,0,trial
587,0,trial
588,0,trial
589,0,trial
590,0,trial
591,0,trial
592,0,trial
593,0,trial
594,0,trial
595,0,trial
596,0,trial
597,0,trial
598,0,trial
599,0,trial
600,0,trial
601,0,trial
602,0,trial
603,0,trial
604,0,trial
605,0,trial
606,0,trial
607,0,trial
608,0,trial
609,0,trial
610,0,trial
611,0,trial
612,0,trial
613,0,trial
614,0,trial
615,0,trial
616,0,trial
617,0,trial
618,0,trial
619,0,trial
620,0,trial
621,0,trial
622,0,trial
623,0,trial
624,0,trial
625,0,trial
626,0,trial
627,0,trial
628,0,trial
629,0,trial
630,0,trial
631,0,trial
632,0,trial
633,0,trial
634,0,trial
635,0,trial
636,0,trial
637,0,trial
638,0,trial
639,0,trial
640,0,trial
641,0,trial
642,0,trial
643,0,trial
644,0,trial
645,0,trial
646,0,trial
647,0,trial
648,0,trial
649,0,trial
650,0,trial
651,0,trial
652,0,trial
653,0,trial
654,0,trial
655,0,trial
656,0,trial
657,0,trial
658,0,trial
659,0,trial
660,0,trial
661,0,trial
662,0,trial
663,0,trial
664,0,trial
665,0,trial
666,0,trial
667,0,trial
668,0,trial
669,0,trial
670,0,trial
671,0,trial
672,0,trial
673,0,trial
674,0,trial
675,0,trial
676,0,trial
677,0,trial
678,0,trial
679,0,trial
680,0,trial
681,0,trial
682,0,trial
683,0,trial
684,0,trial
685,0,trial
686,0,trial
687,0,trial
688,0,trial
689,0,trial
690,0,trial
691,0,trial
692,0,trial
693,0,trial
694,0,trial
695,0,trial
696,0,trial
697,0,trial
698,0,trial
699,0,trial
700,0,trial
701,0,trial
702,0,trial
703,0,trial
704,0,trial
705,0,trial
706,0,trial
707,0,trial
708,0,trial
709,0,trial
710,0,trial
711,0,trial
712,0,trial
713,0,trial
714,0,trial
715,0,trial
716,0,trial
717,0,trial
718,0,trial
719,0,trial
720,0,trial
721,0,trial
722,0,trial
723,0,trial
724,0,trial
725,0,trial
726,0,trial
727,0,trial
728,0,trial
729,0,trial
730,0,trial
731,0,trial
732,0,trial
733,0,trial
734,0,trial
735,0,trial
736,0,trial
737,0,trial
738,0,trial
739,0,trial
740,0,trial
741,0,trial
742,0,trial
743,0,trial
744,0,trial
745,0,trial
746,0,trial
747,0,trial
748,0,trial
749,0,trial
750,0,trial
751,0,trial
752,0,trial
753,0,trial
754,0,trial
755,0,trial
756,0,trial
757,0,trial
758,0,trial
759,0,trial
760,0,trial
761,0,trial
762,0,trial
763,0,trial
764,0,trial
765,0,trial
766,0,trial
767,0,trial
768,0,trial
769,0,trial
770,0,trial
771,0,trial
772,0,trial
773,0,trial
774,0,trial
775,0,trial
776,0,trial
777,0,trial
778,0,trial
779,0,trial
780,0,trial
781,0,trial
782,0,trial
783,0,trial
784,0,trial
785,0,trial
786,0,trial
787,0,trial
788,0,trial
789,0,trial
790,0,trial
791,0,trial
792,0,trial
793,0,trial
794,0,trial
795,0,trial
796,0,trial
797,0,trial
798,0,trial
799,0,trial
800,0,trial
801,0,trial
802,0,trial
803,0,trial
804,0,trial
805,0,trial
806,0,trial
807,0,trial
808,0,trial
809,0,trial
810,0,trial
811,0,trial
812,0,trial
813,0,trial
814,0,trial
815,0,trial
816,0,trial
817,0,trial
818,0,trial
819,0,trial
820,0,trial
821,0,trial
822,0,trial
823,0,trial
824,0,trial
825,0,trial
826,0,trial
827,0,trial
828,0,trial
829,0,trial
830,0,trial
831,0,trial
832,0,trial
833,0,trial
834,0,trial
835,0,trial
836,0,trial
837,0,trial
838,0,trial
839,0,trial
840,0,trial
841,0,trial
842,0,trial
843,0,trial
844,0,trial
845,0,trial
846,0,trial
847,0,trial
848,0,trial
849,0,trial
850,0,trial
851,0,trial
852,0,trial
853,0,trial
854,0,trial
855,0,trial
856,0,trial
857,0,trial
858,0,trial
859,0,trial
860,0,trial
861,0,trial
862,0,trial
863,0,trial
864,0,trial
865,0,trial
866,0,trial
867,0,trial
868,0,trial
869,0,trial
870,0,trial
871,0,trial
872,0,trial
873,0,trial
874,0,trial
875,0,trial
876,0,trial
877,0,trial
878,0,trial
879,0,trial
880,0,trial
881,0,trial
882,0,trial
883,0,trial
884,0,trial
885,0,trial
886,0,trial
887,0,trial
888,0,trial
889,0,trial
890,0,trial
891,0,trial
892,0,trial
893,0,trial
894,0,trial
895,0,trial
896,0,trial
897,0,trial
898,0,trial
899,0,trial
900,0,trial
901,0,trial
902,0,trial
903,0,trial
904,0,trial
905,0,trial
906,0,trial
907,0,trial
908,0,trial
909,0,trial
910,0,trial
911,0,trial
912,0,trial
913,0,trial
914,0,trial
915,0,trial
916,0,trial
917,0,trial
918,0,trial
919,0,trial
920,0,trial
921,0,trial
922,0,trial
923,0,trial
924,0,trial
925,0,trial
926,0,trial
927,0,trial
928,0,trial
929,0,trial
930,0,trial
931,0,trial
932,0,trial
933,0,trial
934,0,trial
935,0,trial
936,0,trial
937,0,trial
938,0,trial
939,0,trial
940,0,trial
941,0,trial
942,0,trial
943,0,trial
944,0,trial
945,0,trial
946,0,trial
947,0,trial
948,0,trial
949,0,trial
950,0,trial
951,0,trial
952,0,trial
953,0,trial
954,0,trial
955,0,trial
956,0,trial
957,0,trial
958,0,trial
959,0,trial
960,0,trial
961,0,trial
962,0,trial
963,0,trial
964,0,trial
965,0,trial
966,0,trial
967,0,trial
968,0,trial
969,0,trial
970,0,trial
971,0,trial
972,0,trial
973,0,trial
974,0,trial
975,0,trial
976,0,trial
977,0,trial
978,0,trial
979,0,trial
980,0,trial
981,0,trial
982,0,trial
983,0,trial
984,0,trial
985,0,trial
986,0,trial
987,0,trial
988,0,trial
989,0,trial
990,0,trial
991,0,trial
992,0,trial
993,0,trial
994,0,trial
995,0,trial
996,0,trial
997,0,trial
998,0,trial
999,0,trial
1000,0,trial
1001,0,trial
1002,0,trial
1003,0,trial
1004,0,trial
1005,0,trial
1006,0,trial
1007,0,trial
1008,0,trial
1009,0,trial
1010,0,trial
1011,0,trial
1012,0,trial
1013,0,trial
1014,0,trial
1015,0,trial
1016,0,trial
1017,0,trial
1018,0,trial
1019,0,trial
1020,0,trial
1021,0,trial
1022,0,trial
1023,0,trial
1024,0,trial
1025,0,trial
1026,0,trial
1027,0,trial
1028,0,trial
1029,0,trial
1030,0,trial
1031,0,trial
1032,0,trial
1033,0,trial
1034,0,trial
1035,0,trial
1036,0,trial
1037,0,trial
1038,0,trial
1039,0,trial
1040,0,trial
1041,0,trial
1042,0,trial
1043,0,trial
1044,0,trial
1045,0,trial
1046,0,trial
1047,0,trial
1048,0,trial
1049,0,trial
1050,0,trial
1051,0,trial
1052,0,trial
1053,0,trial
1054,0,trial
1055,0,trial
1056,0,trial
1057,0,trial
1058,0,trial
1059,0,trial
1060,0,trial
1061,0,trial
1062,0,trial
1063,0,trial
1064,0,trial
1065,0,trial
1066,0,trial
1067,0,trial
1068,0,trial
1069,0,trial
1070,0,trial
1071,0,trial
1072,0,trial
1073,0,trial
1074,0,trial
1075,0,trial
1076,0,trial
1077,0,trial
1078,0,trial
1079,0,trial
1080,0,trial
1081,0,trial
1082,0,trial
1083,0,trial
1084,0,trial
1085,0,trial
1086,0,trial
1087,0,trial
1088,0,trial
1089,0,trial
1090,0,trial
1091,0,trial
1092,0,trial
1093,0,trial
1094,0,trial
1095,0,trial
1096,0,trial
1097,0,trial
1098,0,trial
1099,0,trial
1100,0,trial
1101,0,trial
1102,0,trial
1103,0,trial
1104,0,trial
1105,0,trial
1106,0,trial
1107,0,trial
1108,0,trial
1109,0,trial
1110,0,trial
1111,0,trial
1112,0,trial
1113,0,trial
1114,0,trial
1115,0,trial
1116,0,trial
1117,0,trial
1118,0,trial
1119,0,trial
1120,0,trial
1121,0,trial
1122,0,trial
1123,0,trial
1124,0,trial
1125,0,trial
1126,0,trial
1127,0,trial
1128,0,trial
1129,0,trial
1130,0,trial
1131,0,trial
1132,0,trial
1133,0,trial
1134,0,trial
1135,0,trial
1136,0,trial
1137,0,trial
1138,0,trial
1139,0,trial
1140,0,trial
1141,0,trial
1142,0,trial
1143,0,trial
1144,0,trial
1145,0,trial
1146,0,trial
1147,0,trial
1148,0,trial
1149,0,trial
1150,0,trial
1151,0,trial
1152,0,trial
1153,0,trial
1154,0,trial
1155,0,trial
1156,0,trial
1157,0,trial
1158,0,trial
1159,0,trial
1160,0,trial
1161,0,trial
1162,0,trial
1163,0,trial
1164,0,trial
1165,0,trial
1166,0,trial
1167,0,trial
1168,0,trial
1169,0,trial
1170,0,trial
1171,0,trial
1172,0,trial
1173,0,trial
1174,0,trial
1175,0,trial
1176,0,trial
1177,0,trial
1178,0,trial
1179,0,trial
1180,0,trial
1181,0,trial
1182,0,trial
1183,0,trial
1184,0,trial
1185,0,trial
1186,0,trial
1187,0,trial
1188,0,trial
1189,0,trial
1190,0,trial
1191,0,trial
1192,0,trial
1193,0,trial
1194,0,trial
1195,0,trial
1196,0,trial
1197,0,trial
1198,0,trial
1199,0,trial
1200,0,trial
1201,0,trial
1202,0,trial
1203,0,trial
1204,0,trial
1205,0,trial
1206,0,trial
1207,0,trial
1208,0,trial
1209,0,trial
1210,0,trial
1211,0,trial
1212,0,trial
1213,0,trial
1214,0,trial
1215,0,trial
1216,0,trial
1217,0,trial
1218,0,trial
1219,0,trial
1220,0,trial
1221,0,trial
1222,0,trial
1223,0,trial
1224,0,trial
1225,0,trial
1226,0,trial
1227,0,trial
1228,0,trial
1229,0,trial
1230,0,trial
1231,0,trial
1232,0,trial
1233,0,trial
1234,0,trial
1235,0,trial
1236,0,trial
1237,0,trial
1238,0,trial
1239,0,trial
1240,0,trial
1241,0,trial
1242,0,trial
1243,0,trial
1244,0,trial
1245,0,trial
1246,0,trial
1247,0,trial
1248,0,trial
1249,0,trial
1250,0,trial
1251,0,trial
1252,0,trial
1253,0,trial
1254,0,trial
1255,0,trial
1256,0,trial
1257,0,trial
1258,0,trial
1259,0,trial
1260,0,trial
1261,0,trial
1262,0,trial
1263,0,trial
1264,0,trial
1265,0,trial
1266,0,trial
1267,0,trial
1268,0,trial
1269,0,trial
1270,0,trial
1271,0,trial
1272,0,trial
1273,0,trial
1274,0,trial
1275,0,trial
1276,0,trial
1277,0,trial
1278,0,trial
1279,0,trial
1280,0,trial
1281,0,trial
1282,0,trial
1283,0,trial
1284,0,trial
1285,0,trial
1286,0,trial
1287,0,trial
1288,0,trial
1289,0,trial
1290,0,trial
1291,0,trial
1292,0,trial
1293,0,trial
1294,0,trial
1295,0,trial
1296,0,trial
1297,0,trial
1298,0,trial
1299,0,trial
1300,0,trial
1301,0,trial
1302,0,trial
1303,0,trial
1304,0,trial
1305,0,trial
1306,0,trial
1307,0,trial
1308,0,trial
1309,0,trial
1310,0,trial
1311,0,trial
1312,0,trial
1313,0,trial
1314,0,trial
1315,0,trial
1316,0,trial
1317,0,trial
1318,0,trial
1319,0,trial
1320,0,trial
1321,0,trial
1322,0,trial
1323,0,trial
1324,0,trial
1325,0,trial
1326,0,trial
1327,0,trial
1328,0,trial
1329,0,trial
1330,0,trial
1331,0,trial
1332,0,trial
1333,0,trial
1334,0,trial
1335,0,trial
1336,0,trial
1337,0,trial
1338,0,trial
1339,0,trial
1340,0,trial
1341,0,trial
1342,0,trial
1343,0,trial
1344,0,trial
1345,0,trial
1346,0,trial
1347,0,trial
1348,0,trial
1349,0,trial
1350,0,trial
1351,0,trial
1352,0,trial
1353,0,trial
1354,0,trial
1355,0,trial
1356,0,trial
1357,0,trial
1358,0,trial
1359,0,trial
1360,0,trial
1361,0,trial
1362,0,trial
1363,0,trial
1364,0,trial
1365,0,trial
1366,0,trial
1367,0,trial
1368,0,trial
1369,0,trial
1370,0,trial
1371,0,trial
1372,0,trial
1373,0,trial
1374,0,trial
1375,0,trial
1376,0,trial
1377,0,trial
1378,0,trial
1379,0,trial
1380,0,trial
1381,0,trial
1382,0,trial
1383,0,trial
1384,0,trial
1385,0,trial
1386,0,trial
1387,0,trial
1388,0,trial
1389,0,trial
1390,0,trial
1391,0,trial
1392,0,trial
1393,0,trial
1394,0,trial
1395,0,trial
1396,0,trial
1397,0,trial
1398,0,trial
1399,0,trial
1400,0,trial
1401,0,trial
1402,0,trial
1403,0,trial
1404,0,trial
1405,0,trial
1406,0,trial
1407,0,trial
1408,0,trial
1409,0,trial
1410,0,trial
1411,0,trial
1412,0,trial
1413,0,trial
1414,0,trial
1415,0,trial
1416,0,trial
1417,0,trial
1418,0,trial
1419,0,trial
1420,0,trial
1421,0,trial
1422,0,trial
1423,0,trial
1424,0,trial
1425,0,trial
1426,0,trial
1427,0,trial
1428,0,trial
1429,0,trial
1430,0,trial
1431,0,trial
1432,0,trial
1433,0,trial
1434,0,trial
1435,0,trial
1436,0,trial
1437,0,trial
1438,0,trial
1439,0,trial
1440,0,trial
1441,0,trial
1442,0,trial
1443,0,trial
1444,0,trial
1445,0,trial
1446,0,trial
1447,0,trial
1448,0,trial
1449,0,trial
1450,0,trial
1451,0,trial
1452,0,trial
1453,0,trial
1454,0,trial
1455,0,trial
1456,0,trial
1457,0,trial
1458,0,trial
1459,0,trial
1460,0,trial
1461,0,trial
1462,0,trial
1463,0,trial
1464,0,trial
1465,0,trial
1466,0,trial
1467,0,trial
1468,0,trial
1469,0,trial
1470,0,trial
1471,0,trial
1472,0,trial
1473,0,trial
1474,0,trial
1475,0,trial
1476,0,trial
1477,0,trial
1478,0,trial
1479,0,trial
1480,0,trial
1481,0,trial
1482,0,trial
1483,0,trial
1484,0,trial
1485,0,trial
1486,0,trial
1487,0,trial
1488,0,trial
1489,0,trial
1490,0,trial
1491,0,trial
1492,0,trial
1493,0,trial
1494,0,trial
1495,0,trial
1496,0,trial
1497,0,trial
1498,0,trial
1499,0,trial
1500,0,trial
1501,0,trial
1502,0,trial
1503,0,trial
1504,0,trial
1505,0,trial
1506,0,trial
1507,0,trial
1508,0,trial
1509,0,trial
1510,0,trial
1511,0,trial
1512,0,trial
1513,0,trial
1514,0,trial
1515,0,trial
1516,0,trial
1517,0,trial
1518,0,trial
1519,0,trial
1520,0,trial
1521,0,trial
1522,0,trial
1523,0,trial
1524,0,trial
1525,0,trial
1526,0,trial
1527,0,trial
1528,0,trial
1529,0,trial
1530,0,trial
1531,0,trial
1532,0,trial
1533,0,trial
1534,0,trial
1535,0,trial
1536,0,trial
1537,0,trial
1538,0,trial
1539,0,trial
1540,0,trial
1541,0,trial
1542,0,trial
1543,0,trial
1544,0,trial
1545,0,trial
1546,0,trial
1547,0,trial
1548,0,trial
1549,0,trial
1550,0,trial
1551,0,trial
1552,0,trial
1553,0,trial
1554,0,trial
1555,0,trial
1556,0,trial
1557,0,trial
1558,0,trial
1559,0,trial
1560,0,trial
1561,0,trial
1562,0,trial
1563,0,trial
1564,0,trial
1565,0,trial
1566,0,trial
1567,0,trial
1568,0,trial
1569,0,trial
1570,0,trial
1571,0,trial
1572,0,trial
1573,0,trial
1574,0,trial
1575,0,trial
1576,0,trial
1577,0,trial
1578,0,trial
1579,0,trial
1580,0,trial
1581,0,trial
1582,0,trial
1583,0,trial
1584,0,trial
1585,0,trial
1586,0,trial
1587,0,trial
1588,0,trial
1589,0,trial
1590,0,trial
1591,0,trial
1592,0,trial
1593,0,trial
1594,0,trial
1595,0,trial
1596,0,trial
1597,0,trial
1598,0,trial
1599,0,trial
1600,0,trial
1601,0,trial
1602,0,trial
1603,0,trial
1604,0,trial
1605,0,trial
1606,0,trial
1607,0,trial
1608,0,trial
1609,0,trial
1610,0,trial
1611,0,trial
1612,0,trial
1613,0,trial
1614,0,trial
1615,0,trial
1616,0,trial
1617,0,trial
1618,0,trial
1619,0,trial
1620,0,trial
1621,0,trial
1622,0,trial
1623,0,trial
1624,0,trial
1625,0,trial
1626,0,trial
1627,0,trial
1628,0,trial
1629,0,trial
1630,0,trial
1631,0,trial
1632,0,trial
1633,0,trial
1634,0,trial
1635,0,trial
1636,0,trial
1637,0,trial
1638,0,trial
1639,0,trial
1640,0,trial
1641,0,trial
1642,0,trial
1643,0,trial
1644,0,trial
1645,0,trial
1646,0,trial
1647,0,trial
1648,0,trial
1649,0,trial
1650,0,trial
1651,0,trial
1652,0,trial
1653,0,trial
1654,0,trial
1655,0,trial
1656,0,trial
1657,0,trial
1658,0,trial
1659,0,trial
1660,0,trial
1661,0,trial
1662,0,trial
1663,0,trial
1664,0,trial
1665,0,trial
1666,0,trial
1667,0,trial
1668,0,trial
1669,0,trial
1670,0,trial
1671,0,trial
1672,0,trial
1673,0,trial
1674,0,trial
1675,0,trial
1676,0,trial
1677,0,trial
1678,0,trial
1679,0,trial
1680,0,trial
1681,0,trial
1682,0,trial
1683,0,trial
1684,0,trial
1685,0,trial
1686,0,trial
1687,0,trial
1688,0,trial
1689,0,trial
1690,0,trial
1691,0,trial
1692,0,trial
1693,0,trial
1694,0,trial
1695,0,trial
1696,0,trial
1697,0,trial
1698,0,trial
1699,0,trial
1700,0,trial
1701,0,trial
1702,0,trial
1703,0,trial
1704,0,trial
1705,0,trial
1706,0,trial
1707,0,trial
1708,0,trial
1709,0,trial
1710,0,trial
1711,0,trial
1712,0,trial
1713,0,trial
1714,0,trial
1715,0,trial
1716,0,trial
1717,0,trial
1718,0,trial
1719,0,trial
1720,0,trial
1721,0,trial
1722,0,trial
1723,0,trial
1724,0,trial
1725,0,trial
1726,0,trial
1727,0,trial
1728,0,trial
1729,0,trial
1730,0,trial
1731,0,trial
1732,0,trial
1733,0,trial
1734,0,trial
1735,0,trial
1736,0,trial
1737,0,trial
1738,0,trial
1739,0,trial
1740,0,trial
1741,0,trial
1742,0,trial
1743,0,trial
1744,0,trial
1745,0,trial
1746,0,trial
1747,0,trial
1748,0,trial
1749,0,trial
1750,0,trial
1751,0,trial
1752,0,trial
1753,0,trial
1754,0,trial
1755,0,trial
1756,0,trial
1757,0,trial
1758,0,trial
1759,0,trial
1760,0,trial
1761,0,trial
1762,0,trial
1763,0,trial
1764,0,trial
1765,0,trial
1766,0,trial
1767,0,trial
1768,0,trial
1769,0,trial
1770,0,trial
1771,0,trial
1772,0,trial
1773,0,trial
1774,0,trial
1775,0,trial
1776,0,trial
1777,0,trial
1778,0,trial
1779,0,trial
1780,0,trial
1781,0,trial
1782,0,trial
1783,0,trial
1784,0,trial
1785,0,trial
1786,0,trial
1787,0,trial
1788,0,trial
1789,0,trial
1790,0,trial
1791,0,trial
1792,0,trial
1793,0,trial
1794,0,trial
1795,0,trial
1796,0,trial
1797,0,trial
1798,0,trial
1799,0,trial
1800,0,trial
1801,0,trial
1802,0,trial
1803,0,trial
1804,0,trial
1805,0,trial
1806,0,trial
1807,0,trial
1808,0,trial
1809,0,trial
1810,0,trial
1811,0,trial
1812,0,trial
1813,0,trial
1814,0,trial
1815,0,trial
1816,0,trial
1817,0,trial
1818,0,trial
1819,0,trial
1820,0,trial
1821,0,trial
1822,0,trial
1823,0,trial
1824,0,trial
1825,0,trial
1826,0,trial
1827,0,trial
1828,0,trial
1829,0,trial
1830,0,trial
1831,0,trial
1832,0,trial
1833,0,trial
1834,0,trial
1835,0,trial
1836,0,trial
1837,0,trial
1838,0,trial
1839,0,trial
1840,0,trial
1841,0,trial
1842,0,trial
1843,0,trial
1844,0,trial
1845,0,trial
1846,0,trial
1847,0,trial
1848,0,trial
1849,0,trial
1850,0,trial
1851,0,trial
1852,0,trial
1853,0,trial
1854,0,trial
1855,0,trial
1856,0,trial
1857,0,trial
1858,0,trial
1859,0,trial
1860,0,trial
1861,0,trial
1862,0,trial
1863,0,trial
1864,0,trial
1865,0,trial
1866,0,trial
1867,0,trial
1868,0,trial
1869,0,trial
1870,0,trial
1871,0,trial
1872,0,trial
