income_inr,age_years,utilisation_ratio,enquiries_6m,tenure_months,emi_to_income,late_payments_12m,card_count,noise_1,noise_2,noise_3,noise_4,default,credit_limit_inr
38450.75,29.0,0.170856,2.0,124.0,0.120743,1.0,1.0,1.220198,-0.234743,0.914903,0.541874,0,92947.6
54869.64,24.6,0.289055,0.0,44.0,0.170452,1.0,0.0,1.559999,-1.625784,-0.659188,-0.499072,0,116005.97
75352.76,38.0,0.452849,2.0,16.0,0.297773,2.0,1.0,0.531681,0.897756,0.429945,-1.318372,1,148328.98
35058.01,43.4,0.083882,3.0,51.0,0.071153,1.0,3.0,-1.496517,-0.244772,-1.711507,-1.848047,0,87681.8
69950.71,65.0,0.40256,2.0,65.0,0.405009,1.0,4.0,2.486162,-1.173036,-0.846958,-0.303922,0,167988.23
14351.45,37.1,0.541916,1.0,60.0,0.369164,0.0,5.0,-2.535501,0.052412,-1.565883,0.584621,0,37387.8
60260.66,38.7,0.572529,1.0,119.0,0.369728,3.0,1.0,-0.708047,1.660557,1.146087,0.698418,1,115469.28
57119.02,29.0,0.070763,2.0,51.0,0.01451,1.0,0.0,-0.558918,0.267845,-1.149036,-0.708298,0,111386.15
36161.38,35.4,0.215278,1.0,87.0,0.24582,2.0,2.0,-2.097266,-1.625291,-1.44236,2.062795,0,78670.02
49082.55,35.7,0.170503,2.0,55.0,0.089437,0.0,3.0,0.761162,0.113728,-0.258143,-1.342007,0,91041.67
57267.56,45.6,0.241367,1.0,100.0,0.196871,5.0,2.0,0.06961,-0.543594,-0.463611,0.239288,1,100253.4
141948.95,33.6,0.302727,1.0,38.0,0.191565,1.0,3.0,0.665565,0.045218,-0.570795,1.417373,0,288596.13
59571.06,26.8,0.235188,2.0,24.0,0.147387,1.0,1.0,-0.541019,0.245821,1.385224,-0.988002,0,128955.4
86565.94,44.4,0.370513,1.0,54.0,0.365378,0.0,3.0,-0.632096,-0.369277,-0.781701,2.710241,0,190451.67
35016.1,34.8,0.052569,1.0,38.0,0.005549,0.0,1.0,-1.177433,-1.198369,0.594333,2.008599,0,74717.09
44170.09,26.8,0.147267,1.0,45.0,0.038656,1.0,2.0,-0.015508,0.336065,-1.619228,-1.455089,0,81049.89
45540.0,40.4,0.178986,2.0,46.0,0.047344,1.0,4.0,1.952003,-0.117446,0.203179,1.54431,0,117303.73
24921.88,48.1,0.277594,1.0,106.0,0.29519,0.0,1.0,0.826175,-1.477135,0.617668,-2.314636,0,80205.05
89582.13,58.2,0.479041,2.0,56.0,0.313309,2.0,1.0,-1.431463,2.123367,-0.052616,-0.485507,0,188795.05
36596.49,21.0,0.094818,3.0,14.0,0.020962,0.0,4.0,-1.170766,-0.610776,1.759959,0.013099,0,72009.36
69531.0,51.3,0.486584,1.0,35.0,0.386539,1.0,2.0,1.497704,-0.10458,0.260714,-1.086441,0,127550.6
80173.46,46.4,0.604404,1.0,54.0,0.410637,2.0,1.0,-0.803778,-1.209736,0.008581,-0.92536,0,129088.99
67016.87,21.0,0.09937,3.0,45.0,0.113881,1.0,1.0,-1.37928,0.539652,-1.006674,0.932076,0,162225.4
22321.68,23.4,0.191874,2.0,61.0,0.194047,0.0,4.0,-0.669184,-1.021746,0.780708,0.89903,0,67480.89
181991.38,26.7,0.635875,2.0,76.0,0.491373,1.0,2.0,-0.174834,-0.144056,-0.021508,1.401746,0,405819.93
46447.72,37.1,0.48989,1.0,216.0,0.377774,2.0,0.0,-1.301389,0.816985,0.512439,0.290541,0,111099.54
107962.3,24.3,0.461022,1.0,66.0,0.308111,1.0,2.0,0.037416,2.007262,-0.807507,0.512781,0,250041.41
65703.67,55.4,0.125201,0.0,79.0,0.040221,1.0,1.0,0.47015,0.480517,-0.179643,-0.175506,0,152871.16
136049.58,34.6,0.300977,4.0,87.0,0.270232,0.0,1.0,-0.222457,-0.047136,0.463851,1.271534,0,317801.55
110911.66,34.6,0.153988,5.0,148.0,0.012562,0.0,3.0,1.744098,1.608171,-0.720913,-0.658682,0,275317.15
14406.22,30.4,0.093265,1.0,68.0,0.068071,0.0,3.0,-0.095747,1.457672,-0.359823,-0.738504,0,50509.26
53173.41,26.0,0.777524,2.0,67.0,0.570776,4.0,0.0,-0.256986,1.901619,2.045244,-0.118258,0,52410.46
61676.38,23.0,0.580615,0.0,67.0,0.344556,2.0,4.0,0.09034,-2.560147,-0.123266,1.350552,0,132263.04
76790.48,27.2,0.421421,3.0,38.0,0.236998,2.0,2.0,1.975331,-0.226795,-1.335694,-0.436099,0,163135.35
65595.72,44.7,0.487615,1.0,70.0,0.317876,2.0,4.0,-0.544669,0.204942,-0.623085,0.089554,1,124359.48
73244.88,37.4,0.45133,2.0,11.0,0.319608,0.0,2.0,-0.453006,-0.210357,-0.555899,-2.065525,0,156376.33
71225.36,25.3,0.664932,1.0,20.0,0.451219,2.0,4.0,-0.456923,0.348326,1.401018,-1.064882,0,130175.43
34118.55,28.0,0.518618,2.0,76.0,0.405901,3.0,1.0,-0.254773,0.376067,0.950485,0.188675,0,45876.57
100389.38,52.5,0.298019,0.0,104.0,0.229695,0.0,2.0,-1.015774,0.136143,-1.041649,-1.728555,0,239983.03
84793.51,55.0,0.555865,2.0,76.0,0.525827,1.0,0.0,-1.213176,0.693415,1.402897,-1.177838,0,156567.84
59311.4,33.9,0.540061,3.0,53.0,0.344207,1.0,3.0,-0.820253,-0.878044,-0.189193,-0.076069,0,138096.39
94326.83,32.3,0.327605,1.0,44.0,0.238713,1.0,3.0,0.167059,0.774857,0.091845,0.737907,0,215747.82
26332.63,26.4,0.479699,1.0,22.0,0.365513,2.0,1.0,-0.452612,-0.28391,-1.773234,-0.228822,0,19497.26
88817.36,27.1,0.610269,0.0,110.0,0.485274,3.0,5.0,0.272139,-1.920053,1.552719,0.753809,1,198442.81
67091.15,28.4,0.404634,0.0,78.0,0.249587,0.0,5.0,0.505193,1.569717,-1.313485,0.356143,0,154036.11
45188.75,30.3,0.120552,1.0,38.0,0.155471,0.0,2.0,0.591098,1.451812,-1.896588,2.313409,0,121214.43
49236.1,36.9,0.204681,0.0,40.0,0.169962,0.0,1.0,-0.796368,-0.922284,-0.325039,1.384641,0,100694.2
26976.87,44.9,0.046843,0.0,103.0,0.003111,0.0,2.0,-0.829363,-0.71284,1.314387,-1.329745,0,76613.72
47924.14,47.9,0.424076,1.0,48.0,0.411981,1.0,1.0,-0.818039,-1.932552,0.66444,-0.023724,0,94335.65
26703.19,54.0,0.234334,0.0,56.0,0.179634,0.0,0.0,0.024813,-1.466599,0.267321,-2.135224,0,74880.26
76071.33,26.7,0.247262,2.0,89.0,0.155146,0.0,1.0,-2.401224,1.322426,0.676594,-0.28364,0,179140.67
40302.27,50.2,0.19873,3.0,56.0,0.027029,1.0,3.0,-0.793897,-0.019165,-0.094977,1.810091,0,76786.16
14902.21,31.8,0.282846,1.0,106.0,0.168438,0.0,3.0,0.4433,-0.539244,-1.621395,-0.138624,0,51890.79
87839.3,64.0,0.322452,2.0,58.0,0.215454,2.0,1.0,-0.625282,0.663268,-0.294085,1.397005,0,179213.24
40322.28,34.5,0.099844,1.0,100.0,0.080669,1.0,4.0,1.514159,-1.543316,1.263051,0.359686,0,108890.58
165768.77,37.7,0.122021,1.0,105.0,0.090656,1.0,1.0,-1.194576,-1.74957,-0.214421,-0.495485,0,390530.68
47033.53,21.6,0.123401,4.0,118.0,0.137257,1.0,2.0,0.480207,-0.356891,1.521927,1.582625,0,109442.67
131656.52,53.1,0.569437,0.0,33.0,0.408371,5.0,1.0,0.818307,-0.355469,-0.509869,1.373796,1,260485.02
81710.01,38.0,0.236304,2.0,102.0,0.188136,3.0,2.0,0.275202,1.048643,0.172373,0.437475,0,165580.57
97930.31,46.8,0.478006,0.0,67.0,0.281553,0.0,1.0,0.622746,0.535264,-0.076053,0.32202,0,219637.16
75586.26,45.9,0.10415,1.0,158.0,0.043603,0.0,0.0,-0.072651,-0.715135,0.400015,-0.292117,0,205773.68
96420.83,42.3,0.305616,0.0,58.0,0.163262,1.0,1.0,0.118118,0.002835,-0.563823,-0.826066,0,213343.14
27568.67,29.1,0.165949,0.0,26.0,0.171483,1.0,2.0,0.461342,0.599634,0.341239,0.913744,1,75338.65
57691.36,46.5,0.326833,2.0,67.0,0.276533,1.0,3.0,0.963097,0.403859,0.21137,-1.233356,0,128888.97
62807.06,37.8,0.167663,1.0,64.0,0.097817,2.0,0.0,0.380147,-0.916774,2.330495,-0.216202,0,144721.35
83547.53,31.5,0.22751,1.0,65.0,0.199628,2.0,2.0,-0.251495,0.19717,-0.26044,0.607151,0,185947.22
60901.79,47.5,0.107931,2.0,153.0,0.081969,2.0,6.0,-0.27781,-0.710289,0.364522,1.3757,0,168082.39
92197.37,28.9,0.351769,1.0,76.0,0.306105,0.0,3.0,0.532678,1.338295,-0.214861,-0.254336,0,180792.01
98509.74,26.1,0.22876,2.0,28.0,0.122974,1.0,3.0,-0.29473,-0.482478,0.425528,-0.618186,0,230516.14
51354.65,48.6,0.289051,0.0,49.0,0.159275,1.0,4.0,-0.107466,-0.428747,-1.761919,-0.41289,0,120302.67
249227.04,40.9,0.487385,0.0,76.0,0.34169,1.0,1.0,0.541698,-2.018346,0.360043,0.731938,0,565703.06
47099.12,44.7,0.099227,3.0,66.0,0.06319,2.0,2.0,-0.848784,1.369241,0.720317,-1.257745,0,80275.15
32263.53,40.0,0.598652,0.0,59.0,0.481589,3.0,2.0,-0.753992,0.532954,-3.367321,0.024415,1,42156.49
98705.74,21.0,0.418557,2.0,49.0,0.323302,1.0,5.0,-0.656688,0.957637,-0.525525,0.248244,0,226209.63
48611.08,24.4,0.211221,2.0,77.0,0.123311,1.0,3.0,-0.250678,0.215384,1.306148,0.756307,1,109658.72
116277.09,33.6,0.497897,2.0,66.0,0.438319,0.0,2.0,-0.151078,-0.314548,0.474561,-1.690486,0,245910.16
89575.54,48.9,0.294791,0.0,29.0,0.304095,0.0,0.0,-0.40762,-0.591505,-0.711985,1.817556,0,180634.56
101629.34,33.5,0.380628,1.0,111.0,0.35948,1.0,4.0,-2.293569,-0.376637,-1.543962,0.024837,0,214201.61
61122.37,21.9,0.564526,3.0,21.0,0.439878,0.0,2.0,0.770634,-0.193351,0.48222,0.425399,1,137371.51
127487.56,33.6,0.187642,3.0,142.0,0.057327,0.0,1.0,-0.11296,0.772017,-0.846854,0.834129,0,308294.15
104024.62,25.7,0.040077,2.0,75.0,0.025817,0.0,1.0,0.89523,0.26388,0.132648,-1.299312,0,242390.85
38619.66,39.3,0.121004,2.0,34.0,0.057694,0.0,2.0,-0.02466,0.702086,-1.321537,-0.114843,0,118888.98
28286.75,34.9,0.436965,0.0,16.0,0.377155,0.0,2.0,-2.102969,-0.299172,-0.946557,-1.762288,0,40966.51
45718.49,42.0,0.505194,1.0,47.0,0.333116,3.0,1.0,-0.737814,0.228074,-0.702355,-1.06742,0,70961.41
73358.13,44.7,0.599127,1.0,80.0,0.459142,0.0,4.0,-2.303484,-0.418728,-0.495027,-0.124706,0,168403.5
91410.95,30.1,0.482024,1.0,35.0,0.326905,2.0,3.0,-0.32534,-1.565905,-0.83942,-0.373293,0,164601.3
44710.42,42.1,0.259894,1.0,8.0,0.162622,1.0,0.0,1.677794,1.288132,-2.46921,0.873103,0,86010.72
58891.68,21.0,0.257086,0.0,88.0,0.14766,1.0,4.0,-0.531589,0.231727,-0.865734,-0.633448,0,132486.39
24460.27,38.0,0.197154,2.0,48.0,0.107018,0.0,4.0,-1.253824,0.594217,0.827422,0.206357,0,63942.91
81878.03,30.0,0.520653,3.0,64.0,0.39631,4.0,2.0,0.007603,-1.212241,0.641525,-0.446195,1,155282.8
38349.15,34.1,0.418626,0.0,64.0,0.189989,2.0,1.0,1.340499,-0.061747,-1.186327,0.106643,1,69030.01
92837.75,31.7,0.607528,0.0,56.0,0.49257,1.0,1.0,0.896294,-0.435599,0.211692,1.596027,0,202754.52
57495.38,31.7,0.641049,0.0,31.0,0.462252,2.0,3.0,0.684255,0.360328,1.560683,-0.073417,0,104624.09
80596.46,43.4,0.095814,1.0,123.0,0.08493,1.0,4.0,0.570946,-1.531713,-1.614894,-0.209498,0,184366.11
52170.69,33.4,0.201898,2.0,17.0,0.131624,3.0,4.0,-0.172688,0.2401,-2.285004,1.046258,1,136199.99
31710.83,39.4,0.421722,1.0,50.0,0.348855,0.0,4.0,-1.8135,0.055133,-0.284986,-0.311733,0,79980.79
59090.72,32.4,0.07002,2.0,19.0,0.112137,1.0,1.0,0.009337,0.452511,0.150418,-0.339835,1,150890.55
