user_id,variant,device,day,converted
E-007640,control,desktop,1,0
E-015707,treatment,desktop,1,0
E-004342,control,mobile,10,0
E-018649,treatment,mobile,9,0
E-021667,treatment,desktop,7,0
E-016225,treatment,mobile,8,0
E-012636,treatment,mobile,1,0
E-002307,control,desktop,5,0
E-014190,treatment,mobile,2,0
E-020197,treatment,mobile,3,0
E-022782,treatment,mobile,6,0
E-018944,treatment,mobile,14,1
E-009051,control,desktop,1,0
E-002629,control,mobile,7,0
E-001887,control,desktop,3,0
E-008090,control,desktop,1,0
E-023968,treatment,mobile,6,0
E-014764,treatment,mobile,5,0
E-023413,treatment,mobile,2,0
E-004685,control,mobile,8,0
E-022462,treatment,desktop,6,0
E-017552,treatment,mobile,4,0
E-008950,control,desktop,12,0
E-005948,control,desktop,8,0
E-013165,treatment,desktop,6,0
E-018914,treatment,desktop,14,0
E-002954,control,mobile,11,0
E-019606,treatment,mobile,14,0
E-021230,treatment,desktop,10,0
E-014941,treatment,mobile,6,0
E-020361,treatment,mobile,7,0
E-002747,control,mobile,5,0
E-010434,control,mobile,14,0
E-001301,control,desktop,14,0
E-021627,treatment,mobile,3,0
E-017453,treatment,desktop,2,0
E-023460,treatment,mobile,3,0
E-009424,control,desktop,6,0
E-022452,treatment,mobile,13,0
E-010061,control,desktop,14,0
E-011984,control,mobile,14,0
E-000427,control,desktop,10,0
E-007593,control,mobile,4,0
E-017436,treatment,mobile,12,0
E-013336,treatment,desktop,11,0
E-022128,treatment,desktop,9,0
E-003784,control,desktop,2,0
E-021264,treatment,mobile,13,0
E-012041,treatment,mobile,1,0
E-012812,treatment,mobile,2,0
E-007042,control,mobile,6,0
E-010370,control,desktop,10,0
E-017686,treatment,mobile,14,0
E-015281,treatment,mobile,7,0
E-015273,treatment,mobile,4,0
E-019243,treatment,mobile,8,0
E-007449,control,mobile,10,0
E-012068,treatment,mobile,5,0
E-001464,control,mobile,10,0
E-022415,treatment,desktop,7,0
E-003632,control,mobile,3,0
E-008879,control,mobile,2,0
E-006475,control,desktop,12,0
E-023103,treatment,desktop,4,0
E-017851,treatment,desktop,4,0
E-009270,control,mobile,4,0
E-007199,control,mobile,4,0
E-006691,control,mobile,9,0
E-020937,treatment,mobile,13,0
E-007680,control,mobile,14,0
E-022385,treatment,mobile,8,0
E-006617,control,mobile,8,0
E-006987,control,mobile,2,0
E-022051,treatment,mobile,11,0
E-003974,control,mobile,8,0
E-018318,treatment,mobile,9,0
E-016620,treatment,desktop,2,0
E-013161,treatment,desktop,12,0
E-007016,control,mobile,1,0
E-015609,treatment,mobile,3,0
E-000745,control,mobile,1,0
E-000532,control,mobile,3,0
E-020097,treatment,desktop,14,0
E-013270,treatment,desktop,9,0
E-020021,treatment,mobile,12,0
E-008755,control,mobile,12,0
E-013314,treatment,mobile,6,0
E-019116,treatment,mobile,9,0
E-009204,control,desktop,3,0
E-006937,control,desktop,10,0
E-019079,treatment,mobile,14,1
E-017113,treatment,mobile,3,0
E-008109,control,desktop,14,0
E-015186,treatment,mobile,4,0
E-023077,treatment,mobile,14,0
E-014778,treatment,desktop,1,0
E-007162,control,mobile,7,0
E-005623,control,desktop,9,0
E-005149,control,mobile,14,0
E-005807,control,mobile,9,0
E-008289,control,desktop,2,0
E-023948,treatment,desktop,5,0
E-016720,treatment,mobile,2,0
E-020285,treatment,desktop,12,0
E-022810,treatment,desktop,14,0
E-004963,control,desktop,9,0
E-022004,treatment,desktop,7,0
E-013278,treatment,mobile,12,0
E-010993,control,desktop,1,0
E-016766,treatment,mobile,10,0
E-007484,control,desktop,6,0
E-007133,control,mobile,13,1
E-004183,control,mobile,9,0
E-011652,control,desktop,8,0
E-005465,control,mobile,3,0
E-016890,treatment,mobile,7,1
E-018015,treatment,desktop,14,1
E-001903,control,desktop,4,0
E-022716,treatment,mobile,11,0
E-015332,treatment,desktop,2,1
E-000786,control,mobile,13,0
E-006313,control,mobile,11,0
E-015661,treatment,mobile,4,0
E-004234,control,mobile,13,0
E-000762,control,desktop,7,0
E-009938,control,mobile,3,0
E-006205,control,mobile,9,0
E-014865,treatment,mobile,11,0
E-019573,treatment,mobile,13,1
E-002642,control,mobile,1,1
E-018829,treatment,desktop,7,0
E-005008,control,mobile,11,0
E-003121,control,desktop,5,0
E-020707,treatment,mobile,11,1
E-010602,control,desktop,11,0
E-007135,control,mobile,11,0
E-002341,control,mobile,2,0
E-021254,treatment,mobile,14,0
E-022627,treatment,mobile,5,1
E-006002,control,mobile,6,0
E-022935,treatment,desktop,11,1
E-013593,treatment,mobile,14,1
E-005457,control,mobile,3,0
E-019937,treatment,desktop,12,0
E-011059,control,desktop,9,0
E-011256,control,mobile,2,1
E-002846,control,desktop,5,0
E-007025,control,mobile,3,0
E-010522,control,desktop,2,0
E-001601,control,mobile,9,0
E-017334,treatment,mobile,10,1
E-016967,treatment,mobile,7,0
E-002531,control,mobile,6,0
E-004468,control,desktop,10,0
E-011118,control,desktop,12,0
E-014884,treatment,desktop,6,0
E-006498,control,mobile,4,0
E-011500,control,mobile,4,0
E-023331,treatment,mobile,5,0
E-006057,control,mobile,9,0
E-001866,control,mobile,8,0
E-022982,treatment,mobile,6,0
E-015624,treatment,desktop,8,0
E-003321,control,mobile,4,0
E-021177,treatment,mobile,9,0
E-011135,control,mobile,3,0
E-022799,treatment,mobile,1,0
E-001645,control,desktop,13,0
E-005619,control,mobile,4,0
E-012049,treatment,desktop,1,0
E-010211,control,desktop,13,0
E-023683,treatment,mobile,14,0
E-017740,treatment,mobile,12,0
E-008330,control,mobile,4,0
E-010535,control,desktop,10,0
E-006428,control,mobile,14,1
E-017861,treatment,desktop,14,0
E-022225,treatment,desktop,3,0
E-021687,treatment,mobile,12,0
E-021704,treatment,mobile,11,0
E-011824,control,mobile,6,0
E-017441,treatment,mobile,2,0
E-010176,control,desktop,13,0
E-004209,control,mobile,1,0
E-007246,control,mobile,1,0
E-009837,control,mobile,6,0
E-002308,control,desktop,11,0
E-015357,treatment,mobile,14,0
E-017361,treatment,desktop,7,0
E-015841,treatment,mobile,8,1
E-005237,control,mobile,12,0
E-014201,treatment,mobile,6,0
E-017766,treatment,desktop,7,1
E-010384,control,mobile,10,0
E-008621,control,mobile,14,0
E-022709,treatment,mobile,9,0
E-021726,treatment,desktop,9,0
E-021222,treatment,mobile,2,0
E-018131,treatment,mobile,14,0
E-019557,treatment,desktop,13,0
E-001754,control,mobile,11,0
E-007580,control,mobile,2,1
E-013646,treatment,mobile,1,0
E-004241,control,mobile,13,0
E-022247,treatment,mobile,7,0
E-020885,treatment,desktop,12,0
E-004831,control,mobile,11,1
E-023804,treatment,mobile,11,0
E-005434,control,desktop,12,0
E-007282,control,desktop,8,1
E-012967,treatment,mobile,13,0
E-013258,treatment,mobile,11,0
E-006082,control,mobile,5,0
E-008784,control,mobile,1,0
E-022167,treatment,desktop,3,0
E-021662,treatment,desktop,8,0
E-010527,control,mobile,6,0
E-007975,control,desktop,5,0
E-023802,treatment,mobile,12,0
E-006689,control,mobile,10,1
E-005346,control,mobile,14,0
E-014107,treatment,desktop,9,0
E-016058,treatment,desktop,14,0
E-021972,treatment,mobile,12,0
E-008231,control,mobile,1,0
E-000054,control,mobile,6,0
E-009704,control,mobile,3,0
E-021111,treatment,desktop,8,1
E-016647,treatment,desktop,6,0
E-009864,control,desktop,7,1
E-004662,control,mobile,14,0
E-011324,control,mobile,6,0
E-004009,control,mobile,4,0
E-005120,control,mobile,14,0
E-010505,control,desktop,14,0
E-010351,control,mobile,13,0
E-020209,treatment,mobile,7,0
E-014647,treatment,desktop,11,0
E-004093,control,desktop,7,0
E-005930,control,mobile,9,0
E-007860,control,mobile,8,0
E-004053,control,desktop,9,0
E-007867,control,desktop,10,0
E-009271,control,mobile,6,0
E-014082,treatment,desktop,11,0
E-007200,control,mobile,10,0
E-021240,treatment,desktop,13,0
E-008190,control,desktop,14,0
E-012244,treatment,mobile,10,0
E-016710,treatment,mobile,7,1
E-010068,control,mobile,12,0
E-011689,control,mobile,14,0
E-003497,control,desktop,2,0
E-020551,treatment,desktop,12,0
E-022089,treatment,mobile,14,0
E-009088,control,mobile,10,0
E-005804,control,mobile,3,0
E-001671,control,desktop,12,0
E-016902,treatment,desktop,1,0
E-008323,control,desktop,2,0
E-003833,control,desktop,1,0
E-015006,treatment,desktop,3,0
E-005954,control,desktop,5,0
E-020896,treatment,desktop,7,0
E-002565,control,mobile,9,0
E-004625,control,mobile,1,0
E-009724,control,mobile,6,0
E-013150,treatment,mobile,8,0
E-000372,control,mobile,8,0
E-023973,treatment,mobile,14,0
E-016354,treatment,mobile,11,0
E-019717,treatment,mobile,12,0
E-003694,control,mobile,5,0
E-014219,treatment,mobile,4,0
E-017547,treatment,mobile,12,0
E-022998,treatment,mobile,2,0
E-002043,control,desktop,4,0
E-021842,treatment,mobile,10,0
E-015342,treatment,mobile,12,1
E-001444,control,mobile,5,0
E-019782,treatment,desktop,6,0
E-010874,control,mobile,2,0
E-000539,control,desktop,9,0
E-021197,treatment,mobile,14,0
E-004753,control,desktop,5,0
E-003045,control,mobile,13,0
E-015086,treatment,mobile,13,0
E-000216,control,mobile,13,0
E-019603,treatment,mobile,6,0
E-014611,treatment,mobile,11,0
E-006432,control,desktop,10,0
E-023753,treatment,desktop,3,0
E-022113,treatment,desktop,14,1
E-020409,treatment,mobile,6,0
E-016388,treatment,mobile,5,0
E-004411,control,desktop,8,0
E-004056,control,mobile,8,0
E-022019,treatment,desktop,1,0
E-022446,treatment,desktop,4,0
E-020662,treatment,mobile,5,1
E-005819,control,mobile,3,0
E-018984,treatment,desktop,11,0
E-019036,treatment,desktop,9,0
E-020437,treatment,desktop,14,0
E-003249,control,desktop,3,0
E-018935,treatment,mobile,7,0
E-002042,control,mobile,9,0
E-008758,control,mobile,5,0
E-012371,treatment,mobile,1,0
E-012599,treatment,mobile,14,0
E-009418,control,mobile,8,0
E-006949,control,mobile,14,0
E-005532,control,mobile,8,0
E-001731,control,mobile,3,1
E-010373,control,mobile,6,0
E-002202,control,mobile,8,1
E-012718,treatment,mobile,1,0
E-010168,control,mobile,3,0
E-010603,control,mobile,12,0
E-022486,treatment,mobile,10,0
E-014522,treatment,mobile,9,0
E-013072,treatment,mobile,5,0
E-001647,control,mobile,12,0
E-018476,treatment,desktop,5,0
E-002442,control,mobile,9,0
E-005533,control,mobile,1,0
E-012822,treatment,mobile,13,0
E-020125,treatment,mobile,13,0
E-014908,treatment,mobile,3,0
E-013635,treatment,mobile,10,0
E-009221,control,desktop,10,0
E-005041,control,mobile,14,0
E-020682,treatment,desktop,3,0
E-000376,control,desktop,2,0
E-013016,treatment,desktop,3,0
E-012760,treatment,mobile,3,0
E-005338,control,desktop,3,0
E-011069,control,mobile,10,0
E-012732,treatment,mobile,14,0
E-020976,treatment,mobile,4,1
E-007236,control,mobile,14,0
E-000299,control,desktop,3,0
E-013859,treatment,desktop,4,0
E-022316,treatment,mobile,2,0
E-001506,control,mobile,11,0
E-003332,control,mobile,10,0
E-000705,control,mobile,7,0
E-016522,treatment,desktop,3,0
E-008890,control,desktop,12,0
E-012698,treatment,desktop,3,0
E-011541,control,desktop,8,0
E-017448,treatment,desktop,5,0
E-020637,treatment,mobile,5,0
E-018799,treatment,mobile,8,0
E-011606,control,desktop,11,0
E-014158,treatment,desktop,13,0
E-020429,treatment,desktop,1,0
E-000857,control,desktop,13,0
E-019065,treatment,desktop,12,0
E-014266,treatment,mobile,10,0
E-008431,control,mobile,10,1
E-007911,control,mobile,12,0
E-006899,control,mobile,4,0
E-017673,treatment,desktop,2,0
E-008803,control,mobile,1,0
E-001911,control,desktop,11,0
E-000561,control,desktop,9,0
E-013425,treatment,mobile,10,0
E-018615,treatment,mobile,9,0
E-007798,control,mobile,6,0
E-016593,treatment,mobile,1,0
E-013378,treatment,mobile,2,0
E-011836,control,mobile,4,0
E-007811,control,desktop,5,0
E-005643,control,mobile,5,0
E-006500,control,mobile,1,0
E-012843,treatment,desktop,9,0
E-008664,control,mobile,13,0
E-004157,control,mobile,7,0
E-003595,control,mobile,7,0
E-012259,treatment,mobile,5,0
E-010839,control,desktop,2,0
E-009037,control,mobile,13,0
E-007062,control,desktop,5,1
E-000891,control,mobile,10,0
E-005824,control,mobile,5,0
E-007759,control,mobile,12,0
E-002159,control,desktop,6,0
E-012642,treatment,desktop,4,0
E-006894,control,mobile,10,0
E-003252,control,mobile,4,1
E-013308,treatment,mobile,2,1
E-012450,treatment,mobile,9,0
E-017067,treatment,desktop,11,0
E-018565,treatment,mobile,14,0
E-005799,control,mobile,12,0
E-005945,control,mobile,13,0
E-002390,control,mobile,1,0
E-001094,control,mobile,1,0
E-020786,treatment,desktop,6,0
E-008342,control,mobile,8,0
E-019794,treatment,mobile,12,0
E-015017,treatment,mobile,8,0
E-008016,control,desktop,6,0
E-017906,treatment,desktop,9,0
E-020878,treatment,desktop,11,0
E-013224,treatment,mobile,13,0
E-010108,control,desktop,6,0
E-020456,treatment,mobile,14,0
E-023523,treatment,desktop,13,0
E-011326,control,desktop,13,0
E-018682,treatment,mobile,1,0
E-018463,treatment,mobile,13,0
E-018238,treatment,mobile,5,1
E-012536,treatment,desktop,12,0
E-021171,treatment,desktop,14,0
E-003080,control,desktop,14,0
E-017080,treatment,desktop,9,0
E-012203,treatment,mobile,6,0
E-021886,treatment,desktop,3,0
E-022283,treatment,desktop,12,0
E-003746,control,mobile,7,0
E-013384,treatment,mobile,13,1
E-011963,control,desktop,13,0
E-020051,treatment,mobile,7,0
E-016391,treatment,desktop,2,0
E-011037,control,mobile,3,0
E-019517,treatment,desktop,4,0
E-006350,control,desktop,3,0
E-016985,treatment,mobile,12,0
E-012155,treatment,mobile,3,0
E-008831,control,desktop,12,0
E-011029,control,mobile,12,0
E-002905,control,mobile,8,1
E-021979,treatment,mobile,1,0
E-011889,control,mobile,3,0
E-006510,control,desktop,2,0
E-007830,control,desktop,10,0
E-000943,control,mobile,13,0
E-021985,treatment,mobile,10,0
E-021441,treatment,mobile,9,0
E-021452,treatment,desktop,8,0
E-005186,control,desktop,11,0
E-011506,control,mobile,11,0
E-003897,control,desktop,10,0
E-003898,control,desktop,4,0
E-022373,treatment,mobile,14,0
E-011447,control,mobile,9,0
E-023152,treatment,mobile,1,0
E-012696,treatment,desktop,7,0
E-011998,control,mobile,4,0
E-023704,treatment,mobile,14,0
E-018402,treatment,mobile,10,1
E-010907,control,desktop,5,0
E-008331,control,desktop,14,0
E-011286,control,mobile,2,0
E-014829,treatment,mobile,12,0
E-001642,control,desktop,3,0
E-005194,control,mobile,7,0
E-017006,treatment,desktop,5,0
E-004425,control,mobile,5,0
E-014401,treatment,mobile,5,0
E-016616,treatment,desktop,6,0
E-006831,control,mobile,3,0
E-010549,control,desktop,4,0
E-008907,control,mobile,3,0
E-008656,control,mobile,13,0
E-016530,treatment,desktop,3,0
E-020435,treatment,desktop,13,1
E-015872,treatment,mobile,6,1
E-009590,control,mobile,12,0
E-006236,control,desktop,14,0
E-003292,control,mobile,4,0
E-000306,control,desktop,13,0
E-019138,treatment,mobile,13,0
E-000625,control,mobile,8,0
E-011815,control,mobile,9,0
E-023747,treatment,desktop,10,0
E-013570,treatment,desktop,14,0
E-016313,treatment,mobile,3,1
E-023760,treatment,desktop,6,0
E-020346,treatment,mobile,7,0
E-014323,treatment,desktop,10,0
E-012821,treatment,mobile,5,0
E-022370,treatment,mobile,1,0
E-017638,treatment,desktop,14,0
E-016327,treatment,mobile,13,0
E-010643,control,mobile,9,0
E-021991,treatment,mobile,12,0
E-018843,treatment,desktop,2,0
E-012521,treatment,mobile,14,0
E-011834,control,desktop,8,0
E-003365,control,desktop,2,0
E-015540,treatment,desktop,6,0
E-001156,control,mobile,5,0
E-000208,control,desktop,2,0
E-008024,control,desktop,3,0
E-001341,control,mobile,10,0
E-010573,control,desktop,3,0
E-011825,control,mobile,3,0
E-010202,control,mobile,6,0
E-016566,treatment,mobile,7,0
E-020699,treatment,desktop,7,0
E-021372,treatment,desktop,2,0
E-000771,control,mobile,14,0
E-017075,treatment,mobile,14,0
E-003482,control,mobile,6,1
E-005085,control,desktop,11,0
E-015251,treatment,desktop,7,0
E-015224,treatment,mobile,9,0
E-019168,treatment,desktop,1,1
E-000840,control,desktop,2,0
E-008482,control,mobile,12,0
E-007175,control,mobile,6,0
E-007792,control,desktop,9,0
E-009979,control,desktop,14,0
E-010350,control,mobile,7,0
E-003925,control,desktop,12,0
E-019675,treatment,mobile,6,0
E-009617,control,mobile,11,0
E-021910,treatment,desktop,9,0
E-023840,treatment,mobile,4,0
E-011823,control,desktop,12,0
E-015001,treatment,desktop,11,0
E-016095,treatment,mobile,6,0
E-001680,control,desktop,10,0
E-023065,treatment,desktop,3,0
E-001245,control,mobile,13,0
E-005284,control,desktop,13,0
E-018968,treatment,mobile,10,0
E-020956,treatment,mobile,11,0
E-010137,control,mobile,10,0
E-006388,control,desktop,4,0
E-004613,control,mobile,1,0
E-009982,control,mobile,8,0
E-023247,treatment,mobile,6,0
E-009052,control,mobile,1,0
E-007224,control,mobile,11,0
E-012181,treatment,desktop,4,0
E-021471,treatment,desktop,2,0
E-019515,treatment,desktop,2,0
E-005383,control,mobile,2,0
E-006550,control,mobile,5,0
E-019081,treatment,mobile,7,0
E-023205,treatment,mobile,11,0
E-015131,treatment,mobile,7,1
E-022620,treatment,desktop,4,0
E-022611,treatment,mobile,13,0
E-022064,treatment,mobile,10,0
E-019649,treatment,desktop,10,0
E-007353,control,mobile,1,0
E-012761,treatment,mobile,3,0
E-007635,control,desktop,9,0
E-020889,treatment,desktop,7,0
E-004240,control,desktop,10,0
E-008851,control,mobile,3,0
E-008791,control,mobile,13,0
E-011347,control,mobile,8,0
E-016310,treatment,mobile,9,0
E-002970,control,desktop,7,0
E-000045,control,mobile,12,0
E-015064,treatment,mobile,11,0
E-006713,control,desktop,11,0
E-004815,control,desktop,7,0
E-002451,control,mobile,13,0
E-022061,treatment,desktop,12,0
E-021109,treatment,mobile,6,0
E-014702,treatment,desktop,2,0
E-022567,treatment,desktop,6,0
E-008628,control,mobile,5,0
E-007809,control,mobile,1,0
E-005446,control,desktop,2,0
E-012748,treatment,mobile,1,1
E-004567,control,mobile,12,0
E-006742,control,mobile,13,0
E-012712,treatment,mobile,9,0
E-011885,control,mobile,13,0
E-017320,treatment,mobile,14,0
E-002870,control,mobile,9,0
E-005005,control,mobile,5,0
E-014343,treatment,mobile,3,0
E-021074,treatment,mobile,5,0
E-014237,treatment,mobile,13,0
E-003456,control,mobile,9,0
E-000693,control,mobile,11,0
E-000186,control,mobile,2,0
E-006325,control,desktop,14,0
E-018231,treatment,desktop,6,0
E-008618,control,mobile,13,0
E-012322,treatment,mobile,6,0
E-001171,control,mobile,6,0
E-018099,treatment,mobile,7,0
E-023096,treatment,desktop,3,0
E-007297,control,desktop,7,0
E-004370,control,desktop,10,1
E-004799,control,desktop,14,0
E-014383,treatment,desktop,11,0
E-001538,control,desktop,5,0
E-002652,control,desktop,8,1
E-000656,control,mobile,10,0
E-004087,control,mobile,9,0
E-005152,control,mobile,5,0
E-014920,treatment,mobile,6,0
E-019290,treatment,desktop,3,0
E-020839,treatment,desktop,2,0
E-007877,control,mobile,14,0
E-015749,treatment,desktop,13,0
E-018174,treatment,mobile,6,0
E-012215,treatment,desktop,2,0
E-003875,control,mobile,7,0
E-018492,treatment,mobile,10,0
E-011053,control,desktop,7,0
E-003446,control,mobile,1,0
E-009429,control,mobile,11,0
E-009686,control,mobile,11,0
E-004502,control,desktop,3,0
E-001633,control,desktop,4,0
E-018064,treatment,mobile,13,0
E-012344,treatment,desktop,13,0
E-011219,control,mobile,7,0
E-019859,treatment,desktop,6,0
E-007893,control,desktop,10,0
E-022246,treatment,mobile,3,0
E-021178,treatment,mobile,3,0
E-002668,control,mobile,14,0
E-008000,control,desktop,8,0
E-000412,control,desktop,14,0
E-019727,treatment,mobile,7,0
E-003579,control,mobile,13,0
E-020817,treatment,desktop,12,0
E-023049,treatment,mobile,14,0
E-014482,treatment,mobile,14,0
E-005301,control,mobile,3,0
E-007134,control,mobile,11,0
E-018721,treatment,mobile,1,0
E-023803,treatment,desktop,4,0
E-017577,treatment,desktop,14,0
E-011548,control,mobile,13,0
E-022007,treatment,mobile,12,0
E-006775,control,desktop,4,0
