day,spend_inr,is_spike
800,268.77,0
801,252.28,0
802,513.97,0
803,553.73,0
804,645.01,0
805,392.73,0
806,319.02,0
807,655.24,0
808,434.79,0
809,799.08,0
810,692.36,0
811,423.5,0
812,249.42,0
813,705.58,0
814,570.78,0
815,443.67,0
816,361.26,0
817,317.45,0
818,321.65,0
819,218.58,0
820,454.82,0
821,277.52,0
822,431.69,0
823,556.72,0
824,347.15,0
825,505.03,0
826,362.34,0
827,750.43,0
828,631.45,0
829,498.53,0
830,371.77,0
831,312.66,0
832,622.7,0
833,1186.44,0
834,354.5,0
835,613.74,0
836,419.42,0
837,189.23,0
838,501.83,0
839,624.62,0
840,399.37,0
841,385.12,0
842,436.57,0
843,287.86,0
844,377.31,0
845,241.49,0
846,630.23,0
847,414.31,0
848,397.9,0
849,304.55,0
850,591.2,0
851,461.46,0
852,431.93,0
853,440.12,0
854,358.08,0
855,229.62,0
856,709.57,0
857,1008.78,0
858,401.52,0
859,12584.65,1
860,553.53,0
861,268.71,0
862,256.01,0
863,635.63,0
864,253.17,0
865,293.56,0
866,415.3,0
867,360.33,0
868,483.1,0
869,449.91,0
870,387.94,0
871,382.05,0
872,674.15,0
873,314.78,0
874,686.07,0
875,388.04,0
876,234.96,0
877,453.17,0
878,240.59,0
879,466.11,0
880,619.66,0
881,7540.91,1
882,259.4,0
883,481.26,0
884,573.86,0
885,458.25,0
886,383.41,0
887,243.45,0
888,334.15,0
889,326.12,0
890,591.77,0
891,289.46,0
892,258.56,0
893,148.49,0
894,410.56,0
895,325.04,0
896,261.29,0
897,358.65,0
898,608.86,0
899,367.4,0
900,390.48,0
901,331.62,0
902,759.67,0
903,604.58,0
904,404.85,0
905,461.66,0
906,333.6,0
907,263.96,0
908,556.22,0
909,219.9,0
910,268.81,0
911,450.81,0
912,734.08,0
913,287.58,0
914,418.83,0
915,337.52,0
916,401.34,0
917,636.89,0
918,298.06,0
919,402.34,0
920,487.74,0
921,162.58,0
922,341.02,0
923,524.04,0
924,287.71,0
925,330.86,0
926,625.01,0
927,305.14,0
928,380.76,0
929,246.89,0
930,469.32,0
931,812.56,0
932,469.89,0
933,427.66,0
934,248.77,0
935,324.21,0
936,238.8,0
937,367.45,0
938,384.67,0
939,458.03,0
940,580.43,0
941,703.03,0
942,368.33,0
943,680.51,0
944,194.77,0
945,699.02,0
946,540.88,0
947,241.44,0
948,395.41,0
949,523.28,0
950,386.31,0
951,1186.75,0
952,1376.22,0
953,592.07,0
954,474.09,0
955,508.12,0
956,384.93,0
957,657.71,0
958,1237.53,0
959,444.28,0
960,343.26,0
961,833.77,0
962,585.55,0
963,363.19,0
964,506.45,0
965,340.95,0
966,219.16,0
967,211.53,0
968,449.07,0
969,502.7,0
970,195.66,0
971,490.28,0
972,565.24,0
973,132.2,0
974,392.82,0
975,418.44,0
976,616.09,0
977,423.37,0
978,472.17,0
979,874.12,0
980,613.13,0
981,487.13,0
982,1223.95,0
983,291.16,0
984,619.09,0
985,1151.82,0
986,505.74,0
987,342.11,0
988,420.2,0
989,358.12,0
990,545.97,0
991,266.94,0
992,813.22,0
993,539.59,0
994,310.84,0
995,589.92,0
996,392.69,0
997,17561.1,1
998,262.27,0
999,370.56,0
1000,593.05,0
1001,313.29,0
1002,335.18,0
1003,621.99,0
1004,609.27,0
1005,295.84,0
1006,439.07,0
1007,390.17,0
1008,440.01,0
1009,277.01,0
1010,268.24,0
1011,611.59,0
1012,556.38,0
1013,269.38,0
1014,260.91,0
1015,651.6,0
1016,373.08,0
1017,589.65,0
1018,345.82,0
1019,275.04,0
1020,187.67,0
1021,407.89,0
1022,280.39,0
1023,229.52,0
1024,291.59,0
1025,414.8,0
1026,670.7,0
1027,574.13,0
1028,352.87,0
1029,169.35,0
1030,10536.22,1
1031,404.89,0
1032,226.74,0
1033,333.99,0
1034,660.04,0
1035,251.76,0
1036,545.47,0
1037,435.35,0
1038,562.44,0
1039,437.97,0
1040,638.11,0
1041,426.14,0
1042,497.37,0
1043,631.66,0
1044,207.43,0
1045,247.04,0
1046,1010.51,0
1047,767.52,0
1048,325.08,0
1049,294.96,0
1050,170.64,0
1051,596.48,0
1052,341.04,0
1053,587.59,0
1054,438.14,0
1055,382.1,0
1056,325.4,0
1057,276.58,0
1058,146.47,0
1059,274.1,0
1060,325.67,0
1061,282.48,0
1062,470.88,0
1063,733.77,0
1064,370.22,0
1065,422.28,0
1066,291.45,0
1067,702.78,0
1068,5762.96,1
1069,302.61,0
1070,343.49,0
1071,616.66,0
1072,385.42,0
1073,312.17,0
1074,450.37,0
1075,188.08,0
1076,661.64,0
1077,786.64,0
1078,349.17,0
1079,955.98,0
1080,497.33,0
1081,196.26,0
1082,5327.95,1
1083,218.69,0
1084,415.29,0
1085,935.59,0
1086,244.73,0
1087,654.18,0
1088,173.97,0
1089,648.6,0
1090,204.46,0
1091,204.7,0
1092,824.25,0
1093,615.15,0
1094,650.91,0
1095,643.4,0
1096,375.52,0
1097,468.51,0
1098,446.92,0
1099,412.39,0
1100,355.01,0
1101,754.39,0
1102,559.65,0
1103,412.01,0
1104,223.5,0
1105,393.13,0
1106,480.8,0
1107,269.43,0
1108,17235.65,1
1109,709.46,0
1110,497.41,0
1111,491.61,0
1112,777.27,0
1113,454.7,0
1114,336.2,0
1115,630.94,0
1116,176.1,0
1117,205.09,0
1118,455.45,0
1119,1405.12,0
1120,305.77,0
1121,1183.96,0
1122,376.06,0
1123,215.5,0
1124,304.12,0
1125,437.46,0
1126,313.52,0
1127,370.57,0
1128,279.04,0
1129,183.35,0
1130,475.2,0
1131,451.21,0
1132,397.24,0
1133,618.13,0
1134,343.15,0
1135,460.33,0
1136,1003.58,0
1137,349.93,0
1138,297.92,0
1139,276.58,0
1140,482.62,0
1141,485.46,0
1142,308.07,0
1143,450.27,0
1144,959.97,0
1145,279.54,0
1146,332.24,0
1147,381.38,0
1148,480.48,0
1149,527.86,0
1150,198.16,0
1151,495.26,0
1152,299.69,0
1153,510.72,0
1154,227.89,0
1155,394.72,0
1156,404.61,0
1157,332.57,0
1158,471.25,0
1159,603.25,0
1160,280.32,0
1161,389.97,0
1162,312.59,0
1163,777.12,0
1164,432.96,0
1165,505.29,0
1166,344.19,0
1167,340.21,0
1168,338.48,0
1169,449.0,0
1170,195.12,0
1171,222.87,0
1172,257.63,0
1173,250.07,0
1174,584.08,0
1175,353.7,0
1176,618.79,0
1177,302.89,0
1178,178.11,0
1179,465.13,0
1180,639.29,0
1181,298.51,0
1182,515.16,0
1183,518.8,0
1184,631.65,0
1185,516.52,0
1186,361.24,0
1187,234.51,0
1188,745.11,0
1189,684.15,0
1190,275.27,0
1191,491.37,0
1192,348.64,0
1193,388.96,0
1194,725.59,0
1195,674.23,0
1196,379.67,0
1197,336.97,0
1198,241.37,0
1199,19499.28,1
1200,345.33,0
1201,704.65,0
1202,344.63,0
1203,264.17,0
1204,629.86,0
1205,627.12,0
1206,174.74,0
1207,423.86,0
1208,606.8,0
1209,342.41,0
1210,293.63,0
1211,521.87,0
1212,224.13,0
1213,162.37,0
1214,585.49,0
1215,341.05,0
1216,341.98,0
1217,600.75,0
1218,462.03,0
1219,1118.44,0
1220,589.84,0
1221,390.63,0
1222,311.65,0
1223,535.6,0
1224,866.93,0
1225,675.58,0
1226,319.64,0
1227,258.0,0
1228,258.59,0
1229,388.62,0
1230,528.48,0
1231,317.59,0
1232,716.31,0
1233,258.83,0
1234,715.41,0
1235,392.27,0
1236,335.78,0
1237,1122.76,0
1238,496.4,0
1239,453.39,0
1240,470.38,0
1241,526.87,0
1242,540.5,0
1243,235.01,0
1244,398.09,0
1245,281.37,0
1246,532.56,0
1247,609.06,0
1248,557.07,0
1249,589.79,0
1250,814.11,0
1251,382.23,0
1252,565.18,0
1253,289.91,0
1254,163.37,0
1255,465.72,0
1256,310.42,0
1257,470.39,0
1258,367.37,0
1259,607.25,0
1260,466.69,0
1261,315.2,0
1262,197.1,0
1263,384.61,0
1264,524.47,0
1265,532.78,0
1266,221.24,0
1267,615.85,0
1268,542.36,0
1269,201.83,0
1270,500.5,0
1271,340.27,0
1272,112.75,0
1273,296.78,0
1274,201.94,0
1275,860.75,0
1276,645.98,0
1277,460.38,0
1278,630.91,0
1279,1024.24,0
1280,357.39,0
1281,183.31,0
1282,751.94,0
1283,170.7,0
1284,542.24,0
1285,192.56,0
1286,292.74,0
1287,363.98,0
1288,371.41,0
1289,470.63,0
1290,311.91,0
1291,364.58,0
1292,584.77,0
1293,320.51,0
1294,359.92,0
1295,650.71,0
1296,603.31,0
1297,311.75,0
1298,495.91,0
1299,426.88,0
1300,325.59,0
1301,855.45,0
1302,486.0,0
1303,405.28,0
1304,472.88,0
1305,389.71,0
1306,520.95,0
1307,602.54,0
1308,560.78,0
1309,1041.6,0
1310,666.19,0
1311,191.59,0
1312,498.63,0
1313,276.8,0
1314,521.94,0
1315,315.51,0
1316,645.62,0
1317,577.52,0
1318,618.91,0
1319,246.86,0
1320,541.69,0
1321,533.54,0
1322,514.92,0
1323,294.67,0
1324,893.63,0
1325,289.74,0
1326,832.21,0
1327,616.08,0
1328,486.67,0
1329,253.15,0
1330,157.04,0
1331,555.21,0
1332,391.86,0
1333,296.13,0
1334,108.3,0
1335,589.34,0
1336,657.07,0
1337,336.56,0
1338,264.0,0
1339,230.86,0
1340,395.14,0
1341,224.88,0
1342,686.94,0
1343,872.42,0
1344,318.42,0
1345,380.76,0
1346,785.04,0
1347,648.88,0
1348,613.42,0
1349,479.63,0
1350,501.43,0
1351,240.41,0
1352,532.95,0
1353,358.36,0
1354,328.29,0
1355,692.06,0
1356,471.3,0
1357,419.36,0
1358,499.52,0
1359,356.58,0
1360,206.54,0
1361,930.64,0
1362,420.54,0
1363,429.08,0
1364,375.82,0
1365,498.78,0
1366,725.46,0
1367,374.88,0
1368,276.78,0
1369,685.44,0
1370,613.78,0
1371,386.29,0
1372,682.89,0
1373,400.85,0
1374,584.63,0
1375,461.11,0
1376,7497.41,1
1377,345.96,0
1378,338.33,0
1379,319.72,0
1380,571.85,0
1381,635.35,0
1382,361.24,0
1383,382.42,0
1384,659.4,0
1385,279.38,0
1386,314.44,0
1387,304.01,0
1388,417.61,0
1389,797.19,0
1390,325.93,0
1391,629.95,0
1392,169.43,0
1393,501.3,0
1394,312.68,0
1395,401.62,0
1396,810.88,0
1397,278.27,0
1398,335.17,0
1399,277.34,0
1400,737.45,0
1401,176.58,0
1402,274.1,0
1403,125.5,0
1404,299.88,0
1405,558.82,0
1406,517.3,0
1407,315.91,0
1408,244.39,0
1409,249.58,0
1410,761.07,0
1411,307.14,0
1412,662.92,0
1413,549.47,0
1414,405.18,0
1415,232.02,0
1416,417.7,0
1417,480.43,0
1418,734.74,0
1419,465.45,0
1420,714.61,0
1421,340.33,0
1422,456.46,0
1423,242.68,0
1424,224.84,0
1425,392.51,0
1426,853.31,0
1427,498.41,0
1428,173.71,0
1429,518.21,0
1430,655.6,0
1431,299.61,0
1432,619.41,0
1433,461.93,0
1434,497.85,0
1435,459.19,0
1436,557.0,0
1437,992.48,0
1438,427.89,0
1439,641.09,0
1440,437.43,0
1441,508.7,0
1442,186.62,0
1443,399.45,0
1444,554.26,0
1445,606.91,0
1446,563.76,0
1447,490.63,0
1448,306.49,0
1449,382.4,0
1450,442.47,0
1451,355.58,0
1452,263.68,0
1453,343.65,0
1454,406.14,0
1455,333.13,0
1456,283.78,0
1457,1049.87,0
1458,873.87,0
1459,760.6,0
1460,344.95,0
1461,534.32,0
1462,434.6,0
1463,328.92,0
1464,356.82,0
1465,474.58,0
1466,164.08,0
1467,330.13,0
1468,225.57,0
1469,387.14,0
1470,301.21,0
1471,121.24,0
1472,359.27,0
1473,527.74,0
1474,202.23,0
1475,458.71,0
1476,467.3,0
1477,892.07,0
1478,243.97,0
1479,421.42,0
1480,438.06,0
1481,770.26,0
1482,180.47,0
1483,289.57,0
1484,660.02,0
1485,462.88,0
1486,519.11,0
1487,206.36,0
1488,575.77,0
1489,261.53,0
1490,373.91,0
1491,591.16,0
1492,620.84,0
1493,1019.57,0
1494,244.34,0
1495,216.53,0
1496,484.21,0
1497,356.52,0
1498,392.45,0
1499,413.88,0
1500,396.91,0
1501,251.15,0
1502,565.26,0
1503,370.44,0
1504,301.37,0
1505,165.78,0
1506,346.76,0
1507,537.92,0
1508,931.13,0
1509,604.39,0
1510,332.0,0
1511,1110.45,0
1512,405.22,0
1513,175.02,0
1514,277.09,0
1515,211.43,0
1516,421.38,0
1517,350.13,0
1518,581.1,0
1519,223.8,0
1520,362.97,0
1521,303.57,0
1522,231.49,0
1523,287.98,0
1524,629.59,0
1525,515.69,0
1526,597.32,0
1527,384.68,0
1528,375.76,0
1529,350.16,0
1530,352.69,0
1531,556.36,0
1532,543.82,0
1533,381.2,0
1534,255.11,0
1535,454.2,0
1536,361.98,0
1537,25718.09,1
1538,280.72,0
1539,422.86,0
1540,536.49,0
1541,477.11,0
1542,394.78,0
1543,293.88,0
1544,290.13,0
1545,319.5,0
1546,974.06,0
1547,434.87,0
1548,239.31,0
1549,425.47,0
1550,211.4,0
1551,435.7,0
1552,406.14,0
1553,173.09,0
1554,408.99,0
1555,372.45,0
1556,455.91,0
1557,647.59,0
1558,333.43,0
1559,273.68,0
1560,594.57,0
1561,287.47,0
1562,277.09,0
1563,757.6,0
1564,159.97,0
1565,479.4,0
1566,449.97,0
1567,524.91,0
1568,342.98,0
1569,292.91,0
1570,330.25,0
1571,130.36,0
1572,419.09,0
1573,597.78,0
1574,311.82,0
1575,324.74,0
1576,395.34,0
1577,1277.14,0
1578,722.25,0
1579,409.22,0
1580,638.55,0
1581,772.67,0
1582,579.75,0
1583,277.03,0
1584,329.13,0
1585,354.75,0
1586,360.91,0
1587,976.95,0
1588,498.27,0
1589,371.81,0
1590,599.18,0
1591,427.74,0
1592,43173.06,1
1593,189.81,0
1594,267.74,0
1595,516.09,0
1596,301.97,0
1597,595.27,0
1598,473.0,0
1599,290.4,0
1600,422.57,0
1601,223.27,0
1602,313.12,0
1603,790.45,0
1604,381.27,0
1605,540.35,0
1606,312.82,0
1607,320.32,0
1608,405.33,0
1609,192.42,0
1610,415.41,0
1611,1094.25,0
1612,500.73,0
1613,334.51,0
1614,310.73,0
1615,719.94,0
1616,303.45,0
1617,614.5,0
1618,490.93,0
1619,1067.35,0
1620,520.26,0
1621,249.78,0
1622,200.36,0
1623,686.51,0
1624,414.61,0
1625,276.89,0
1626,704.76,0
1627,550.18,0
1628,309.82,0
1629,567.77,0
1630,416.11,0
1631,441.02,0
1632,420.57,0
1633,366.95,0
1634,163.01,0
1635,225.18,0
1636,265.39,0
1637,414.28,0
1638,575.06,0
1639,617.0,0
1640,688.18,0
1641,230.3,0
1642,20368.35,1
1643,307.58,0
1644,563.19,0
1645,251.54,0
1646,158.78,0
1647,253.87,0
1648,213.36,0
1649,373.41,0
1650,385.22,0
1651,519.28,0
1652,504.03,0
1653,226.11,0
1654,354.42,0
1655,243.88,0
1656,834.49,0
1657,205.99,0
